ACCOUNTNUMBER,AGEBUCKET,AUA,AUM,AUMBUCKET,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,CLIENTCATEGORY,CLIENTCATEGORYCUSTOM,CREATEDDATE,CUSTOMERSEGMENT,DAYSSINCELASTINTERACTION,FINANCIALINTERESTS,HELDAWAY,HOUSEHOLDCOMPUTED,HOUSEHOLDSIZE,HOUSEHOLDSIZETEXT,ID,INVESTMENTEXPERIENCE,INVESTMENTOBJECTIVES,LASTINTERACTION,LASTREVIEW,LEADORCONTACTID,MARKETINGSEGMENT,NAME,NETWORTH,NETWORTHBUCKET,NEXTREVIEW,OWNERCITY,OWNEREMAIL,OWNERID,OWNERNAME,OWNERROLENAME,OWNERSMALLPHOTOURL,OWNERSTATE,PHONE,PRIMARYCONTACTAGE,PRIMARYCONTACTANNUALINCOME,PRIMARYCONTACTEMAIL,PRIMARYCONTACTGENDER,RECORDTYPENAME,RELATIONSHIPSTARTDATE,REVIEWFREQUENCY,RISKTOLERANCE,ROLLUPHOUSEHOLDNAME,SAMPLEACCOUNT,SERVICEMODEL,TOTALAUMJOINTOWNER,TOTALAUMPRIMARYOWNER,TOTALFINACCTSJOINTOWNER,TOTALFINACCTSPRIMARYOWNER,TOTALFINANCIALACCOUNTS,TOTALHELDFINACCTSJOINTOWNER,TOTALHELDFINACCTSPRIMARYOWNER,TOTALNUMBEROFFINACCOUNTSPRIMARYOWNER,WALLETSHARE,YEARSSINCECLIENT,YEARSSINCECLIENTBUCKET,LastProcessedDate
254,4. 50-69,287711.0,535064.0,2. Between 500K and 2M,USA,61237,IL,Gold,2 - Gold,2019-12-09,Long Term Growth,14,Fixed Income,287711.0,,0,0,0011U00000KuFbCQAV,Experienced,Income,2020-05-11,2020-05-08,0011U00000KulRbQAJ,Mass Market,Theodore Small,822775.0,2. Between 500K and 2M,2020-06-11,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,288-249-5800,69,165998.0,user-254@fsc-demo.com,Male,Individual,2012-11-12,Quarterly,Conservative,,false,Tier 3,0.0,535064.0,0.0,822775.0,822775.0,0.0,287711.0,4.0,0.3496836923824861,7,4. Between 5 and 10 Years,2020-05-25
255,4. 50-69,403688.0,146668.0,1. Less than 500K,USA,96110,CA,Gold,2 - Gold,2019-12-09,Mass Affluent,22,Technology,403688.0,Harlan Mccullough,3,3,0011U00000KuFbDQAV,Moderately Experienced,Aggressive Growth,2020-05-03,2020-04-22,0011U00000KulRbQAJ,High Net Worth Families,Harlan Mccullough,550356.0,2. Between 500K and 2M,2020-05-30,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,499-319-7035,68,122679.0,user-255@fsc-demo.com,Female,Household,2013-05-26,Annually,None,Harlan Mccullough,false,Tier 1,0.0,146668.0,0.0,550356.0,550356.0,0.0,403688.0,3.0,0.7335034050687191,6,4. Between 5 and 10 Years,2020-05-25
256,4. 50-69,188048.0,438226.0,1. Less than 500K,USA,8219,NJ,Gold,2 - Gold,2019-12-09,Mass Affluent,170,Energy,188048.0,Cora Winters,2,2,0011U00000KuFbEQAV,Inexperienced,Aggressive Growth,2019-12-07,2019-11-23,0011U00000KulRbQAJ,Retired,Cora Winters,626274.0,2. Between 500K and 2M,2020-01-05,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,522-782-7396,60,211059.0,user-256@fsc-demo.com,Female,Household,2016-03-09,Monthly,None,Cora Winters,false,Tier 3,0.0,438226.0,0.0,626274.0,626274.0,0.0,188048.0,4.0,0.3002647403532639,3,3. Between 3 and 5 years,2020-05-25
257,3. 30-49,424619.38,500105.0,2. Between 500K and 2M,USA,96105,CA,Silver,3 - Silver,2019-12-09,Long Term Growth,177,Fixed Income,424619.38,,0,0,0011U00000KuFbFQAV,Moderately Experienced,Aggressive Growth,2019-11-30,2019-11-26,0011U00000KulRbQAJ,Millennials,Philip Noble,924724.38,2. Between 500K and 2M,2020-01-06,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,462-916-4626,30,207783.0,user-257@fsc-demo.com,Female,Person Account,2016-07-05,Quarterly,Conservative,,false,Tier 3,0.0,500105.0,0.0,924724.38,924724.38,0.0,424619.38,4.0,0.4591848005564642,3,3. Between 3 and 5 years,2020-05-25
258,2. 18-29,374195.0,415350.0,1. Less than 500K,USA,32329,FL,Platinum,1 - Platinum,2019-12-16,Long Term Growth,166,Municipal Bonds,374195.0,Philip Bartlett,4,4,0011U00000KuFbGQAV,Experienced,Balanced Growth,2019-12-11,2019-11-21,0011U00000KulRbQAJ,Millennials,Philip Bartlett,789545.0,2. Between 500K and 2M,2020-01-04,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,546-653-4819,21,216713.0,user-258@fsc-demo.com,Male,Household,2018-03-06,Quarterly,None,Philip Bartlett,false,Tier 3,0.0,415350.0,0.0,789545.0,789545.0,0.0,374195.0,4.0,0.4739375209772717,1,2. Between 1 and 3 years,2020-05-25
259,4. 50-69,577041.2,867441.0,2. Between 500K and 2M,USA,96107,CA,Silver,3 - Silver,2019-12-16,Mass Affluent,162,College Planning,577041.2,,0,0,0011U00000KuFbHQAV,Moderately Inexperienced,Aggressive Growth,2019-12-15,2019-12-12,0011U00000KulRbQAJ,High Net Worth Families,Rogan Skinner,1444482.2,2. Between 500K and 2M,2020-01-12,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,488-832-7147,51,64470.0,user-259@fsc-demo.com,Male,Individual,2019-01-01,Annually,None,,false,Tier 3,0.0,867441.0,0.0,1444482.2,1444482.2,0.0,577041.2,5.0,0.3994796197557851,0,1. Less than 1 year,2020-05-25
260,3. 30-49,498954.52,595928.0,2. Between 500K and 2M,USA,32329,FL,Gold,2 - Gold,2019-12-16,Mass Affluent,177,Energy,498954.52,,0,0,0011U00000KuFbIQAV,Experienced,Growth,2019-11-30,2019-11-18,0011U00000KulRbQAJ,Retired,Gillian Irwin,1094882.52,2. Between 500K and 2M,2020-01-03,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,298-454-7994,30,165241.0,user-260@fsc-demo.com,Female,Person Account,2019-08-10,Quarterly,Moderate,,false,Tier 2,0.0,595928.0,0.0,1094882.52,1094882.52,0.0,498954.52,4.0,0.4557151209245719,0,1. Less than 1 year,2020-05-25
261,2. 18-29,208449.3,466554.0,1. Less than 500K,USA,8323,NJ,Platinum,1 - Platinum,2019-12-23,Long Term Growth,154,Municipal Bonds,208449.3,Callum Zimmerman,4,4,0011U00000KuFbJQAV,Inexperienced,Income,2019-12-23,2019-12-22,0011U00000KulRbQAJ,Mass Market,Callum Zimmerman,675003.3,2. Between 500K and 2M,2020-01-17,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,229-607-2993,20,148516.0,user-261@fsc-demo.com,Male,Household,2011-01-20,Monthly,None,Callum Zimmerman,false,Tier 2,0.0,466554.0,0.0,675003.3,675003.3,0.0,208449.3,3.0,0.3088122680289118,8,4. Between 5 and 10 Years,2020-05-25
262,1. < 18,257059.1,384828.0,1. Less than 500K,USA,16110,PA,Silver,3 - Silver,2019-12-23,Mass Affluent,43,Energy,257059.1,,0,0,0011U00000KuFbKQAV,Inexperienced,Income,2020-04-12,2020-04-09,0011U00000KulRbQAJ,Retired,Henry Chandler,641887.1,2. Between 500K and 2M,2020-06-01,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,239-796-9182,17,180652.0,user-262@fsc-demo.com,Male,Person Account,2015-12-06,Annually,None,,false,Tier 3,0.0,384828.0,0.0,641887.1,641887.1,0.0,257059.1,3.0,0.4004740085912305,4,3. Between 3 and 5 years,2020-05-25
263,2. 18-29,287826.0,617595.0,2. Between 500K and 2M,USA,49220,MI,Silver,3 - Silver,2019-12-23,Long Term Growth,156,Retirement,287826.0,,0,0,0011U00000KuFbLQAV,Moderately Experienced,Balanced Growth,2019-12-21,2019-12-19,0011U00000KulRbQAJ,Retired,Stacey Rasmussen,905421.0,2. Between 500K and 2M,2020-01-07,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,310-202-9803,24,172354.0,user-263@fsc-demo.com,Female,Individual,2015-08-13,Quarterly,Aggresive,,false,Tier 1,0.0,617595.0,0.0,905421.0,905421.0,0.0,287826.0,4.0,0.31789189780223787,4,3. Between 3 and 5 years,2020-05-25
264,2. 18-29,188956.2,335261.0,1. Less than 500K,USA,96110,CA,Platinum,1 - Platinum,2019-12-23,Long Term Growth,24,Retirement,188956.2,Avram Nielsen,2,2,0011U00000KuFbMQAV,Inexperienced,Income,2020-05-01,2020-04-15,0011U00000KulRbQAJ,High Net Worth Families,Avram Nielsen,524217.2,2. Between 500K and 2M,2020-05-25,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,364-469-8148,20,140911.0,user-264@fsc-demo.com,Male,Household,2016-08-29,Annually,None,Avram Nielsen,false,Tier 3,0.0,335261.0,0.0,524217.19999999995,524217.19999999995,0.0,188956.2,3.0,0.36045402554513667,3,3. Between 3 and 5 years,2020-05-25
265,2. 18-29,584901.6,916365.0,2. Between 500K and 2M,USA,61241,IL,Silver,3 - Silver,2019-12-30,Long Term Growth,23,Energy,584901.6,,0,0,0011U00000KuFbNQAV,Experienced,Growth,2020-05-02,2020-04-28,0011U00000KulRbQAJ,Mass Market,Lewis Ramirez,1501266.6,2. Between 500K and 2M,2020-06-16,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,271-408-8093,19,115507.0,user-265@fsc-demo.com,Male,Person Account,2013-07-26,Annually,Moderate,,false,Tier 3,0.0,916365.0,0.0,1501266.6,1501266.6,0.0,584901.6,5.0,0.38960541718572833,6,4. Between 5 and 10 Years,2020-05-25
266,4. 50-69,301462.0,566623.0,2. Between 500K and 2M,USA,96109,CA,Platinum,1 - Platinum,2019-12-30,Long Term Growth,13,Retirement,301462.0,,0,0,0011U00000KuFbOQAV,Experienced,Income,2020-05-12,2020-05-10,0011U00000KulRbQAJ,Retired,Elaine Montoya,868085.0,2. Between 500K and 2M,2020-06-24,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,292-181-1950,58,154960.0,user-266@fsc-demo.com,Male,Individual,2017-03-21,Monthly,Conservative,,false,Tier 2,0.0,566623.0,0.0,868085.0,868085.0,0.0,301462.0,4.0,0.34727244451868194,2,2. Between 1 and 3 years,2020-05-25
267,2. 18-29,284763.4,433852.0,1. Less than 500K,USA,10451,NY,Platinum,1 - Platinum,2020-01-06,Mass Affluent,26,Energy,284763.4,,0,0,0011U00000KuFbPQAV,Moderately Inexperienced,Income,2020-04-29,2020-04-23,0011U00000KulRbQAJ,Retired,Giselle Caldwell,718615.4,2. Between 500K and 2M,2020-05-22,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,248-511-9200,28,145918.0,user-267@fsc-demo.com,Female,Person Account,2017-02-11,Quarterly,Conservative,,false,Tier 2,0.0,433852.0,0.0,718615.4,718615.4,0.0,284763.4,4.0,0.3962667652265732,2,2. Between 1 and 3 years,2020-05-25
268,3. 30-49,218028.0,278280.0,1. Less than 500K,USA,96106,CA,Gold,2 - Gold,2020-01-06,Long Term Growth,143,Fixed Income,218028.0,,0,0,0011U00000KuFbQQAV,Experienced,Growth,2020-01-03,2019-12-24,0011U00000KulRbQAJ,Affluent Professionals,Nomlanga Valdez,496308.0,1. Less than 500K,2020-01-31,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,516-169-6884,49,144725.0,user-268@fsc-demo.com,Male,Person Account,2014-01-19,Quarterly,None,,false,Tier 2,0.0,278280.0,0.0,496308.0,496308.0,0.0,218028.0,3.0,0.4392997896467516,5,4. Between 5 and 10 Years,2020-05-25
269,2. 18-29,293622.0,399248.0,1. Less than 500K,USA,75410,TX,Silver,3 - Silver,2020-01-13,Long Term Growth,150,Energy,293622.0,,0,0,0011U00000KuFbRQAV,Experienced,Income,2019-12-27,2019-12-26,0011U00000KulRbQAJ,Millennials,Yael Avery,692870.0,2. Between 500K and 2M,2020-02-02,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,415-723-1778,27,156520.0,user-269@fsc-demo.com,Female,Person Account,2013-11-09,Quarterly,Moderate,,false,Tier 2,0.0,399248.0,0.0,692870.0,692870.0,0.0,293622.0,3.0,0.42377646600372365,6,4. Between 5 and 10 Years,2020-05-25
270,4. 50-69,296583.0,537266.0,2. Between 500K and 2M,USA,8030,NJ,Gold,2 - Gold,2020-01-13,Long Term Growth,136,Fixed Income,296583.0,,0,0,0011U00000KuFbSQAV,Moderately Inexperienced,Income,2020-01-10,2020-01-07,0011U00000KulRbQAJ,Mass Market,Elmo Gaines,833849.0,2. Between 500K and 2M,2020-01-29,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,479-984-8498,54,154683.0,user-270@fsc-demo.com,Male,Individual,2010-12-09,Quarterly,Moderate,,false,Tier 3,0.0,537266.0,0.0,833849.0,833849.0,0.0,296583.0,4.0,0.355679505521983,9,4. Between 5 and 10 Years,2020-05-25
271,4. 50-69,272604.0,283001.0,1. Less than 500K,USA,96105,CA,Platinum,1 - Platinum,2020-01-20,Mass Affluent,14,Technology,272604.0,Winter Todd,2,2,0011U00000KuFbTQAV,Moderately Inexperienced,Income,2020-05-11,2020-05-02,0011U00000KulRbQAJ,Retired,Winter Todd,555605.0,2. Between 500K and 2M,2020-06-12,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,489-691-8049,64,215647.0,user-271@fsc-demo.com,Female,Household,2016-11-01,Annually,Moderate,Winter Todd,false,Tier 2,0.0,283001.0,0.0,555605.0,555605.0,0.0,272604.0,2.0,0.4906435327255874,3,3. Between 3 and 5 years,2020-05-25
272,4. 50-69,151969.0,349247.0,1. Less than 500K,USA,96140,CA,Gold,2 - Gold,2020-01-20,Mass Affluent,132,Municipal Bonds,151969.0,,0,0,0011U00000KuFbUQAV,Inexperienced,Balanced Growth,2020-01-14,2020-01-14,0011U00000KulRbQAJ,Retired,Darius Mann,501216.0,2. Between 500K and 2M,2020-02-10,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,498-897-2942,56,87901.0,user-272@fsc-demo.com,Female,Individual,2016-07-13,Quarterly,Aggresive,,false,Tier 2,0.0,349247.0,0.0,501216.0,501216.0,0.0,151969.0,4.0,0.3032006161016408,3,3. Between 3 and 5 years,2020-05-25
273,4. 50-69,246726.2,304316.0,1. Less than 500K,USA,96103,CA,Platinum,1 - Platinum,2020-01-20,Mass Affluent,130,Fixed Income,246726.2,,0,0,0011U00000KuFbVQAV,Experienced,Income,2020-01-16,2020-01-15,0011U00000KulRbQAJ,Retired,Beverly Sykes,551042.2,2. Between 500K and 2M,2020-02-10,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,341-990-4180,52,108526.0,user-273@fsc-demo.com,Male,Person Account,2014-03-23,Annually,Moderate,,false,Tier 2,0.0,304316.0,0.0,551042.2,551042.2,0.0,246726.2,4.0,0.4477446554909951,5,4. Between 5 and 10 Years,2020-05-25
274,3. 30-49,370846.4,504669.0,2. Between 500K and 2M,USA,10459,NY,Silver,3 - Silver,2020-01-20,Long Term Growth,1,Municipal Bonds,370846.4,,0,0,0011U00000KuFbWQAV,Inexperienced,Aggressive Growth,2020-05-24,2020-05-21,0011U00000KulRbQAJ,High Net Worth Families,Ishmael Riley,875515.4,2. Between 500K and 2M,2020-06-22,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,280-273-4922,40,197209.0,user-274@fsc-demo.com,Female,Individual,2019-03-05,Annually,Aggresive,,false,Tier 2,0.0,504669.0,0.0,875515.4,875515.4,0.0,370846.4,3.0,0.42357495938963496,0,1. Less than 1 year,2020-05-25
275,5. > 69,283868.0,371987.0,1. Less than 500K,USA,16210,PA,Gold,2 - Gold,2020-01-20,Mass Affluent,129,Retirement,283868.0,Molly Sullivan,2,2,0011U00000KuFbXQAV,Inexperienced,Aggressive Growth,2020-01-17,2020-01-14,0011U00000KulRbQAJ,Mass Market,Molly Sullivan,655855.0,2. Between 500K and 2M,2020-02-13,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,270-580-9850,75,64409.0,user-275@fsc-demo.com,Male,Household,2011-08-31,Monthly,Aggresive,Molly Sullivan,false,Tier 3,0.0,371987.0,0.0,655855.0,655855.0,0.0,283868.0,4.0,0.4328212790937021,8,4. Between 5 and 10 Years,2020-05-25
276,2. 18-29,270763.0,297651.0,1. Less than 500K,USA,8032,NJ,Silver,3 - Silver,2020-01-27,Long Term Growth,135,Energy,270763.0,Kermit Fuentes,3,3,0011U00000KuFbYQAV,Moderately Experienced,Balanced Growth,2020-01-11,2020-01-10,0011U00000KulRbQAJ,Affluent Professionals,Kermit Fuentes,568414.0,2. Between 500K and 2M,2020-02-22,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,480-858-5635,28,122657.0,user-276@fsc-demo.com,Female,Household,2012-09-10,Monthly,None,Kermit Fuentes,false,Tier 3,0.0,297651.0,0.0,568414.0,568414.0,0.0,270763.0,4.0,0.47634822506131097,7,4. Between 5 and 10 Years,2020-05-25
277,2. 18-29,496226.8,659633.0,2. Between 500K and 2M,USA,96103,CA,Silver,3 - Silver,2020-02-03,Long Term Growth,14,Fixed Income,496226.8,Jayme Stone,3,3,0011U00000KuFbZQAV,Inexperienced,Aggressive Growth,2020-05-11,2020-05-09,0011U00000KulRbQAJ,Mass Market,Jayme Stone,1155859.8,2. Between 500K and 2M,2020-06-21,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,312-344-6285,20,192284.0,user-277@fsc-demo.com,Female,Household,2011-10-07,Quarterly,None,Jayme Stone,false,Tier 1,0.0,659633.0,0.0,1155859.8,1155859.8,0.0,496226.8,4.0,0.42931400503763517,8,4. Between 5 and 10 Years,2020-05-25
278,3. 30-49,270555.0,402737.0,1. Less than 500K,USA,10455,NY,Silver,3 - Silver,2020-02-17,Long Term Growth,99,Technology,270555.0,,0,0,0011U00000KuFbaQAF,Moderately Experienced,Balanced Growth,2020-02-16,2020-02-16,0011U00000KulRbQAJ,Mass Market,Jana Russo,673292.0,2. Between 500K and 2M,2020-03-03,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,305-859-7457,34,144190.0,user-278@fsc-demo.com,Male,Individual,2011-10-13,Annually,Aggresive,,false,Tier 1,0.0,402737.0,0.0,673292.0,673292.0,0.0,270555.0,3.0,0.40183902378165787,8,4. Between 5 and 10 Years,2020-05-25
279,2. 18-29,284459.0,477335.0,1. Less than 500K,USA,49220,MI,Gold,2 - Gold,2020-02-17,Long Term Growth,101,Municipal Bonds,284459.0,Garrison Conley,3,3,0011U00000KuFbbQAF,Inexperienced,Growth,2020-02-14,2020-02-03,0011U00000KulRbQAJ,High Net Worth Families,Garrison Conley,761794.0,2. Between 500K and 2M,2020-03-11,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,323-621-4311,19,189676.0,user-279@fsc-demo.com,Female,Household,2011-05-10,Quarterly,Aggresive,Garrison Conley,false,Tier 3,0.0,477335.0,0.0,761794.0,761794.0,0.0,284459.0,4.0,0.3734067215021384,8,4. Between 5 and 10 Years,2020-05-25
280,4. 50-69,433600.69999999995,651724.0,2. Between 500K and 2M,USA,96101,CA,Silver,3 - Silver,2020-02-17,Mass Affluent,103,Fixed Income,433600.69999999995,Gage Mendez,3,3,0011U00000KuFbcQAF,Moderately Experienced,Aggressive Growth,2020-02-12,2020-01-31,0011U00000KulRbQAJ,Affluent Professionals,Gage Mendez,1085324.7,2. Between 500K and 2M,2020-03-08,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,327-388-6326,56,126709.0,user-280@fsc-demo.com,Male,Household,2015-06-29,Annually,Moderate,Gage Mendez,false,Tier 1,0.0,651724.0,0.0,1085324.7,1085324.7,0.0,433600.69999999995,4.0,0.39951242241146817,4,3. Between 3 and 5 years,2020-05-25
281,4. 50-69,233788.0,232448.0,1. Less than 500K,USA,10456,NY,Platinum,1 - Platinum,2020-02-17,Long Term Growth,98,Retirement,233788.0,,0,0,0011U00000KuFbdQAF,Inexperienced,Balanced Growth,2020-02-17,2020-02-09,0011U00000KulRbQAJ,Millennials,Austin Johns,466236.0,1. Less than 500K,2020-03-04,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,269-405-8521,63,176331.0,user-281@fsc-demo.com,Male,Person Account,2011-06-25,Monthly,None,,false,Tier 1,0.0,232448.0,0.0,466236.0,466236.0,0.0,233788.0,4.0,0.5014370404687755,8,4. Between 5 and 10 Years,2020-05-25
283,3. 30-49,287962.0,515484.0,2. Between 500K and 2M,USA,96140,CA,Platinum,1 - Platinum,2020-02-24,Mass Affluent,105,College Planning,287962.0,,0,0,0011U00000KuFbfQAF,Moderately Experienced,Aggressive Growth,2020-02-10,2020-02-10,0011U00000KulRbQAJ,High Net Worth Families,Nevada Buchanan,803446.0,2. Between 500K and 2M,2020-03-13,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,333-451-8319,43,205361.0,user-283@fsc-demo.com,Female,Person Account,2018-10-05,Quarterly,Conservative,,false,Tier 3,0.0,515484.0,0.0,803446.0,803446.0,0.0,287962.0,4.0,0.3584086547197945,1,2. Between 1 and 3 years,2020-05-25
284,4. 50-69,575427.75,713256.0,2. Between 500K and 2M,USA,10455,NY,Gold,2 - Gold,2020-02-24,Mass Affluent,92,Retirement,575427.75,Shaeleigh Perry,4,4,0011U00000KuFbgQAF,Moderately Experienced,Aggressive Growth,2020-02-23,2020-02-22,0011U00000KulRbQAJ,Millennials,Shaeleigh Perry,1288683.75,2. Between 500K and 2M,2020-03-20,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,465-283-8411,51,116471.0,user-284@fsc-demo.com,Female,Household,2011-12-31,Annually,Moderate,Shaeleigh Perry,false,Tier 3,0.0,713256.0,0.0,1288683.75,1288683.75,0.0,575427.75,4.0,0.4465236331256602,8,4. Between 5 and 10 Years,2020-05-25
285,4. 50-69,291149.0,574687.0,2. Between 500K and 2M,USA,32616,FL,Platinum,1 - Platinum,2020-02-24,Mass Affluent,107,College Planning,291149.0,,0,0,0011U00000KuFbhQAF,Moderately Experienced,Balanced Growth,2020-02-08,2020-02-05,0011U00000KulRbQAJ,Affluent Professionals,Celeste Roberson,865836.0,2. Between 500K and 2M,2020-03-22,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,547-923-1009,66,150617.0,user-285@fsc-demo.com,Male,Person Account,2011-06-21,Quarterly,Aggresive,,false,Tier 1,0.0,574687.0,0.0,865836.0,865836.0,0.0,291149.0,4.0,0.33626344942922215,8,4. Between 5 and 10 Years,2020-05-25
286,4. 50-69,331099.19999999995,401320.0,1. Less than 500K,USA,10458,NY,Silver,3 - Silver,2020-03-02,Mass Affluent,84,Retirement,331099.19999999995,,0,0,0011U00000KuFbiQAF,Moderately Experienced,Income,2020-03-02,2020-02-28,0011U00000KulRbQAJ,Mass Market,Simone Ward,732419.2,2. Between 500K and 2M,2020-03-27,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,489-182-7819,52,122698.0,user-286@fsc-demo.com,Male,Individual,2012-05-28,Annually,Conservative,,false,Tier 1,0.0,401320.0,0.0,732419.2,732419.2,0.0,331099.19999999995,3.0,0.45206242545252767,7,4. Between 5 and 10 Years,2020-05-25
287,2. 18-29,482829.8,635128.0,2. Between 500K and 2M,USA,32616,FL,Gold,2 - Gold,2020-03-02,Mass Affluent,90,Retirement,482829.8,,0,0,0011U00000KuFbjQAF,Experienced,Balanced Growth,2020-02-25,2020-02-20,0011U00000KulRbQAJ,Mass Market,Chelsea Warren,1117957.8,2. Between 500K and 2M,2020-03-27,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,267-852-4654,18,135266.0,user-287@fsc-demo.com,Male,Person Account,2015-12-30,Monthly,Conservative,,false,Tier 1,0.0,635128.0,0.0,1117957.8,1117957.8,0.0,482829.8,4.0,0.43188553270973196,4,3. Between 3 and 5 years,2020-05-25
