"Owner_SmallPhotoUrl","Status","Owner","LeadSource","IsConverted","Rating","CreatedDate","Name","Owner_Name","LeadActivities","ConvertedOppAmount"
"Thomas Oliver","Working","G M","Employee Referral","FALSE","Hot","2020-11-27","Marleah Faulo","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Tawnia Williams","Converted","Deepu CSEG ","Other","TRUE","Warm","2020-11-05","Arman Hutchence","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Cold","2020-12-23","Rosanna Bewick","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Thomas Oliver","Working  - Contacted","G M","Advertisement","FALSE","Warm","2020-12-22","Grethel Aries","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Hot","2020-11-23","Janessa Watkiss","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Other","TRUE","Warm","2020-12-18","Neddy Kleinplac","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,0
"Sofia Lopez","Nurturing","R CSEG","Trade Show","FALSE","Hot","2020-12-23","Lindbergh","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,50000
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Cold","2020-12-28","Andros Hanford","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-11-06","Harley Werrit","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,75000
"Thomas Oliver","Working","G M","Purchased List","TRUE","Warm","2020-12-03","Carly Affleck","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,77700
"Tawnia Williams","New","Deepu CSEG ","Other","FALSE","Hot","2020-11-05","Raffaello Dunning","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",5,0
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Warm","2020-12-18","Drucill Leinster","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",18,0
"Justin Chen","Qualified","Qianwen Dong","Other","FALSE","Cold","2020-12-28","Jannel Huie","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",25,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Advertisement","TRUE","Warm","2020-12-17","Ruthie Bilham","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Thomas Oliver","Nurturing","G M","Other","FALSE","Hot","2020-12-06","Gilemette Moston","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Tawnia Williams","Converted","Deepu CSEG ","Purchased List","FALSE","Warm","2020-11-17","Chase Palmer","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",14,0
"Justin Chen","Converted","Qianwen Dong","Employee Referral","TRUE","Cold","2020-12-27","Papagena Muddle","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Thomas Oliver","Working  - Contacted","G M","Advertisement","FALSE","Warm","2020-11-23","Danita Hubbart","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Sofia Lopez","New","R CSEG","Other","FALSE","Hot","2020-12-16","Catharina Beale","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Warm","2020-12-24","Mina Ilyushkin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Justin Chen","Converted","Qianwen Dong","Advertisement","TRUE","Hot","2020-11-08","Rona Chalker","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",14,35900
"Thomas Oliver","Working","G M","Other","FALSE","Warm","2020-12-21","Riane Seakin","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,34000
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Trade Show","FALSE","Cold","2020-12-27","Hawking","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",23,0
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Warm","2020-11-22","Shalom Semple","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Sofia Lopez","Working  - Contacted","R CSEG","Other","TRUE","Hot","2020-11-24","Derby Neesam","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Thomas Oliver","Nurturing","G M","Other","FALSE","Warm","2020-12-20","Carola Kynd","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,14500
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Cold","2020-11-03","Alina Hartup","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",16,31000
"Justin Chen","Qualified","Qianwen Dong","Employee Referral","FALSE","Warm","2020-12-26","Nevile Greengrass","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",17,46000
"Sofia Lopez","Converted","R CSEG","Purchased List","TRUE","Hot","2020-11-03","Rourke De Clairmont","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Other","FALSE","Warm","2020-12-22","Augusta Coffin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",14,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Cold","2020-12-29","Brynn Mattiazzo","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Thomas Oliver","Qualified","G M","Advertisement","FALSE","Hot","2020-11-24","Reilly de Chastelain","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",0,0
"Thomas Oliver","Working  - Contacted","G M","Other","FALSE","Warm","2020-12-16","Once","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","TRUE","Hot","2020-12-06","Anatola Apthorpe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Justin Chen","Nurturing","Qianwen Dong","Advertisement","FALSE","Warm","2020-11-08","Lisetta Starrs","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Justin Chen","Converted","Qianwen Dong","Purchased List","FALSE","Warm","2020-12-20","Dickens","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",7,0
"Sofia Lopez","New","R CSEG","Other","TRUE","Cold","2020-12-23","Meier Drought","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",17,0
"Sofia Lopez","Working","R CSEG","Advertisement","FALSE","Warm","2020-11-13","Linnea Braybrookes","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,71000
"Tawnia Williams","Qualified","Deepu CSEG ","Other","FALSE","Hot","2020-12-05","Doy Bodemeaid","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",16,36000
"Thomas Oliver","Working  - Contacted","G M","Employee Referral","FALSE","Warm","2020-12-20","Niall Ales","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Nurturing","R CSEG","Trade Show","FALSE","Hot","2020-12-26","Carroll","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,79000
"Justin Chen","Converted","Qianwen Dong","Other","TRUE","Warm","2020-12-05","Caz Probet","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",13,0
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Cold","2020-12-24","Fremont Brunsden","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Thomas Oliver","Nurturing - Contacted","G M","Advertisement","FALSE","Warm","2020-11-09","Dominique Bibey","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Hot","2020-12-19","Perice Bellino","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",10,0
"Thomas Oliver","Working  - Contacted","G M","Other","TRUE","Warm","2020-12-06","Kaitlynn Gair","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",12,38000
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Cold","2020-11-13","Bieber","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Justin Chen","Qualified","Qianwen Dong","Purchased List","FALSE","Hot","2020-12-18","Ana Franzolini","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","TRUE","Warm","2020-12-25","Jada Heavens","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Thomas Oliver","Nurturing","G M","Employee Referral","FALSE","Warm","2020-12-29","Menard Biddy","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Converted","R CSEG","Advertisement","FALSE","Cold","2020-12-21","Willamina Normabell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,90000
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Warm","2020-12-09","Jenda Pordal","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",6,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","FALSE","Hot","2020-11-19","Zechariah Torri","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",21,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Other","TRUE","Warm","2020-12-25","Celestine McMenamy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,0
"Sofia Lopez","New","R CSEG","Advertisement","FALSE","Hot","2020-11-25","Pat Coltart","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Thomas Oliver","Qualified","G M","Purchased List","FALSE","Cold","2020-12-17","Urson Giral","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Thomas Oliver","Working","G M","Other","FALSE","Warm","2020-12-24","Caz Broster","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,0
"Justin Chen","Working","Qianwen Dong","Other","TRUE","Warm","2020-11-01","Mandela","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Hot","2020-12-22","Desiree Domino","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Sofia Lopez","Working  - Contacted","R CSEG","Trade Show","FALSE","Cold","2020-12-10","Blisse Shemilt","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",17,0
"Thomas Oliver","Converted","G M","Advertisement","TRUE","Warm","2020-11-04","Ermin Munford","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",11,0
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Hot","2020-12-26","Neil Symonds","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",14,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-12-22","Pennie Sollas","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",18,0
"Justin Chen","Converted","Qianwen Dong","Employee Referral","FALSE","Cold","2020-11-23","Seward Darkin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Warm","2020-12-01","Celisse Dudny","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Thomas Oliver","Nurturing","G M","Purchased List","TRUE","Hot","2020-11-05","Theresita Biffin","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,100000
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Other","FALSE","Warm","2020-12-22","Ernie Blacklidge","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,27000
"Thomas Oliver","Working","G M","Employee Referral","FALSE","Warm","2020-12-25","Rycca Geoghegan","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",18,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Advertisement","TRUE","Cold","2020-12-07","Callida Loughan","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,34000
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Hot","2020-12-22","Bianka Farmery","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,0
"Sofia Lopez","Nurturing","R CSEG","Other","FALSE","Warm","2020-11-17","Kingston Birdall","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Hot","2020-12-28","Marcelo Clendening","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","FALSE","Cold","2020-12-27","Salim Warnock","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Justin Chen","Qualified","Qianwen Dong","Advertisement","TRUE","Warm","2020-12-08","Tiffie Gruszecki","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,50000
"Tawnia Williams","Working","Deepu CSEG ","Other","FALSE","Warm","2020-11-04","Horst Risebarer","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",9,0
"Sofia Lopez","Converted","R CSEG","Purchased List","FALSE","Warm","2020-12-28","Fred Jahnisch","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Thomas Oliver","Working  - Contacted","G M","Trade Show","TRUE","Hot","2020-12-20","Orwell","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Cold","2020-12-07","Kelly Autie","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",20,0
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Warm","2020-11-02","Ailene Ropert","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Hot","2020-12-28","Clinton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Advertisement","FALSE","Warm","2020-12-17","Agnes Minichi","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",9,13000
"Sofia Lopez","Nurturing","R CSEG","Other","TRUE","Warm","2020-11-22","Bevvy Fifoot","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",23,0
"Thomas Oliver","Working","G M","Advertisement","FALSE","Cold","2020-12-19","Nem","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Warm","2020-11-13","Putnam Le Noir","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Sofia Lopez","Converted","R CSEG","Other","TRUE","Hot","2020-12-21","Alyssa Bransden","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",21,0
"Thomas Oliver","Nurturing - Contacted","G M","Purchased List","FALSE","Warm","2020-12-27","Whit Bodicam","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,47200
"Justin Chen","Qualified","Qianwen Dong","Other","FALSE","Cold","2020-12-04","Millicent Bishop","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,0
"Tawnia Williams","New","Deepu CSEG ","Other","FALSE","Hot","2020-12-29","Rachel Adams (Sample)","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",22,50000
"Sofia Lopez","Nurturing - Contacted","R CSEG","Advertisement","FALSE","Warm","2020-12-18","Winifred Yearnes","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,78000
"Thomas Oliver","Working  - Contacted","G M","Other","TRUE","Hot","2020-11-03","Dur Twigge","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Warm","2020-12-26","Timberlake","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Cold","2020-11-20","Theda Gouny","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Justin Chen","Qualified","Qianwen Dong","Trade Show","FALSE","Warm","2020-11-03","Karlee Reeman","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",0,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","TRUE","Warm","2020-12-17","Haily Elt","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,47000
"Thomas Oliver","Converted","G M","Other","FALSE","Hot","2020-11-29","Jonas Davydkov","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Purchased List","FALSE","Warm","2020-12-24","Shandra D'Alessio","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","TRUE","Cold","2020-12-22","Edison","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,9300
"Thomas Oliver","Working","G M","Employee Referral","FALSE","Warm","2020-11-07","Petronilla Leele","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",11,0
"Sofia Lopez","Converted","R CSEG","Advertisement","FALSE","Hot","2020-11-30","Obama","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Tawnia Williams","Converted","Deepu CSEG ","Advertisement","FALSE","Hot","2020-12-29","Field Miskin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,30000
"Thomas Oliver","Nurturing","G M","Other","TRUE","Warm","2020-12-20","Keller","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,0
"Justin Chen","New","Qianwen Dong","Other","FALSE","Warm","2020-12-29","Rosene Seiler","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",25,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Other","FALSE","Cold","2020-11-26","Chrystal Thalmann","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",12,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Hot","2020-12-21","Twyla Sheirlaw","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Thomas Oliver","Qualified","G M","Trade Show","TRUE","Warm","2020-11-18","Bing Flores","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",19,0
"Sofia Lopez","Qualified","R CSEG","Advertisement","FALSE","Warm","2020-11-21","Presley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,15000
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Hot","2020-11-18","Buddy Ibbison","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Purchased List","FALSE","Warm","2020-12-24","Roscoe O'Lehane","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Cold","2020-12-16","Griff Beccles","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Other","TRUE","Warm","2020-11-30","Neddy Skirling","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",11,0
"Thomas Oliver","New","G M","Advertisement","FALSE","Cold","2020-12-26","Brade Sillett","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,30000
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Hot","2020-12-17","Gerek Holhouse","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",23,0
"Justin Chen","Converted","Qianwen Dong","Employee Referral","TRUE","Warm","2020-12-07","Luci Witson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Hot","2020-12-26","Shannan Colleer","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Thomas Oliver","Converted","G M","Other","FALSE","Warm","2020-11-06","Berky Prickett","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",13,34000
"Tawnia Williams","Working","Deepu CSEG ","Employee Referral","FALSE","Cold","2020-12-20","Lauryn Kener","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",5,0
"Sofia Lopez","Working  - Contacted","R CSEG","Purchased List","FALSE","Warm","2020-11-28","Floria Lomas","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,127000
"Justin Chen","Qualified","Qianwen Dong","Other","TRUE","Hot","2020-12-27","Lillis Wathell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,14500
"Sofia Lopez","Qualified","R CSEG","Advertisement","FALSE","Warm","2020-11-09","Demott Puve","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","FALSE","Cold","2020-12-18","Suess","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,79000
"Sofia Lopez","Nurturing","R CSEG","Trade Show","FALSE","Hot","2020-12-06","Rollo Joberne","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Thomas Oliver","Converted","G M","Employee Referral","TRUE","Warm","2020-12-23","Pennie Osboldstone","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-11-10","Conroy Blondel","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Tawnia Williams","Working","Deepu CSEG ","Advertisement","FALSE","Hot","2020-12-22","Domenic Trewman","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",10,7200
"Justin Chen","Qualified","Qianwen Dong","Other","TRUE","Warm","2020-11-26","Orazio Featonby","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Sofia Lopez","New","R CSEG","Purchased List","FALSE","Cold","2020-11-14","Tani Matysik","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Thomas Oliver","Converted","G M","Other","FALSE","Warm","2020-12-19","Rory Spedroni","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",25,0
"Sofia Lopez","Nurturing","R CSEG","Advertisement","FALSE","Hot","2020-12-25","Stavros Ruston","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Thomas Oliver","Converted","G M","Employee Referral","TRUE","Warm","2020-12-26","John Steele (Sample)","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",23,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Other","FALSE","Cold","2020-11-22","Jules Bengochea","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",7,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","FALSE","Hot","2020-12-17","Rabi Ollier","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Tawnia Williams","Working","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-11-12","Adrien Filtness","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",11,0
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Warm","2020-12-29","Garrot Burgot","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Sofia Lopez","Working  - Contacted","R CSEG","Other","TRUE","Cold","2020-11-12","Aleda Zanotti","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Thomas Oliver","New","G M","Advertisement","FALSE","Hot","2020-12-07","Warden Quarmby","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Purchased List","FALSE","Warm","2020-12-21","Livy Crowche","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,0
"Sofia Lopez","Nurturing","R CSEG","Other","FALSE","Warm","2020-12-03","Reagen Horsewood","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Tawnia Williams","Qualified","Deepu CSEG ","Employee Referral","TRUE","Hot","2020-11-01","Gabrielle Hallan","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",18,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Cold","2020-12-22","Sibella Neeve","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Warm","2020-12-24","Nicolis Varnam","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,80000
"Sofia Lopez","Working  - Contacted","R CSEG","Trade Show","TRUE","Hot","2020-11-22","Winfrey","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2020-12-17","Heath Overell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",21,0
"Thomas Oliver","Converted","G M","Advertisement","FALSE","Warm","2020-12-24","Jefferson","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Nurturing","R CSEG","Other","FALSE","Cold","2020-11-16","Matthew Lanchester","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",17,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Employee Referral","FALSE","Hot","2020-12-26","Silvana Babin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,99000
"Sofia Lopez","Converted","R CSEG","Other","TRUE","Warm","2020-11-28","Dun Damiata","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",23,0
"Tawnia Williams","Qualified","Deepu CSEG ","Advertisement","FALSE","Warm","2020-11-12","Spacey","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",11,0
"Thomas Oliver","Nurturing - Contacted","G M","Purchased List","FALSE","Cold","2020-12-18","Dierdre Haggart","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","TRUE","Warm","2020-12-28","Wallis Rosindill","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,60000
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Hot","2020-11-30","Garnet Perl","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Thomas Oliver","Working","G M","Advertisement","FALSE","Warm","2020-12-25","Jeane Duignan","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Justin Chen","Nurturing","Qianwen Dong","Other","FALSE","Hot","2020-11-18","Diana","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Cold","2020-12-18","Beckham","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
