"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Passive","18-25","Demetris","Tennessee","Chat","Claims","Female","Storr",5,2,3,48
"Detractor","26-35","Clayborne","Illinois","Call Center","Onboarding","Male","Cantero",3,3,2,34
"Passive","18-25","Alyson","Wisconsin","App","Renewal","NA","Noades",2,2,5,30
"Promoter","36-50","Kennan","Massachusetts","Call Center","Acquisition","Female","Climpson",3,4,1,41
"Detractor","0-17","Clayborne","Texas","Call Center","Routine Services","NA","Rames",3,1,4,26
"Passive","NA","Orin","Virginia","Website","Onboarding","Male","Brantl",1,5,2,23
"Promoter","18-25","Ellene","Connecticut","App","Renewal","Female","Block",2,2,5,22
"Detractor","36-50","Ellene","Oklahoma","Website","Claims","NA","Cantero",1,4,3,42
"Detractor","26-35","Celka","Kansas","App","Claims","Male","Ledley",2,3,3,44
"Promoter","26-35","Brynna","New York","Call Center","Acquisition","Female","Naisbet",3,3,1,11
"Passive","18-25","Gray","North Carolina","Website","Renewal","NA","Tussaine",1,2,5,47
"Detractor","18-25","Boone","Louisiana","App","Onboarding","Male","Cantero",2,2,2,24
"Promoter","36-50","Wilie","Pennsylvania","Call Center","Routine Services","Female","Meaddowcroft",3,4,4,49
"Detractor","26-35","Eachelle","Texas","Chat","Acquisition","NA","Mitchenson",5,3,1,20
"Passive","0-17","Claybourne","Texas","Email","Claims","Male","Bamborough",6,1,3,40
"Passive","36-50","Onfroi","California","App","Claims","Female","Canton",2,4,3,35
"Detractor","26-35","Wendall","District of Columbia","Website","Onboarding","Male","Bettlestone",1,3,2,19
"Promoter","26-35","Travus","Florida","Store","Renewal","NA","Fasham",4,3,5,26
"Passive","NA","Danita","Colorado","Website","Renewal","Female","Toop",1,5,5,33
"Promoter","36-50","Martguerita","Georgia","Chat","Routine Services","Male","Canton",5,4,4,33
"Detractor","18-25","Ronnie","Florida","Call Center","Acquisition","NA","Allaway",3,2,1,25
"Passive","26-35","Gris","New Jersey","App","Claims","Female","Matschuk",2,3,3,29
"Detractor","18-25","Monica","Virginia","Call Center","Claims","Male","Fasham",3,2,3,29
"Promoter","18-25","Corinna","Michigan","Website","Onboarding","NA","Storr",1,2,2,38
"Passive","18-25","Wanda","Ohio","Call Center","Renewal","Female","Abreheart",3,2,5,46
"Detractor","0-17","Kennan","Florida","App","Acquisition","Male","Kinchington",2,1,1,45
"Promoter","36-50","Otha","California","Call Center","Claims","NA","Allaway",3,4,3,20
"Passive","26-35","Sascha","Minnesota","Website","Routine Services","Female","Ferrierio",1,3,4,27
"Detractor","36-50","Aeriel","California","App","Claims","NA","Dobey",2,4,3,27
"Promoter","26-35","Connie","Kentucky","App","Onboarding","Male","Mingaud",2,3,2,21
"Detractor","26-35","Nikola","New York","Chat","Renewal","Female","Hanbridge",5,3,5,43
"Passive","18-25","Alford","Mississippi","Call Center","Renewal","Male","Haslewood",3,2,5,24
"Detractor","18-25","Danita","Arizona","Store","Claims","NA","Sargant",4,2,3,21
"Promoter","36-50","Mercie","Alabama","Website","Acquisition","Female","Bettlestone",1,4,1,33
"Detractor","NA","Lorrayne","Alabama","Website","Routine Services","Male","Ramelet",1,5,4,32
"Passive","18-25","Roxi","Nevada","Call Center","Onboarding","NA","Bleibaum",3,2,2,34
"Promoter","26-35","Celka","District of Columbia","Email","Claims","Female","Lisciardelli",6,3,3,18
"Detractor","26-35","Windham","Florida","Chat","Renewal","NA","Bettlestone",5,3,5,39
"Passive","18-25","Aeriel","California","App","Onboarding","Male","Helsby",2,2,2,18
"Detractor","36-50","Roxi","California","App","Renewal","Female","Fetherstone",2,4,5,37
"Promoter","0-17","Angy","Florida","Call Center","Routine Services","Male","Cowl",3,1,4,50
"Passive","18-25","Cass","California","Website","Acquisition","NA","Borrie",1,2,1,10
"Promoter","36-50","Alvina","Texas","App","Claims","Female","Hooks",2,4,3,27
"Detractor","26-35","Goddart","Illinois","Call Center","Acquisition","Male","Brantl",3,3,1,30
"Detractor","26-35","Germana","Texas","Chat","Renewal","NA","Worgen",5,3,5,31
"Passive","0-17","Naoma","Montana","App","Claims","Female","Fasham",2,1,3,19
"Promoter","NA","Lyon","New York","Website","Claims","NA","Toop",1,5,3,23
"Passive","18-25","Cathryn","Missouri","App","Onboarding","Male","Swatten",2,2,2,10
"Detractor","26-35","Elsey","Utah","Call Center","Renewal","Female","Worgen",3,3,5,21
"Promoter","36-50","Taryn","Iowa","Website","Onboarding","Male","Ledley",1,4,2,25
"Passive","36-50","Danita","Ohio","Call Center","Routine Services","NA","Ledley",3,4,4,49
"Detractor","26-35","Amelina","Texas","Website","Acquisition","Female","Asche",1,3,1,15
"Detractor","18-25","Nikola","Indiana","App","Claims","Male","Gillion",2,2,3,35
"Passive","26-35","Jillene","Tennessee","Store","Renewal","NA","Rehme",4,3,5,30
"Promoter","36-50","Aridatha","Virginia","Website","Claims","Female","Worgen",1,4,3,35
"Promoter","18-25","Celka","Colorado","App","Routine Services","NA","Raynard",2,2,4,28
"Passive","0-17","Raffaello","Pennsylvania","Email","Acquisition","Male","Pickover",6,1,1,36
"Detractor","18-25","Wendall","New York","Call Center","Onboarding","Female","Hanbridge",3,2,2,23
"Detractor","26-35","Raffaello","Florida","Chat","Claims","Male","Block",5,3,3,29
"Promoter","NA","Ellene","North Carolina","Call Center","Routine Services","NA","Sargant",3,5,4,28
"Detractor","18-25","Fields","District of Columbia","Call Center","Renewal","Female","Lisciardelli",3,2,5,24
"Passive","36-50","Carlynne","Georgia","App","Onboarding","NA","Noades",2,4,2,26
"Promoter","26-35","Trumaine","Massachusetts","Website","Claims","Male","Dobey",1,3,3,22
"Passive","26-35","Gabriela","Maryland","App","Acquisition","Female","Cronchey",2,3,1,42
"Detractor","18-25","Martguerita","California","Call Center","Renewal","NA","Ramelet",3,2,5,10
"Promoter","36-50","Fields","Arizona","App","Claims","Male","Helsby",2,4,3,44
"Passive","0-17","Werner","Texas","Chat","Renewal","Female","Messent",5,1,5,21
"Detractor","26-35","Elsey","Louisiana","Call Center","Acquisition","Male","Sargant",3,3,1,22
"Detractor","18-25","Goddart","Oklahoma","App","Onboarding","NA","Royce",2,2,2,28
"Promoter","36-50","Eachelle","Washington","Website","Claims","Female","Klicher",1,4,3,33
"Passive","18-25","Jereme","Florida","Website","Routine Services","Male","Royce",1,2,4,41
"Detractor","26-35","Fields","California","Website","Renewal","NA","Kinchington",1,3,5,20
"Passive","36-50","Cobbie","Florida","App","Claims","Female","Gillion",2,4,3,30
"Promoter","NA","Aeriel","Illinois","Call Center","Onboarding","NA","Dayce",3,5,2,20
"Detractor","26-35","Lettie","Wisconsin","Store","Routine Services","Male","Ferrierio",4,3,4,18
"Promoter","36-50","Lorianna","California","Call Center","Acquisition","Female","Tussaine",3,4,1,33
"Passive","18-25","Charleen","California","Website","Renewal","NA","Vose",1,2,5,31
"Detractor","0-17","Malanie","West Virginia","Email","Claims","Male","Aldcorne",6,1,3,47
"Detractor","18-25","Connie","Louisiana","Call Center","Onboarding","Female","Klicher",3,2,2,40
"Passive","26-35","Amelina","Indiana","Website","Routine Services","Male","Paddington",1,3,4,50
"Promoter","36-50","Lorrayne","Alabama","App","Renewal","NA","Seebert",2,4,5,24
"Detractor","26-35","Gabi","California","App","Claims","Female","Eisikowitz",2,3,3,32
"Passive","18-25","Reine","Missouri","Chat","Renewal","NA","Hanbridge",5,2,5,18
"Promoter","18-25","Christophorus","North Carolina","App","Onboarding","Male","Adao",2,2,2,27
"Detractor","26-35","Alford","Florida","Call Center","Claims","Female","Block",3,3,3,48
"Promoter","36-50","Jenica","Michigan","Website","Acquisition","NA","Chatwin",1,4,1,26
"Detractor","18-25","Cynthea","Minnesota","Call Center","Acquisition","Male","Swatten",3,2,1,20
"Passive","0-17","Harbert","Virginia","App","Renewal","Female","Pearle",2,1,5,46
"Passive","NA","Wendall","Connecticut","Chat","Routine Services","Male","Tussaine",5,5,4,21
"Promoter","26-35","Lettie","Texas","Call Center","Claims","NA","Canton",3,3,3,25
"Detractor","36-50","Amelina","Georgia","Website","Claims","Female","Lumm",1,4,3,43
"Detractor","26-35","Boone","South Carolina","Website","Renewal","Male","Klicher",1,3,5,19
"Promoter","26-35","Kennan","California","App","Acquisition","NA","Eisikowitz",2,3,1,30
"Passive","18-25","Jillene","Pennsylvania","App","Onboarding","Female","Adao",2,2,2,30
"Detractor","36-50","Cathleen","Ohio","Chat","Claims","NA","McLemon",5,4,3,13
"Passive","18-25","Cassaundra","Florida","Store","Renewal","Male","Kinchington",4,2,5,39
"Promoter","18-25","Ronnie","Kansas","Website","Onboarding","Female","Bleibaum",1,2,2,37
"Detractor","0-17","Ernestus","Oregon","Call Center","Routine Services","Male","Raper",3,1,4,22
"Passive","36-50","Stoddard","Colorado","Call Center","Acquisition","NA","Waterstone",3,4,1,29
"Promoter","18-25","Martino","District of Columbia","Chat","Claims","Female","Ferrierio",5,2,3,20
"Detractor","26-35","Cobbie","New Jersey","Email","Renewal","NA","Hanbridge",6,3,5,22
"Passive","36-50","Wells","New York","Call Center","Onboarding","Male","Thuillier",3,4,2,14
"Promoter","26-35","Cassaundra","Kentucky","App","Routine Services","Female","Pickover",2,3,4,50
"Detractor","NA","Germana","Texas","App","Claims","NA","Soonhouse",2,5,3,35
"Passive","18-25","Gabriela","California","Website","Renewal","Male","Hanbridge",1,2,5,44
"Detractor","26-35","Reine","Arizona","App","Claims","Female","Tussaine",2,3,3,23
"Promoter","36-50","Trumaine","New York","Call Center","Onboarding","Male","Cantero",3,4,2,45
"Detractor","26-35","Trumaine","Texas","Website","Acquisition","NA","Cantero",1,3,1,28
"Passive","18-25","Danita","Ohio","Website","Claims","Female","Lehon",1,2,3,33
"Promoter","36-50","Cass","New York","Call Center","Acquisition","Male","McLemon",3,4,1,38
"Detractor","26-35","Bonnee","Washington","App","Routine Services","NA","Cummins",2,3,4,18
"Passive","18-25","Angy","Pennsylvania","Chat","Renewal","Female","Deamer",5,2,5,19
"Detractor","0-17","Christophorus","Texas","Website","Claims","NA","Pearle",1,1,3,32
"Promoter","18-25","Reine","Texas","Store","Renewal","Male","Cakebread",4,2,5,10
"Passive","26-35","Jillene","Texas","App","Acquisition","Female","Longthorne",2,3,1,10
"Detractor","NA","Claybourne","California","App","Onboarding","NA","Gillion",2,5,2,27
"Promoter","26-35","Wells","Illinois","Website","Claims","Male","Asche",1,3,3,32
"Detractor","18-25","Farlay","California","Call Center","Renewal","Female","Messent",3,2,5,34
"Passive","36-50","Naoma","Virginia","Chat","Onboarding","NA","Thuillier",5,4,2,25
"Promoter","36-50","Carlynne","Idaho","Email","Routine Services","Male","Sargant",6,4,4,80
"Passive","18-25","Elsey","Iowa","App","Acquisition","Female","Meaddowcroft",2,2,1,42
"Detractor","0-17","Claybourne","District of Columbia","Website","Onboarding","NA","Liversley",1,1,2,23
"Promoter","26-35","Ellene","North Carolina","Call Center","Routine Services","Male","Raper",3,3,4,17
"Detractor","36-50","Cobbie","Nebraska","Call Center","Renewal","Female","Seebert",3,4,5,21
"Passive","26-35","Fields","Massachusetts","Call Center","Claims","Male","Raper",3,3,3,19
"Detractor","18-25","Travus","New York","App","Claims","NA","Adao",2,2,3,29
"Promoter","36-50","Cathleen","South Dakota","App","Acquisition","Female","Stollard",2,4,1,12
"Detractor","26-35","Connie","Nevada","Chat","Onboarding","NA","Longthorne",5,3,2,30
"Passive","26-35","Carlynne","Rhode Island","Call Center","Routine Services","Male","Seebert",3,3,4,11
"Promoter","NA","Windham","Minnesota","Website","Renewal","Female","Paddington",1,5,5,32
"Passive","0-17","Connie","North Dakota","App","Claims","Male","Robbert",2,1,3,20
"Detractor","18-25","Cathleen","Tennessee","Website","Renewal","NA","Noades",1,2,5,28
"Promoter","36-50","Travus","Michigan","Call Center","Acquisition","Female","Benz",3,4,1,18
"Passive","18-25","Onfroi","Oklahoma","Website","Onboarding","NA","Gillion",1,2,2,26
"Detractor","26-35","Travus","Texas","Call Center","Claims","Male","Royce",3,3,3,30
"Detractor","26-35","Cathleen","Georgia","App","Claims","Female","Cakebread",2,3,3,10
"Promoter","18-25","Lyon","Florida","Chat","Renewal","NA","Eisikowitz",5,2,5,25
"Passive","18-25","Goddart","Missouri","App","Routine Services","Male","Reynish",2,2,4,20
"Detractor","26-35","Harbert","California","Website","Onboarding","Female","Darke",1,3,2,47
"Promoter","36-50","Aridatha","Arkansas","Call Center","Claims","Male","Cyster",3,4,3,19
"Detractor","0-17","Flory","New York","Store","Renewal","NA","Allaway",4,1,5,21
"Passive","26-35","Cass","Florida","Email","Acquisition","Female","Deamer",6,3,1,48
"Promoter","36-50","Roxi","Indiana","Call Center","Claims","NA","Ramelet",3,4,3,33
"Detractor","18-25","Goddart","Texas","Website","Routine Services","Male","Kinchington",1,2,4,36
"Passive","NA","Sammy","Utah","Website","Renewal","Female","Meaddowcroft",1,5,5,27
"Promoter","26-35","Wilie","Ohio","App","Onboarding","NA","Pearle",2,3,2,46
"Detractor","36-50","Lettie","Alabama","App","Acquisition","Male","Dobey",2,4,1,23
"Passive","18-25","Aeriel","Illinois","App","Renewal","Female","Allaway",2,2,5,35
"Promoter","18-25","Monica","Colorado","Chat","Claims","Male","Gatrill",5,2,3,43
"Detractor","36-50","Chevy","Louisiana","Website","Claims","NA","Coldridge",1,4,3,34
"Passive","26-35","Werner","Wisconsin","App","Routine Services","Female","Doidge",2,3,4,40
"Detractor","0-17","Jereme","Florida","Call Center","Acquisition","NA","Reynish",3,1,1,41
"Promoter","36-50","Lettie","New Mexico","Call Center","Renewal","Male","Brookfield",3,4,5,10
"Detractor","26-35","Rubetta","Arizona","Call Center","Claims","Female","Ferrierio",3,3,3,28
"Passive","18-25","Cobbie","Virginia","Store","Onboarding","NA","Shipman",4,2,2,18
"Promoter","26-35","Eachelle","California","Chat","Routine Services","Male","Reynish",5,3,4,22
"Detractor","36-50","Goddart","California","App","Acquisition","Female","Fasham",2,4,1,10
"Passive","18-25","Jillene","Pennsylvania","Call Center","Onboarding","Male","Mitchenson",3,2,2,22
"Detractor","NA","Wanda","California","Website","Renewal","NA","Cowl",1,5,5,44
"Promoter","26-35","Jereme","Delaware","Email","Claims","Female","Cronchey",6,3,3,32
"Passive","18-25","Aridatha","Maryland","Call Center","Onboarding","Male","Liversley",3,2,2,20
"Detractor","36-50","Orin","District of Columbia","App","Claims","NA","Raper",2,4,3,26
"Passive","18-25","Bonnee","New York","Website","Acquisition","Female","Robbert",1,2,1,33
"Detractor","0-17","Aeriel","North Carolina","Call Center","Renewal","NA","Cakebread",3,1,5,24
"Promoter","18-25","Kennan","Texas","Chat","Routine Services","Male","Klicher",5,2,4,50
"Promoter","26-35","Crosby","Florida","Website","Onboarding","Female","Woodroffe",1,3,2,35
"Passive","26-35","Wilie","Ohio","Website","Claims","NA","Lehon",1,3,3,25
"Detractor","36-50","Brynna","Kentucky","Call Center","Renewal","Male","Seebert",3,4,5,39
"Promoter","18-25","Roxi","Connecticut","App","Claims","Female","Sevitt",2,2,3,30
"Passive","26-35","Cynthea","Georgia","Website","Acquisition","NA","Lumm",1,3,1,30
"Detractor","0-17","Sammy","Florida","App","Claims","Male","Mitchenson",2,1,3,37
"Detractor","NA","Ronnie","Texas","App","Routine Services","Female","Block",2,5,4,45
"Passive","18-25","Taryn","Florida","App","Onboarding","Male","Meaddowcroft",2,2,2,38
"Promoter","36-50","Wilie","New York","Call Center","Renewal","NA","Woodroffe",3,4,5,34
"Detractor","26-35","Wanda","Washington","Store","Claims","Female","Messent",4,3,3,10
"Passive","18-25","Demetris","Kansas","App","Renewal","NA","Kunath",2,2,5,28
"Detractor","36-50","Windham","Michigan","Call Center","Acquisition","Male","Messent",3,4,1,42
"Promoter","26-35","Arly","Texas","Website","Routine Services","Female","Sevitt",1,3,4,27
"Promoter","26-35","Jereme","District of Columbia","Website","Claims","Male","Ducker",1,3,3,29
"Detractor","36-50","Gris","Louisiana","App","Onboarding","NA","Rothman",2,4,2,22
"Passive","18-25","Carlyn","Missouri","Call Center","Renewal","Female","Darke",3,2,5,23
"Detractor","0-17","Alyson","Pennsylvania","Chat","Claims","Male","Bettlestone",5,1,3,18
"Promoter","18-25","Christophorus","Texas","Chat","Onboarding","NA","Royce",5,2,2,15
"Passive","26-35","Cecil","Mississippi","Website","Acquisition","Female","Seebert",1,3,1,29
"Detractor","26-35","Ernestus","Texas","App","Renewal","NA","Lumm",2,3,5,48
"Promoter","18-25","Claybourne","Indiana","Website","Routine Services","Male","Hanbridge",1,2,4,21
"Passive","36-50","Monica","Colorado","Email","Claims","Female","Criag",6,4,3,49
"Detractor","NA","Lettie","West Virginia","Call Center","Renewal","NA","Brookfield",3,5,5,19
"Passive","18-25","Immanuel","New York","App","Acquisition","Male","Rehme",2,2,1,35
"Detractor","36-50","Lyon","Massachusetts","Call Center","Onboarding","Female","Sevitt",3,4,2,30
"Promoter","26-35","Roxi","Illinois","Call Center","Claims","Male","Kelleher",3,3,3,19
"Passive","26-35","Celka","Florida","Website","Renewal","NA","Cantero",1,3,5,26
"Detractor","36-50","Angy","Virginia","App","Acquisition","Female","Paddington",2,4,1,20
"Promoter","0-17","Werner","Tennessee","App","Claims","Male","Worgen",2,1,3,25
"Passive","26-35","Lyon","Oklahoma","Website","Routine Services","NA","Darke",1,3,4,31
"Detractor","36-50","Flory","California","Store","Onboarding","Female","Coldridge",4,4,2,21
"Promoter","18-25","Christophorus","South Carolina","Chat","Routine Services","Male","Cummins",5,2,4,33
"Detractor","26-35","Cosetta","Texas","Call Center","Renewal","NA","Haslewood",3,3,5,50
"Passive","18-25","Esteban","California","Website","Acquisition","Female","Bleibaum",1,2,1,31
"Promoter","36-50","Danita","Minnesota","Call Center","Onboarding","Male","Sargant",3,4,2,32
"Detractor","NA","Ky","Texas","App","Claims","NA","McIlherran",2,5,3,43
