OperationalDrivers,ClaimsBucket,PreviousRenewalDate,NameInsuredId,Status,TypePrediction,LastProcessedDate,RenewalChannel,RenewalDate,Type,IsRenewedPolicy,ExpirationDate,EffectiveDate,PremiumAmount,Passive,RenewalRate,Rating,Name,NPS,Promoter,Detractor,OwnerId,MyContactCenterNPS,PredictedDistribution,CustomerEngagement,NumberOfClaims,Commit,BestCase,GrossWrittenPremium,ValuePrediction,NPS_All_Contact_Centers,TotalStandardAmount
Agent Comunication,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2022-07-05,Existing Business,FALSE,2022-07-06,2021-07-06,71000,58,65,8.1,10714221913260,43,95,12,1234567,41,75,16,3,,70.2,452000,32,42,42000
Wait Time,6 or More Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-06-22,New Business,FALSE,2022-06-23,2021-06-23,10000,58,74,7.5,9713389642864,43.5,90,25,1234567,37,25,19,6,67.34,,927000,18,39,55000
Agent Experience,4 - 5 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-12-09,Services,FALSE,2021-12-10,2020-12-10,56000,,85,6.9,8791519385982,43.5,,,1234567,41,55,16,5,,,470000,32,43,47000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-04-14,Services,FALSE,2022-04-15,2021-04-15,91000,,88,7.1,6351058387632,39,,,1234567,37,12,16,3,88,,721000,9,39,79000
Wait Time,6 or More Claims,,John,For Renewal,Amount,2021-04-26,,2021-12-01,New Business,FALSE,2021-12-02,2020-12-02,24000,,85,8.1,11653971684171,43.5,,,1234567,41,75,20,7,,,881000,6,43,81000
Employee Satisfaction,0 - 1 Claims,,Steven,Not Renewed,NumberOfClaims,2021-04-26,,2022-01-08,Existing Business,FALSE,2022-01-09,2021-01-09,48000,,88,7.8,15820995508089,43,,,1234567,40,58,19,1,,,955000,23,42,18000
Wait Time,2 - 3 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-03-03,Existing Business,FALSE,2022-03-04,2021-03-04,25000,,88,8.4,15716178241211,43,,,1234567,38,25,16,3,,,686000,18,42,27000
Agent Comunication,0 - 1 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-04-07,Services,FALSE,2022-04-08,2021-04-08,52000,,88,7.1,187886918781,39,,,1234567,37,95,17,1,,88,582000,23,39,81000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2021-11-21,New Business,FALSE,2021-11-22,2020-11-22,49000,,80,7,19744311351701,41,,,1234567,39,70,16,2,,,731000,32,41,63000
Employee Satisfaction,2 - 3 Claims,,John,For Renewal,Period,2021-04-26,,2021-12-20,Services,FALSE,2021-12-21,2020-12-21,97000,,85,7.8,4799317683268,43.5,,,1234567,41,15,20,2,,,750000,9,43,30000
Wait Time,4 - 5 Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-01-24,Existing Business,FALSE,2022-01-25,2021-01-25,53000,,88,8.1,19708930220311,43,,,1234567,40,12,20,4,,,788000,6,42,38000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-02-08,New Business,FALSE,2022-02-09,2021-02-09,39000,,90,7.5,11989011799160,43,,,1234567,38,95,20,3,,,827000,18,42,93000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-06-26,Services,FALSE,2022-06-27,2021-06-27,51000,58,74,8.4,16453396777190,43.5,90,25,1234567,39,70,19,3,67.34,,585000,32,43,40000
Agent Experience,2 - 3 Claims,,Steven,Not Renewed,Period,2021-04-26,,2021-10-15,New Business,FALSE,2021-10-16,2020-10-16,32000,,90,7.2,16933123468729,39,,,1234567,39,75,16,2,,,462000,9,39,84000
Employee Satisfaction,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-04-11,Existing Business,FALSE,2022-04-12,2021-04-12,91000,,88,7.2,20195002372220,39,,,1234567,37,70,19,4,,88,939000,23,39,22000
Wait Time,0 - 1 Claims,,John,For Renewal,Amount,2021-04-26,,2022-07-05,Services,FALSE,2022-07-06,2021-07-06,32000,58,65,8.2,18997127332137,43,95,12,1234567,38,95,15,1,,70.2,579000,6,42,98000
Agent Comunication,0 - 1 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-03-24,Existing Business,FALSE,2022-03-25,2021-03-25,90000,,88,7.1,17809742200478,43,,,1234567,38,25,18,1,,,504000,18,42,14000
Agent Experience,0 - 1 Claims,,John,For Renewal,NPS,2021-04-26,,2021-10-07,New Business,FALSE,2021-10-08,2020-10-08,87000,,85,7.4,2771106746569,41,,,1234567,41,15,19,1,,,879000,32,41,86000
Employee Satisfaction,0 - 1 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2021-11-02,Services,FALSE,2021-11-03,2020-11-03,91000,,80,8.2,8958647521794,41,,,1234567,39,58,17,1,,,460000,23,41,92000
Agent Experience,6 or More Claims,,Steven,For Renewal,Period,2021-04-26,,2022-02-11,Existing Business,FALSE,2022-02-12,2021-02-12,70000,,90,6.7,17732184821308,43,,,1234567,38,55,17,7,,,575000,9,42,71000
Wait Time,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-07-17,New Business,FALSE,2022-07-18,2021-07-18,38000,58,65,6.3,4783289504435,41,95,12,1234567,40,75,20,2,,70.2,663000,6,39,14000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-06-01,New Business,FALSE,2022-06-02,2021-06-02,89000,58,74,6.5,9971300202185,39,90,25,1234567,37,70,19,3,67.34,,986000,18,42,24000
Wait Time,2 - 3 Claims,,Brian,Not Renewed,Amount,2021-04-26,,2022-01-12,Existing Business,FALSE,2022-01-13,2021-01-13,67000,,88,8.1,14915179822082,43,,,1234567,40,70,19,2,,,722000,6,42,57000
Agent Experience,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2022-05-25,Services,FALSE,2022-05-26,2021-05-26,15000,55,79,8.6,4670673465064,43,95,15,1234567,40,95,20,1,71.89,,538000,9,41,97000
Employee Satisfaction,6 or More Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-04-19,Services,FALSE,2022-04-20,2021-04-20,38000,,88,7.2,12708783046123,39,,,1234567,37,12,15,7,88,88,679000,23,39,77000
Agent Comunication,4 - 5 Claims,,Carl,For Renewal,NPS,2021-04-26,,2022-05-19,New Business,FALSE,2022-05-20,2021-05-20,97000,55,79,7.8,19972818944830,43.5,95,15,1234567,39,55,17,5,71.89,85.32,790000,32,43,56000
Agent Comunication,4 - 5 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-12-25,Existing Business,FALSE,2021-12-26,2020-12-26,19000,,85,7.6,9658829118544,43.5,,,1234567,41,58,15,4,,,576000,32,43,68000
Wait Time,0 - 1 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2022-03-25,Services,FALSE,2022-03-26,2021-03-26,17000,,88,8.4,19008574579537,43,,,1234567,38,15,18,1,,,889000,23,42,21000
Agent Experience,6 or More Claims,,Carl,For Renewal,Period,2021-04-26,,2021-11-04,New Business,FALSE,2021-11-05,2020-11-05,20000,,80,7,6651800697322,41,,,1234567,39,55,18,6,,,682000,9,41,71000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-02-21,Existing Business,FALSE,2022-02-22,2021-02-22,57000,,90,7.5,17192770097933,43,,,1234567,38,95,19,3,,,977000,6,42,49000
Agent Experience,0 - 1 Claims,,Steven,Not Renewed,TimeToResolve,2021-04-26,,2022-01-25,New Business,FALSE,2022-01-26,2021-01-26,97000,,88,6.9,6431382038500,43,,,1234567,40,25,20,1,,,938000,18,42,77000
Wait Time,4 - 5 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-05-05,Services,FALSE,2022-05-06,2021-05-06,66000,55,79,6.7,16085243443012,43.5,95,15,1234567,38,55,20,4,71.89,,821000,6,42,12000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-04-30,Existing Business,FALSE,2022-05-01,2021-05-01,32000,55,79,8.6,7585469428345,39,95,15,1234567,41,75,20,2,,,539000,9,39,55000
Agent Comunication,4 - 5 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-06-15,New Business,FALSE,2022-06-16,2021-06-16,83000,58,74,8.4,19024307515432,41,90,25,1234567,37,58,15,4,67.34,79.92,941000,32,43,51000
Wait Time,0 - 1 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-07-17,Services,FALSE,2022-07-18,2021-07-18,85000,58,65,8.2,11694695927172,43,95,12,1234567,40,95,18,1,59.15,,595000,18,41,10000
Agent Experience,6 or More Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-03-27,Existing Business,FALSE,2022-03-28,2021-03-28,39000,,88,6.5,1858390132268,43,,,1234567,38,75,18,6,,,473000,23,42,55000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,Period,2021-04-26,,2021-12-29,Services,FALSE,2021-12-30,2020-12-30,22000,,85,7.6,7302195816387,43.5,,,1234567,41,70,19,2,,,833000,9,43,11000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2021-12-20,New Business,FALSE,2021-12-21,2020-12-21,65000,,85,7.8,1384890697805,43.5,,,1234567,41,75,19,3,,,921000,6,43,62000
Agent Comunication,6 or More Claims,,Carl,Not Renewed,TimeToResolve,2021-04-26,,2021-10-09,Existing Business,FALSE,2021-10-10,2020-10-10,58000,,65,7.2,12920899012953,41,,,1234567,41,12,16,7,,,448000,18,43,69000
Employee Satisfaction,0 - 1 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-01-14,Existing Business,FALSE,2022-01-15,2021-01-15,62000,,88,7.8,19031032075457,43,,,1234567,40,55,18,1,,,527000,23,42,39000
Wait Time,4 - 5 Claims,,John,For Renewal,NPS,2021-04-26,,2022-07-13,Services,FALSE,2022-07-14,2021-07-14,62000,58,65,6.9,20179440563677,43.5,95,12,1234567,39,58,20,4,59.15,70.2,980000,32,41,31000
Agent Experience,4 - 5 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2022-04-02,New Business,FALSE,2022-04-03,2021-04-03,28000,,88,6.3,3334058359047,39,,,1234567,37,95,18,4,88,88,523000,23,39,81000
Wait Time,2 - 3 Claims,,Steven,For Renewal,Period,2021-04-26,,2021-11-14,New Business,FALSE,2021-11-15,2020-11-15,37000,,80,8.2,4799502357574,41,,,1234567,39,58,18,2,,,591000,9,41,62000
Agent Comunication,0 - 1 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-04-28,Existing Business,FALSE,2022-04-29,2021-04-29,69000,,88,7.1,1381627087178,39,,,1234567,37,15,20,1,88,,665000,18,39,12000
Agent Experience,6 or More Claims,,Mary,For Renewal,Amount,2021-04-26,,2021-10-23,Services,FALSE,2021-10-24,2020-10-24,25000,,79,7.2,3813301815453,43,,,1234567,37,25,20,6,,,983000,6,42,18000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-06-27,Existing Business,FALSE,2022-06-28,2021-06-28,41000,58,74,7.4,11389154145730,39,90,25,1234567,38,70,16,2,,79.92,951000,32,39,79000
Wait Time,4 - 5 Claims,,Steven,For Renewal,Period,2021-04-26,,2022-02-27,New Business,FALSE,2022-02-28,2021-02-28,12000,,90,8.5,15501396884953,43,,,1234567,38,15,17,4,,,858000,9,42,43000
Agent Comunication,4 - 5 Claims,,Carl,Not Renewed,NumberOfClaims,2021-04-26,,2021-10-16,Services,FALSE,2021-10-17,2020-10-17,20000,,88,8.5,5192039068000,41,,,1234567,38,70,15,5,,,809000,23,39,83000
Employee Satisfaction,6 or More Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-03-09,Services,FALSE,2022-03-10,2021-03-10,66000,,88,7.4,20147716375587,43,,,1234567,38,55,15,7,,,751000,6,42,64000
Agent Experience,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2021-12-30,New Business,FALSE,2021-12-31,2020-12-31,20000,,85,6.9,8303772702831,43.5,,,1234567,41,12,20,3,,,727000,32,43,14000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-07-10,Existing Business,FALSE,2022-07-11,2021-07-11,63000,58,65,7.5,4569664476098,39,95,12,1234567,41,75,15,2,59.15,,476000,18,42,14000
Employee Satisfaction,6 or More Claims,,Steven,For Renewal,Period,2021-04-26,,2022-02-11,Existing Business,FALSE,2022-02-12,2021-02-12,93000,,90,7.5,16371488832750,43,,,1234567,38,75,17,7,,,794000,9,42,28000
Wait Time,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2021-11-21,Services,FALSE,2021-11-22,2020-11-22,79000,,80,8.2,17904345585789,41,,,1234567,39,25,19,2,,,743000,6,41,84000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-03-08,New Business,FALSE,2022-03-09,2021-03-09,24000,,88,7.1,12603764927486,43,,,1234567,38,58,17,2,,,944000,32,42,86000
Agent Experience,4 - 5 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-04-07,Services,FALSE,2022-04-08,2021-04-08,68000,,88,6.3,19444144025231,39,,,1234567,37,95,15,4,88,,858000,18,39,43000
Agent Comunication,0 - 1 Claims,,John,Not Renewed,NumberOfClaims,2021-04-26,,2022-06-13,Existing Business,FALSE,2022-06-14,2021-06-14,70000,58,74,8.1,15585910464751,43.5,90,25,1234567,37,95,18,1,67.34,,522000,23,43,87000
Wait Time,0 - 1 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-05-11,New Business,FALSE,2022-05-12,2021-05-12,99000,55,79,6.3,11242970825975,43,95,15,1234567,39,95,19,1,,,892000,23,41,22000
Employee Satisfaction,0 - 1 Claims,,Mary,For Renewal,Amount,2021-04-26,,2021-10-23,New Business,FALSE,2021-10-24,2020-10-24,64000,,80,7.6,13581889610435,41,,,1234567,40,55,18,1,,,601000,6,39,12000
Wait Time,4 - 5 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-02-16,Existing Business,FALSE,2022-02-17,2021-02-17,12000,,90,8.5,195833422956,43,,,1234567,38,70,16,4,,,823000,18,42,59000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-05-06,Services,FALSE,2022-05-07,2021-05-07,20000,55,79,7.8,3145899636941,39,95,15,1234567,37,75,20,3,,85.32,620000,9,42,22000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,NPS,2021-04-26,,2022-01-10,Services,FALSE,2022-01-11,2021-01-11,32000,,88,6.9,8078108255475,43,,,1234567,40,95,15,2,,,622000,32,42,79000
Agent Comunication,0 - 1 Claims,,John,For Renewal,NPS,2021-04-26,,2021-12-14,New Business,FALSE,2021-12-15,2020-12-15,41000,,85,7.6,17365138335468,43.5,,,1234567,41,75,18,1,,,521000,32,43,26000
Agent Comunication,4 - 5 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-06-20,Existing Business,FALSE,2022-06-21,2021-06-21,53000,58,74,6.7,2093966928332,43.5,90,25,1234567,38,58,20,4,,79.92,971000,18,41,20000
Wait Time,2 - 3 Claims,,Mary,Not Renewed,Period,2021-04-26,,2021-11-17,Services,FALSE,2021-11-18,2020-11-18,71000,,80,8.2,11701892944801,41,,,1234567,39,58,17,2,,,626000,9,41,31000
Employee Satisfaction,4 - 5 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-01-12,Existing Business,FALSE,2022-01-13,2021-01-13,74000,,88,7.8,4728678445318,43,,,1234567,40,12,18,5,,,616000,23,42,61000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-04-26,New Business,FALSE,2022-04-27,2021-04-27,96000,,88,6.3,4417254630040,39,,,1234567,37,25,20,2,,,990000,6,39,80000
Agent Experience,6 or More Claims,,John,For Renewal,NPS,2021-04-26,,2022-05-22,Existing Business,FALSE,2022-05-23,2021-05-23,89000,55,79,7,15749669352228,43,95,15,1234567,40,15,19,6,71.89,,986000,32,43,98000
Wait Time,0 - 1 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2021-11-18,Services,FALSE,2021-11-19,2020-11-19,41000,,80,8.2,4149670327630,41,,,1234567,39,15,17,1,,,716000,23,41,64000
Employee Satisfaction,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-01-26,New Business,FALSE,2022-01-27,2021-01-27,74000,,88,7.8,10448773364400,43,,,1234567,40,58,16,1,,,642000,18,42,98000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2021-10-09,Services,FALSE,2021-10-10,2020-10-10,92000,,88,6.5,18236426898112,43.5,,,1234567,39,70,20,3,,,629000,9,42,66000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-02-16,New Business,FALSE,2022-02-17,2021-02-17,65000,,90,7.5,15522585626882,43,,,1234567,38,95,19,2,,,922000,6,42,12000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-07-16,Existing Business,FALSE,2022-07-17,2021-07-17,27000,58,65,7.1,13339483518882,41,95,12,1234567,41,75,17,3,59.15,,551000,6,39,28000
Agent Comunication,4 - 5 Claims,,John,Not Renewed,NPS,2021-04-26,,2022-02-28,Existing Business,FALSE,2022-03-01,2021-03-01,19000,,88,7.1,2275952584636,43,,,1234567,38,75,18,4,,,482000,32,42,82000
Wait Time,2 - 3 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2021-12-11,New Business,FALSE,2021-12-12,2020-12-12,55000,,85,8.1,9562668087023,43.5,,,1234567,41,55,16,2,,,720000,23,43,15000
Agent Comunication,6 or More Claims,,Brian,For Renewal,Period,2021-04-26,,2022-06-06,Services,FALSE,2022-06-07,2021-06-07,63000,58,74,8.5,14406190730087,39,90,25,1234567,38,25,19,7,67.34,,558000,9,41,71000
Wait Time,0 - 1 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-05-24,New Business,FALSE,2022-05-25,2021-05-25,70000,55,79,7.8,19380238787236,43,95,15,1234567,37,95,18,1,,85.32,723000,18,43,95000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-03-31,Existing Business,FALSE,2022-04-01,2021-04-01,48000,,88,6.3,17047263097034,39,,,1234567,37,15,15,3,,,744000,23,39,27000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2021-10-19,Services,FALSE,2021-10-20,2020-10-20,88000,,80,8.2,17648379473429,43,,,1234567,40,12,20,2,,,961000,6,42,78000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-07-02,Services,FALSE,2022-07-03,2021-07-03,77000,58,65,7.4,19539401270934,43.5,95,12,1234567,39,75,16,3,,,829000,9,41,91000
Employee Satisfaction,4 - 5 Claims,,John,For Renewal,NPS,2021-04-26,,2022-02-13,Existing Business,FALSE,2022-02-14,2021-02-14,44000,,90,7.5,11209398228528,43,,,1234567,38,25,19,4,,,590000,32,42,89000
Agent Experience,0 - 1 Claims,,Mary,Not Renewed,TimeToResolve,2021-04-26,,2022-07-11,New Business,FALSE,2022-07-12,2021-07-12,27000,58,65,6.9,2550584702097,39,95,12,1234567,41,95,15,1,59.15,,920000,18,43,68000
Wait Time,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-03-01,Services,FALSE,2022-03-02,2021-03-02,82000,,88,8.4,4201198984373,43,,,1234567,38,95,16,3,,,478000,18,42,81000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2021-12-23,New Business,FALSE,2021-12-24,2020-12-24,90000,,85,7.6,5339942698974,43.5,,,1234567,41,70,18,2,,,719000,6,43,51000
Employee Satisfaction,6 or More Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-06-12,Existing Business,FALSE,2022-06-13,2021-06-13,95000,58,74,7.2,12316837206758,41,90,25,1234567,41,25,17,7,67.34,,741000,23,39,77000
Agent Experience,0 - 1 Claims,,Carl,For Renewal,NPS,2021-04-26,,2022-03-24,Existing Business,FALSE,2022-03-25,2021-03-25,38000,,88,6.5,4804993561743,43,,,1234567,38,15,15,1,,,912000,32,42,50000
Wait Time,4 - 5 Claims,,John,For Renewal,Period,2021-04-26,,2022-01-14,Services,FALSE,2022-01-15,2021-01-15,64000,,88,8.1,11446817951303,43,,,1234567,40,58,20,4,,,728000,9,42,97000
Wait Time,6 or More Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-04-02,New Business,FALSE,2022-04-03,2021-04-03,91000,,88,8.6,3068779663114,39,,,1234567,37,25,15,6,,88,918000,6,39,29000
Agent Experience,0 - 1 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-02-18,Existing Business,FALSE,2022-02-19,2021-02-19,68000,,90,6.7,2621921054212,43,,,1234567,38,75,19,1,,,609000,23,42,66000
Employee Satisfaction,2 - 3 Claims,,John,Not Renewed,NPS,2021-04-26,,2021-12-16,New Business,FALSE,2021-12-17,2020-12-17,42000,,85,7.8,14267413742694,43.5,,,1234567,41,12,18,3,,,701000,32,43,72000
Agent Comunication,4 - 5 Claims,,Carl,For Renewal,Period,2021-04-26,,2021-10-26,Services,FALSE,2021-10-27,2020-10-27,12000,,79,8.4,13797525401436,39,,,1234567,37,55,16,5,,,760000,9,43,66000
Wait Time,0 - 1 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-01-04,Services,FALSE,2022-01-05,2021-01-05,52000,,88,8.1,1599474985661,43,,,1234567,40,25,18,1,,,902000,18,42,68000
Agent Experience,6 or More Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-07-06,Existing Business,FALSE,2022-07-07,2021-07-07,83000,58,65,7,15690605756492,41,95,12,1234567,39,12,19,6,,,791000,32,41,71000
Employee Satisfaction,2 - 3 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-05-02,New Business,FALSE,2022-05-03,2021-05-03,82000,55,79,6.5,14613005291432,43.5,95,15,1234567,40,75,17,2,71.89,85.32,900000,18,42,59000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-06-23,New Business,FALSE,2022-06-24,2021-06-24,66000,58,74,7.2,1123763317618,43,90,25,1234567,38,70,19,2,,,722000,23,39,60000
Wait Time,4 - 5 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-05-22,Existing Business,FALSE,2022-05-23,2021-05-23,84000,55,79,7.1,938231640640,43,95,15,1234567,38,55,19,4,,,950000,6,42,66000
Employee Satisfaction,4 - 5 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-03-23,Services,FALSE,2022-03-24,2021-03-24,60000,,88,7.4,3564153634910,43,,,1234567,38,58,18,5,,,694000,9,42,94000
Agent Experience,0 - 1 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-04-17,Services,FALSE,2022-04-18,2021-04-18,53000,,88,6.3,5973372982320,39,,,1234567,37,75,15,1,88,88,604000,32,39,13000
Agent Comunication,6 or More Claims,,Carl,Not Renewed,NumberOfClaims,2021-04-26,,2022-01-04,Existing Business,FALSE,2022-01-05,2021-01-05,57000,,88,7.6,10900503778802,43,,,1234567,40,15,15,7,,,497000,23,42,80000
Agent Experience,4 - 5 Claims,,Mary,For Renewal,Amount,2021-04-26,,2021-12-04,New Business,FALSE,2021-12-05,2020-12-05,55000,,85,6.9,969221052807,43.5,,,1234567,41,70,18,4,,,943000,6,43,50000
Wait Time,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-07-01,Services,FALSE,2022-07-02,2021-07-02,30000,58,65,6.7,9344271227093,41,95,12,1234567,39,75,15,3,,70.2,891000,18,43,78000
Employee Satisfaction,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2021-11-07,New Business,FALSE,2021-11-08,2020-11-08,18000,,80,8.2,6170141639578,41,,,1234567,39,95,15,1,,,715000,9,41,64000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-02-08,Existing Business,FALSE,2022-02-09,2021-02-09,81000,,90,7.4,2950631132750,43,,,1234567,38,55,19,2,,,657000,18,42,90000
Agent Experience,0 - 1 Claims,,Carl,For Renewal,NPS,2021-04-26,,2022-05-25,New Business,FALSE,2022-05-26,2021-05-26,83000,55,79,8.1,13535830117006,43.5,95,15,1234567,41,95,19,1,71.89,,416000,32,41,92000
Agent Comunication,0 - 1 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-03-05,Services,FALSE,2022-03-06,2021-03-06,39000,,88,7.1,12564534032001,43,,,1234567,38,12,18,1,,,780000,23,42,88000
Wait Time,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2021-10-08,Existing Business,FALSE,2021-10-09,2020-10-09,17000,,74,7.6,13461363080915,39,,,1234567,37,55,19,1,,,896000,9,39,11000
Employee Satisfaction,2 - 3 Claims,,Mary,Not Renewed,Amount,2021-04-26,,2021-11-03,Services,FALSE,2021-11-04,2020-11-04,69000,,80,8.2,654805578425,41,,,1234567,39,15,15,3,,,627000,6,41,13000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,Amount,2021-04-26,,2021-11-19,Existing Business,FALSE,2021-11-20,2020-11-20,95000,,80,7,18607720025584,41,,,1234567,39,25,19,2,,,626000,6,41,29000
Agent Comunication,2 - 3 Claims,,John,For Renewal,Period,2021-04-26,,2022-04-05,New Business,FALSE,2022-04-06,2021-04-06,26000,,88,7.1,12901266001871,39,,,1234567,37,75,17,2,88,88,924000,9,39,20000
Employee Satisfaction,6 or More Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-07-17,Existing Business,FALSE,2022-07-18,2021-07-18,98000,58,65,7.5,1502096759949,41,95,12,1234567,40,12,18,6,59.15,70.2,862000,23,42,59000
Wait Time,0 - 1 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-06-23,Services,FALSE,2022-06-24,2021-06-24,73000,58,74,6.3,12372149880792,39,90,25,1234567,40,95,17,1,,,580000,32,41,10000
