OwnerName,AccountId,ForecastCategory,IsClosed,Manager,PredictedWinRate,PipeGenerated,PipeCoverage,EventCount,TaskCount,AccountName,ActivitiesBucket,ActivityCount,Amount,CallCount,CloseDate,ClosedWon,CreatedDate,EmailCount,IsWon,LastProcessedDate,OpportunityName,OpportunityId,OwnerId,Probability,Role,SmallPhotoUrl,WinRate
Oscar Anthony,,Pipeline,true,Brian Chandler,50,"$4,100,000.00",2.6,8,11,Comsearch,8 - 12,40,"$46,000.00",10,2020-11-21,"$1,500,000.00",2020-10-17,11,true,2021-06-02,Comsearch 337,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,52
Brian Chandler,,Best Case,false,Mary Eng,56,"$3,750,000.00",2.01,12,8,Commercial Federal Bank Inc,8 - 12,40,"$51,000.00",12,2021-05-23,"$1,500,000.00",2021-04-05,8,false,2021-06-02,Commercial Federal Bank Inc 338,,005B0000006zLFOIA2,55,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,55
Lucas Baxter,,Closed,true,Brian Chandler,74,"$3,600,000.00",2.22,4,8,Fund For Global Awakening,4 - 8,23,"$41,000.00",4,2021-03-04,"$1,500,000.00",2021-01-19,7,true,2021-06-02,Fund For Global Awakening 339,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Gary Hill,,Commit,true,Mary Eng,78,"$4,200,000.00",2.5,12,11,Capture Technologies,8 - 12,45,"$72,000.00",11,2020-09-10,"$2,900,000.00",2020-06-28,11,false,2021-06-02,Capture Technologies 340,,005B0000006zLFqIAM,85,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,77
Dean Pierce,,Closed,true,Mary Eng,84,"$3,950,000.00",2.78,9,8,3D Systems,8 - 12,38,"$36,000.00",9,2020-09-01,"$1,500,000.00",2020-07-30,12,false,2021-06-02,3D Systems 341,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,86
Nicole Bowers,,Closed,true,Dean Pierce,69,"$4,250,000.00",2,6,4,Conagra Foods Grocery Prods Co,4 - 8,18,"$39,000.00",4,2021-06-05,"$1,500,000.00",2021-03-25,4,true,2021-06-02,Conagra Foods Grocery Prods Co 342,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,68
Karen Mccann,,Commit,false,Gary Hill,79,"$3,450,000.00",2.62,10,9,Christensen Display Products,8 - 12,38,"$43,000.00",11,2020-09-19,"$1,500,000.00",2020-07-18,8,false,2021-06-02,Christensen Display Products 343,,,75,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Kylie Cannon,,Best Case,false,Dean Pierce,59,"$4,200,000.00",2.5,11,10,Corexpand,8 - 12,40,"$67,000.00",10,2020-12-31,"$2,900,000.00",2020-11-18,9,true,2021-06-02,Corexpand 344,,,55,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,62
Erica Fletcher,,Commit,true,Mary Eng,59,"$4,200,000.00",2.5,3,5,Cogent Business Applications,0 - 5,16,"$49,000.00",5,2020-09-14,"$2,900,000.00",2020-06-16,3,false,2021-06-02,Cogent Business Applications 345,,005B0000006zLBdIAM,85,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,58
Mary Eng,,Pipeline,false,,71,"$3,350,000.00",2.47,5,8,BondRewards,4 - 8,23,"$68,000.00",4,2020-10-26,"$1,500,000.00",2020-07-29,6,true,2021-06-02,BondRewards 346,,005B0000006zLGfIAM,65,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,70
Amy Thomas,,Closed,true,Gary Hill,89,"$3,900,000.00",2.11,12,11,Coherity,8 - 12,44,"$53,000.00",10,2021-06-11,"$1,500,000.00",2021-05-04,11,true,2021-06-02,Coherity 347,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,87
Beth Malone,,Closed,true,Gary Hill,85,"$3,900,000.00",2.11,9,10,Craig Inc [634],8 - 12,39,"$93,000.00",10,2020-12-01,"$1,500,000.00",2020-09-27,10,false,2021-06-02,Craig Inc [634] 348,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Rebecca Espinoza,,Commit,true,Gary Hill,58,"$3,450,000.00",2.85,6,5,Cellular Technologies Inc,4 - 8,25,"$59,000.00",8,2021-02-28,"$1,500,000.00",2020-12-23,6,false,2021-06-02,Cellular Technologies Inc 349,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Jeremiah Ballard,,Pipeline,false,Brian Chandler,51,"$4,200,000.00",2.5,12,8,Baton Rouge International,8 - 12,42,"$31,000.00",10,2020-08-18,"$2,900,000.00",2020-05-29,12,true,2021-06-02,Baton Rouge International 350,,,60,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,49
Devin Washington,,Best Case,true,Brian Chandler,80,"$4,450,000.00",2.08,8,10,Cognex Corporation,8 - 12,41,"$90,000.00",12,2021-06-17,"$1,500,000.00",2021-04-19,11,false,2021-06-02,Cognex Corporation 351,,,65,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,83
Austin Le,,Commit,false,Brian Chandler,73,"$4,050,000.00",2.74,7,8,Future Planning Associates,4 - 8,27,"$65,000.00",7,2020-08-09,"$1,500,000.00",2020-06-06,5,true,2021-06-02,Future Planning Associates 352,,,70,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Amy Johnson,,Closed,true,Gary Hill,72,"$3,850,000.00",2.36,8,12,Compuwave,8 - 12,41,"$81,000.00",11,2021-06-15,"$1,500,000.00",2021-03-30,10,false,2021-06-02,Compuwave 353,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Ebony Ali,,Closed,true,Gary Hill,59,"$4,200,000.00",2.5,11,11,Copper Mountain Networks Inc,8 - 12,41,"$83,000.00",11,2020-11-27,"$2,900,000.00",2020-10-27,8,true,2021-06-02,Copper Mountain Networks Inc 354,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Patricia Shepard,,Closed,true,Brian Chandler,82,"$4,300,000.00",2.16,12,8,Copernus,8 - 12,39,"$61,000.00",11,2020-11-25,"$1,500,000.00",2020-10-03,8,false,2021-06-02,Copernus 355,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Jane Martin,,Commit,true,Dean Pierce,65,"$3,000,000.00",2.11,7,6,Corio,4 - 8,22,"$48,000.00",5,2021-02-11,"$1,500,000.00",2020-12-01,4,true,2021-06-02,Corio 356,,,90,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,64
Elizabeth Lewis,,Closed,true,Dean Pierce,70,"$3,700,000.00",2.4,12,9,Cognitive Arts Corp,8 - 12,40,"$71,000.00",8,2021-03-23,"$1,500,000.00",2021-02-05,11,false,2021-06-02,Cognitive Arts Corp 357,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Rebecca Espinoza,,Best Case,false,Gary Hill,50,"$3,050,000.00",2.75,11,11,CellExchange,8 - 12,40,"$57,000.00",9,2020-09-23,"$1,500,000.00",2020-08-16,9,true,2021-06-02,CellExchange 358,,,55,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,52
Lucas Baxter,,Pipeline,true,Brian Chandler,71,"$4,200,000.00",2.5,7,4,Collins Inc [1460],4 - 8,23,"$44,000.00",6,2021-05-27,"$2,900,000.00",2021-03-16,6,true,2021-06-02,Collins Inc [1460] 359,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,70
Brian Chandler,,Closed,true,Mary Eng,52,"$3,300,000.00",2.31,9,8,Cormac Corporation,8 - 12,35,"$25,000.00",10,2020-12-12,"$1,500,000.00",2020-09-14,8,false,2021-06-02,Cormac Corporation 360,,005B0000006zLFOIA2,100,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,48
Oscar Anthony,,Commit,true,Brian Chandler,71,"$4,350,000.00",2.04,9,12,CardCare,8 - 12,38,"$98,000.00",9,2020-11-06,"$1,500,000.00",2020-08-08,8,true,2021-06-02,CardCare 361,,,90,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Dean Pierce,,Closed,true,Mary Eng,61,"$3,000,000.00",2.8,8,6,Codman Group,4 - 8,24,"$94,000.00",5,2021-07-03,"$1,500,000.00",2021-06-03,5,false,2021-06-02,Codman Group 362,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,63
Mary Eng,,Commit,false,,74,"$4,200,000.00",2.5,9,9,Bartlett Nuclear,8 - 12,42,"$72,000.00",12,2021-02-25,"$2,900,000.00",2020-12-01,12,true,2021-06-02,Bartlett Nuclear 363,,005B0000006zLGfIAM,75,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,72
Devin Washington,,Best Case,false,Brian Chandler,75,"$4,100,000.00",2.81,9,11,Disha Technologies,8 - 12,40,"$40,000.00",8,2020-07-29,"$1,500,000.00",2020-06-29,12,false,2021-06-02,Disha Technologies 364,,,60,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Kylie Cannon,,Closed,true,Dean Pierce,82,"$4,400,000.00",2.27,7,8,Eagle Investment Systems Corporation,4 - 8,26,"$69,000.00",5,2020-09-08,"$1,500,000.00",2020-06-10,6,false,2021-06-02,Eagle Investment Systems Corporation 365,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Gary Hill,,Pipeline,true,Mary Eng,67,"$3,100,000.00",2.8,12,12,Edwards Inc [2051],8 - 12,44,"$74,000.00",10,2020-10-02,"$1,500,000.00",2020-07-09,10,true,2021-06-02,Edwards Inc [2051] 366,,005B0000006zLFqIAM,55,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,66
Amy Thomas,,Commit,false,Gary Hill,77,"$4,150,000.00",2.11,10,11,Digitek Computer Products,8 - 12,42,"$96,000.00",12,2020-09-01,"$1,500,000.00",2020-07-06,9,false,2021-06-02,Digitek Computer Products 367,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Beth Malone,,Closed,true,Gary Hill,70,"$4,200,000.00",2.5,4,8,Computer Extension Professionals,4 - 8,23,"$69,000.00",5,2020-09-09,"$2,900,000.00",2020-07-02,6,true,2021-06-02,Computer Extension Professionals 368,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Elizabeth Lewis,,Commit,true,Dean Pierce,83,"$3,150,000.00",2.66,12,12,CashFlowSystems,8 - 12,44,"$40,000.00",9,2021-03-30,"$1,500,000.00",2021-02-10,11,false,2021-06-02,CashFlowSystems 369,,,70,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Ebony Ali,,Best Case,false,Gary Hill,58,"$4,300,000.00",2.14,9,8,Construction Systems Associates,8 - 12,34,"$37,000.00",8,2020-11-07,"$1,500,000.00",2020-09-09,9,true,2021-06-02,Construction Systems Associates 370,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Erica Fletcher,,Closed,true,Mary Eng,91,"$4,200,000.00",2.5,0,4,Convergent Outsourcing,0 - 5,12,"$76,000.00",5,2020-08-20,"$2,900,000.00",2020-07-18,3,true,2021-06-02,Convergent Outsourcing 371,,005B0000006zLBdIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,92
Karen Mccann,,Commit,true,Gary Hill,78,"$4,350,000.00",2.77,7,7,Critigen,4 - 8,28,"$28,000.00",7,2020-07-12,"$1,500,000.00",2020-05-26,7,false,2021-06-02,Critigen 372,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Austin Le,,Closed,true,Brian Chandler,54,"$4,200,000.00",2.5,11,12,BotTechnology.com,8 - 12,44,"$80,000.00",11,2020-11-04,"$2,900,000.00",2020-08-31,10,true,2021-06-02,BotTechnology.com 373,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,51
Patricia Shepard,,Commit,false,Brian Chandler,82,"$3,250,000.00",2.41,9,9,Computerworld,8 - 12,37,"$43,000.00",8,2020-09-18,"$1,500,000.00",2020-07-11,11,false,2021-06-02,Computerworld 374,,,90,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,83
Nicole Bowers,,Closed,true,Dean Pierce,76,"$3,900,000.00",2.71,5,5,CarrierPoint,4 - 8,18,"$78,000.00",4,2020-12-12,"$1,500,000.00",2020-09-13,4,false,2021-06-02,CarrierPoint 375,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,79
Jeremiah Ballard,,Pipeline,true,Brian Chandler,52,"$3,700,000.00",2.52,12,11,Corestaff Services LP,8 - 12,41,"$85,000.00",8,2020-11-12,"$1,500,000.00",2020-10-06,10,true,2021-06-02,Corestaff Services LP 376,,,65,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,51
Amy Johnson,,Best Case,true,Gary Hill,68,"$3,100,000.00",2.53,9,8,Centery Bussiness Services Inc,8 - 12,36,"$93,000.00",9,2021-05-01,"$1,500,000.00",2021-02-17,10,false,2021-06-02,Centery Bussiness Services Inc 377,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Jane Martin,,Commit,false,Dean Pierce,50,"$4,200,000.00",2.5,11,12,Cerulean Technology,8 - 12,42,"$89,000.00",8,2020-08-03,"$2,900,000.00",2020-06-26,11,true,2021-06-02,Cerulean Technology 378,,,85,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,48
Nicole Bowers,,Pipeline,true,Dean Pierce,76,"$3,300,000.00",2.32,5,5,Convergys Corporation,4 - 8,23,"$41,000.00",8,2021-02-16,"$1,500,000.00",2021-01-06,5,true,2021-06-02,Convergys Corporation 379,,,55,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Erica Fletcher,,Closed,true,Mary Eng,80,"$4,200,000.00",2.5,5,0,Chaney Brooks &amp; Co,0 - 5,11,"$95,000.00",1,2020-12-16,"$2,900,000.00",2020-11-06,5,false,2021-06-02,Chaney Brooks &amp; Co 380,,005B0000006zLBdIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,83
Devin Washington,,Commit,false,Brian Chandler,55,"$3,250,000.00",2.26,9,9,Career Rewards Inc,8 - 12,34,"$71,000.00",8,2021-03-08,"$1,500,000.00",2020-12-13,8,false,2021-06-02,Career Rewards Inc 381,,,80,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
Patricia Shepard,,Closed,true,Brian Chandler,86,"$3,250,000.00",2.21,9,12,Freeport-McMoran Copper and Gold,8 - 12,44,"$79,000.00",11,2021-03-05,"$1,500,000.00",2020-12-27,12,true,2021-06-02,Freeport-McMoran Copper and Gold 382,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,83
Jane Martin,,Closed,true,Dean Pierce,65,"$4,200,000.00",2.5,4,5,Cox Inc [949],4 - 8,20,"$72,000.00",4,2020-09-06,"$2,900,000.00",2020-08-02,7,false,2021-06-02,Cox Inc [949] 383,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,67
Dean Pierce,,Pipeline,false,Mary Eng,53,"$3,200,000.00",2.76,11,9,Ab Incorporated,8 - 12,37,"$99,000.00",9,2020-09-12,"$1,500,000.00",2020-06-20,8,true,2021-06-02,Ab Incorporated 384,,005B0000006zLDrIAM,50,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,56
Amy Johnson,,Best Case,true,Gary Hill,77,"$3,500,000.00",2.78,11,8,Bostik,8 - 12,40,"$75,000.00",12,2021-02-18,"$1,500,000.00",2020-12-25,9,true,2021-06-02,Bostik 385,,,65,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,78
Kylie Cannon,,Closed,true,Dean Pierce,62,"$4,050,000.00",2.34,8,4,Clayton Inc [2220],4 - 8,23,"$74,000.00",7,2021-05-10,"$1,500,000.00",2021-03-10,4,false,2021-06-02,Clayton Inc [2220] 386,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,59
Oscar Anthony,,Commit,true,Brian Chandler,83,"$4,200,000.00",2.5,11,12,Computerized Facility Integration,8 - 12,40,"$31,000.00",9,2021-01-19,"$2,900,000.00",2020-11-20,8,false,2021-06-02,Computerized Facility Integration 387,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Rebecca Espinoza,,Closed,true,Gary Hill,65,"$3,100,000.00",2.41,9,8,ConnectInc.com,8 - 12,38,"$46,000.00",9,2021-07-08,"$1,500,000.00",2021-06-02,12,true,2021-06-02,ConnectInc.com 388,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,68
Mary Eng,,Commit,false,,50,"$3,600,000.00",2.71,4,8,Dotlogix Inc,4 - 8,23,"$89,000.00",4,2021-01-19,"$1,500,000.00",2020-11-28,7,true,2021-06-02,Dotlogix Inc 389,,005B0000006zLGfIAM,70,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,50
Austin Le,,Best Case,false,Brian Chandler,89,"$3,800,000.00",2.75,10,10,Certek Software Designs Inc,8 - 12,43,"$46,000.00",11,2021-03-17,"$1,500,000.00",2021-02-13,12,false,2021-06-02,Certek Software Designs Inc 390,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,90
Jeremiah Ballard,,Commit,true,Brian Chandler,54,"$3,450,000.00",2.2,10,11,Catalina Marketing Corporation,8 - 12,45,"$56,000.00",12,2020-10-27,"$1,500,000.00",2020-08-13,12,true,2021-06-02,Catalina Marketing Corporation 391,,,90,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,50
Brian Chandler,,Pipeline,false,Mary Eng,72,"$4,200,000.00",2.5,6,6,Boomerangit,4 - 8,21,"$54,000.00",5,2021-07-02,"$2,900,000.00",2021-04-12,4,false,2021-06-02,Boomerangit 392,,005B0000006zLFOIA2,55,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,71
Amy Thomas,,Closed,true,Gary Hill,74,"$3,650,000.00",2.63,12,9,Digital Excellence,8 - 12,41,"$46,000.00",11,2021-02-01,"$1,500,000.00",2020-12-17,9,false,2021-06-02,Digital Excellence 393,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Lucas Baxter,,Commit,true,Brian Chandler,87,"$3,100,000.00",2.25,12,11,Cortez Inc [2810],8 - 12,43,"$89,000.00",9,2020-08-30,"$1,500,000.00",2020-06-05,11,true,2021-06-02,Cortez Inc [2810] 394,,,85,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,87
Gary Hill,,Closed,true,Mary Eng,75,"$3,850,000.00",2.61,6,7,Eclipsys Corporation,4 - 8,29,"$76,000.00",8,2020-12-04,"$1,500,000.00",2020-10-28,8,false,2021-06-02,Eclipsys Corporation 395,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,72
Karen Mccann,,Closed,true,Gary Hill,68,"$4,200,000.00",2.5,8,8,Digital Bungalow Inc,8 - 12,37,"$65,000.00",9,2021-05-29,"$2,900,000.00",2021-03-14,12,true,2021-06-02,Digital Bungalow Inc 396,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,65
Ebony Ali,,Commit,true,Gary Hill,55,"$3,750,000.00",2.23,10,12,Acorn Technowlogies,8 - 12,43,"$42,000.00",12,2021-02-24,"$1,500,000.00",2021-01-05,9,true,2021-06-02,Acorn Technowlogies 397,,,85,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Elizabeth Lewis,,Best Case,false,Dean Pierce,80,"$3,050,000.00",2.35,7,5,Casey Inc [2543],4 - 8,22,"$89,000.00",5,2020-07-28,"$1,500,000.00",2020-05-03,5,false,2021-06-02,Casey Inc [2543] 398,,,50,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,80
Beth Malone,,Pipeline,true,Gary Hill,68,"$3,100,000.00",2.1,12,10,Credit Acceptance Corporation,8 - 12,43,"$38,000.00",10,2021-03-22,"$1,500,000.00",2021-02-16,11,true,2021-06-02,Credit Acceptance Corporation 399,,,55,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Karen Mccann,,Commit,false,Gary Hill,50,"$3,950,000.00",2.6,12,11,"Dime Community Bancshares, Inc",8 - 12,42,"$85,000.00",9,2021-01-14,"$1,500,000.00",2020-12-08,10,false,2021-06-02,"Dime Community Bancshares, Inc 400",,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,52
Lucas Baxter,,Closed,true,Brian Chandler,53,"$4,200,000.00",2.5,10,9,Acorn Technowlogies,8 - 12,38,"$31,000.00",10,2020-10-18,"$2,900,000.00",2020-08-02,9,true,2021-06-02,Acorn Technowlogies 401,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,50
Elizabeth Lewis,,Closed,true,Dean Pierce,85,"$3,000,000.00",2.83,4,7,Dimare Fresh Inc,4 - 8,26,"$70,000.00",7,2020-07-08,"$1,500,000.00",2020-05-10,8,false,2021-06-02,Dimare Fresh Inc 402,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Ebony Ali,,Closed,true,Gary Hill,77,"$3,050,000.00",2.42,11,12,Eagle Investment Systems Corporation,8 - 12,42,"$77,000.00",8,2020-10-05,"$1,500,000.00",2020-08-19,11,false,2021-06-02,Eagle Investment Systems Corporation 403,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,79
Oscar Anthony,,Pipeline,false,Brian Chandler,64,"$3,000,000.00",2.15,11,12,EDP Consulting Inc,8 - 12,46,"$86,000.00",12,2021-02-02,"$1,500,000.00",2020-11-19,11,true,2021-06-02,EDP Consulting Inc 404,,,65,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,68
Devin Washington,,Commit,true,Brian Chandler,71,"$4,200,000.00",2.5,8,8,Distrigas Of Massachusetts,4 - 8,29,"$79,000.00",6,2020-10-05,"$2,900,000.00",2020-07-31,7,false,2021-06-02,Distrigas Of Massachusetts 405,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Amy Thomas,,Closed,true,Gary Hill,70,"$3,900,000.00",2.56,11,10,Coherity,8 - 12,43,"$41,000.00",12,2021-02-22,"$1,500,000.00",2021-01-17,10,true,2021-06-02,Coherity 406,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,67
Amy Johnson,,Commit,true,Gary Hill,82,"$4,050,000.00",2.62,10,10,Future Planning Associates,8 - 12,43,"$95,000.00",12,2021-03-20,"$1,500,000.00",2021-02-15,11,true,2021-06-02,Future Planning Associates 407,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Mary Eng,,Closed,true,,77,"$3,150,000.00",2.21,8,4,Casey Inc [2543],4 - 8,22,"$91,000.00",5,2021-01-06,"$1,500,000.00",2020-10-25,5,false,2021-06-02,Casey Inc [2543] 408,,005B0000006zLGfIAM,100,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,76
Patricia Shepard,,Best Case,false,Brian Chandler,77,"$3,550,000.00",2.85,11,9,Barrett Inc [240],8 - 12,42,"$29,000.00",11,2020-12-11,"$1,500,000.00",2020-11-03,11,true,2021-06-02,Barrett Inc [240] 409,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
Beth Malone,,Commit,true,Gary Hill,69,"$4,200,000.00",2.5,8,9,Centery Bussiness Services Inc,8 - 12,35,"$45,000.00",9,2021-06-09,"$2,900,000.00",2021-04-19,9,false,2021-06-02,Centery Bussiness Services Inc 410,,,85,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,66
Nicole Bowers,,Closed,true,Dean Pierce,71,"$3,950,000.00",2.35,7,8,CardCare,4 - 8,24,"$67,000.00",5,2021-02-09,"$1,500,000.00",2020-12-29,4,true,2021-06-02,CardCare 411,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Kylie Cannon,,Pipeline,false,Dean Pierce,90,"$4,350,000.00",2.27,12,11,Cortez Inc [2810],8 - 12,44,"$44,000.00",9,2021-06-04,"$1,500,000.00",2021-03-21,12,false,2021-06-02,Cortez Inc [2810] 412,,,50,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,89
Jeremiah Ballard,,Commit,true,Brian Chandler,70,"$3,000,000.00",2.78,10,9,Centric Group,8 - 12,37,"$54,000.00",10,2021-03-28,"$1,500,000.00",2021-02-04,8,true,2021-06-02,Centric Group 413,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
