"date","Case_Type","Photo","Name","States","Car_Type","Education","Opportunity_Name","Patent_Activity","Einstein_Prediction","Categories","Call_Resolution","Conversion","Owner_Name","CompanyLogo","Customer_Type","Mobile_App_Usage","Forecast","Country","Region","Attrition_Details","Factory","Projects","Business_Segment","Segment","Mobility_Breakdown","Recommendations","DummyImage","Tenure","Lead","Awarness","Family_Type","Sentiment","App_Usage_Categories","OpportunityStage","Year","Roles_in_Demand","Job_Role","Stock_Price","Revenue_Target","Percentage_of_Calls","Capacity","Patents_Filed","Production","Profit","Stock_High","Employee_Count","Engagement_Industry","Case_Resolution","Open_Role_Days","Engagement_National","Net_Retention","Case_Handle_Time_in_Minutes","Sentiment_Score","Patents_Awarded","Facebook_Followers","Volume","Revenue","CSAT","Week","Inventory","Margin","Customer_Acquisition_Costs","NPS","Engagement","Revenue_Percentage","Purchases","Stock_Low","Instagram_Followers","Case_Length","Customer_Acquisition_Cost","Drive_Count"
"2/27/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Bachelor","Stehr, Graham and Schaefer","1_Rejected","At Risk","SUV","Third Call or more","Yes","Hobey Ballay","https://randomuser.me/api/portraits/men/4.jpg","Retained","Mostly App","Forecast","China","Asia Pacific","Compensation","Nanjing","Project Q","250K to 500K","Logistics","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/215x176.jpg/5fa2dd/ffffff","< 3 Years","Paid campaigns","Paid Search","Married","Positive","Service Appointments","Stage 2","Year2016","AI Engineering","Automotive technician",19.93,20389.02926,88,3267,17.57,1365,2.079,20.112707,12,-1,33.714286,4,1,59,282,77,5.590679,1063,336000,12000,69,22016,12000,0.173227,11,60,-1,89,8,19.720845,2034,9,74,6000
"8/11/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","High School Grad","Pfeffer and Sons","3_Filed","At Risk","Cars","Third Call or more","No","Hillyer Hollow","https://randomuser.me/api/portraits/men/55.jpg","Attrition","Others","Forecast","Colombia","Europe","Personal","Tychy","Project Neo","250K to 500K","Fleet","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/163x102.png/dddddd/000000","3 - 5 Years","Networking events","Paid Search","All","Neutral","Service Appointments","GTM","Year2016","AI Engineering","Automobile designer",13.83,19499.863132,15,587,17.18,462,898,14.065865,3,0,36.571429,3,0,62,639,76,3.661809,1065,280000,10000,68,82016,10000,0.089798,68,61,-2,56,7,13.58228,2035,8,76,5000
"1/27/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Rhône-Alpes","Hybrid","Less than High School","Cormier Inc","1_Rejected","At Risk","Cars","First Call","Yes","Alberta Gilman","https://randomuser.me/api/portraits/men/69.jpg","Retained","Mostly App","Closed","France","Asia Pacific","Personal","Tamil Nadu","Project I","> 500K","Fleet","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/192x151.bmp/5fa2dd/ffffff","5 - 10 Years","Referrals","Email","All","Positive","Features","Stage 3","Year2016","AI Engineering","Body & paint specialist",17.94,7376.70344,62,567,15.64,704,1.425,18.408616,19,0,36.857143,3,0,62,688,79,6.069423,1065,490000,10000,66,12016,10000,0.142487,81,60,0,87,8,17.512281,2034,9,73,5000
"3/12/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Some College","Rippin-Stanton","1_Rejected","On Target","Cross Over","First Call","No","Merry Gask","https://randomuser.me/api/portraits/men/60.jpg","New","Others","Closed","Ukraine","North America","Compensation","Hermosillo","Project O","250K to 500K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/151x158.png/dddddd/000000","< 3 Years","Third party directories","Social Media","All","Negative","Features","Stage 3","Year2016","Cybersecurity","Body & paint specialist",17.16,3740.508435,61,2125,17.12,1988,1.763,17.316994,12,0,37.142857,3,-1,59,917,79,6.378974,1064,286000,11000,69,32016,11000,0.160236,40,60,-1,26,6,16.695126,2033,11,74,5500
"4/3/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","High School Grad","Dietrich-Schuppe","2_Awarded","On Target","Cross Over","Second Call","No","Bendicty Wandrach","https://randomuser.me/api/portraits/men/85.jpg","Retained","Mostly App","Forecast","Ivory Coast","Europe","Management Discretion","Tychy","Project M","250K to 500K","Logistics","Private Car","Partner with a ride share company","http://dummyimage.com/225x103.jpg/5fa2dd/ffffff","3 - 5 Years","Networking events","Email","Non-Family","Positive","Features","Stage 3","Year2017","AI Engineering","Automobile designer",20.28,30482.541245,40,4281,19,162,2.044,20.580988,21,1,18.285714,8,-1,61,527,77,5.010538,1062,625000,25000,67,42017,25000,0.081761,33,59,1,6,8,20.253042,2034,12,75,12500
"5/13/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","Some College","Schiller, Stracke and Murazik","3_Filed","On Target","Cars","UnResolved","No","Cullie Bengtson","https://randomuser.me/api/portraits/men/46.jpg","Retained","Mostly App","Forecast","Serbia","North America","Management Discretion","Hermosillo","Project N","> 500K","Mobility 4.0","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/249x244.jpg/cc0000/ffffff","< 3 Years","Networking events","Paid Search","Married","Positive","New Sales Appointments","GTM","Year2018","Cybersecurity","Sales Representative",12.69,50253.879705,68,2862,13.38,2137,4.791,12.929363,14,0,8.857143,17,1,59,899,76,6.281225,1063,768000,48000,66,52018,48000,0.099818,66,60,1,38,8,12.450341,2034,11,74,24000
"1/6/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner","Pays de la Loire","Gasoline","Some College","Kertzmann-Armstrong","3_Filed","At Risk","SUV","First Call","Yes","Akim Fishpond","https://randomuser.me/api/portraits/men/45.jpg","New","Mostly App","Closed","France","Europe","Personal","Tychy","Project K","250K to 500K","Fleet","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/138x118.bmp/5fa2dd/ffffff","< 3 Years","Referrals","Social Media","Non-Family","Positive","Support","Stage 2","Year2018","AI Engineering","Automobile designer",22.75,23039.710833,82,290,15.52,714,3.599,22.861071,25,0,8.285714,11,1,59,642,76,7.234623,1064,1088000,32000,69,12018,32000,0.112466,80,60,1,47,5,22.656848,2034,12,75,16000
"4/23/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","Some College","Nitzsche Group","3_Filed","At Risk","SUV","UnResolved","No","Donaugh Grubey","https://randomuser.me/api/portraits/men/3.jpg","Attrition","Mostly App","Closed","Russia","South America","Compensation","Minas Gerais","Project N","> 500K","Logistics","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/192x198.jpg/5fa2dd/ffffff","5 - 10 Years","Networking events","Email","All","Positive","Service Appointments","Stage 1","Year2017","AI Engineering","Sales Representative",17.69,20603.010869,78,2776,20.12,1398,3.753,18.146015,4,2,18.285714,8,1,61,276,75,6.070804,1063,950000,25000,67,42017,25000,0.150104,98,60,1,91,7,17.499174,2033,9,75,12500
"4/24/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","Graduate","Reichert, Renner and Hudson","1_Rejected","On Target","Cars","First Call","No","Fabian Shoorbrooke","https://randomuser.me/api/portraits/men/6.jpg","Retained","Others","Closed","Greece","Asia Pacific","Personal","Samutprakarn","Project N","> 500K","Fleet","Private Car","Partner with a ride share company","http://dummyimage.com/235x146.png/dddddd/000000","3 - 5 Years","Paid campaigns","Display Advertising","Married","Positive","Features","Stage 3","Year2016","Cybersecurity","Manager",14.09,6198.141526,91,2013,18.19,1063,2.461,14.572415,22,1,40,5,-1,59,523,79,6.691824,1066,675000,15000,68,42016,15000,0.164099,1,61,-1,27,8,13.869154,2032,9,76,7500
"9/10/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Lisboa","Gasoline","Some College","Eichmann, Batz and Denesik","3_Filed","On Target","Cross Over","First Call","Yes","Alla De Castri","https://randomuser.me/api/portraits/men/66.jpg","Retained","Others","Forecast","Portugal","Europe","Growth Prospects","Tychy","Project M","> 500K","Public Transport","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/199x219.bmp/5fa2dd/ffffff","> 10 Years","Referrals","Social Media","Married","Positive","Features","GTM","Year2017","Full Stack Developer","Sales Representative",14.21,13360.816843,45,779,15.27,1640,4.797,14.458651,2,-1,12.857143,11,0,60,643,76,5.044936,1064,1364000,31000,68,92017,31000,0.154748,20,60,0,63,8,13.822006,2032,10,74,15500
"3/11/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp","Virginia","Plug in Hybrid","Graduate","Koepp and Sons","3_Filed","At Risk","Trucks","Second Call","Yes","Almeta Ditt","https://randomuser.me/api/portraits/men/79.jpg","New","Others","Closed","United States of America","Europe","Compensation","Tychy","Project Lynx","< 250K","RideShare","Bus","Partner with a ride share company","http://dummyimage.com/129x198.bmp/ff4444/ffffff","3 - 5 Years","Paid campaigns","Organic Search","Non-Family","Positive","Support","Stage 4","Year2017","AI Engineering","Sales Executive",16.57,19675.232189,72,1159,10.13,1256,3.414,16.818099,1,3,21.714286,8,2,59,807,77,5.547093,1064,1080000,24000,67,32017,24000,0.142236,57,59,0,27,9,16.254003,2033,12,76,12000
"1/6/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Hybrid","Some College","Johnston-Harber","3_Filed","On Target","Cross Over","Third Call or more","No","Bev Everleigh","https://randomuser.me/api/portraits/men/8.jpg","Retained","Mostly App","Forecast","China","North America","Personal","Flint","Project L","> 1MM","RideShare","Private Car","Offer co-marketing program","http://dummyimage.com/141x223.png/dddddd/000000","> 10 Years","Blog posts","Organic Search","Non-Family","Positive","New Sales Appointments","GTM","Year2016","Full Stack Developer","Automotive technician",18.82,4370.709437,37,3043,14.44,1364,1.843,19.2812,19,-1,37.428571,3,0,60,24,77,5.677642,1061,440000,10000,67,12016,10000,0.184294,26,60,2,53,7,18.716765,2032,12,76,5000
"9/14/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","Graduate","Prohaska and Sons","2_Awarded","At Risk","Trucks","UnResolved","No","Ethelin Kersaw","https://randomuser.me/api/portraits/men/58.jpg","Retained","Others","Forecast","China","Asia Pacific","Management Discretion","Samutprakarn","Project M","250K to 500K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/219x106.png/dddddd/000000","> 10 Years","Networking events","Paid Search","All","Positive","Support","Stage 2","Year2018","Cybersecurity","Automobile designer",18.14,75278.947634,72,2854,18.04,1676,9.737,18.39751,22,-1,7.428571,22,-1,60,177,81,6.649553,1063,2880000,64000,66,92018,64000,0.152137,33,60,1,47,8,17.916054,2034,10,76,32000
"9/4/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","Bachelor","Hilpert and Sons","2_Awarded","On Target","Cross Over","First Call","No","Craggy Jeskins","https://randomuser.me/api/portraits/men/94.jpg","New","Others","Closed","Philippines","Europe","Growth Prospects","Tychy","Project M","250K to 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/206x219.bmp/5fa2dd/ffffff","< 3 Years","Networking events","Paid Search","Married","Negative","Service Appointments","Stage 4","Year2017","Cybersecurity","Body & paint specialist",15.48,27852.687765,57,3768,16.95,1522,5.27,15.958129,25,1,12.571429,11,-1,59,90,79,6.375033,1066,1023000,31000,66,92017,31000,0.169993,73,59,-2,43,9,15.444588,2034,9,76,15500
"10/21/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Stockholm","Gasoline","High School Grad","Leuschke and Sons","2_Awarded","On Target","Trucks","Second Call","Yes","Morgen Strevens","https://randomuser.me/api/portraits/men/7.jpg","Retained","Mostly App","Expected to Close","Sweden","Europe","Personal","Tychy","Project H","> 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/118x139.bmp/ff4444/ffffff","> 10 Years","Paid campaigns","Social Media","All","Positive","Features","Stage 1","Year2017","Cybersecurity","Manager",22.13,12560.717432,78,914,17.65,1193,5.69,22.400782,11,1,10,11,1,62,407,79,4.924226,1064,1344000,32000,63,102017,32000,0.177801,90,59,1,19,7,22.096978,2032,10,76,16000
"10/3/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","Less than High School","Nienow-Lebsack","3_Filed","At Risk","Trucks","UnResolved","No","Louella Older","https://randomuser.me/api/portraits/men/51.jpg","New","Mostly App","Forecast","Indonesia","North America","Personal","Hermosillo","Project Q","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/182x123.jpg/dddddd/000000","> 10 Years","Referrals","Social Media","All","Positive","Features","Stage 3","Year2016","Cybersecurity","Automobile designer",14.7,14556.091912,79,3639,18.54,1723,2.355,15.160514,8,-1,34.285714,4,0,62,26,75,3.535374,1063,192000,12000,69,102016,12000,0.196246,52,60,0,44,8,14.21366,2033,11,74,6000
"12/25/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","Less than High School","Rohan, Wilderman and Crona","2_Awarded","On Target","Cars","Second Call","Yes","Dusty Smelley","https://randomuser.me/api/portraits/men/96.jpg","New","Mostly App","Closed","China","South America","Personal","Minas Gerais","Project K","250K to 500K","RideShare","Bike","Offer co-marketing program","http://dummyimage.com/211x229.png/cc0000/ffffff","> 10 Years","Referrals","Email","All","Positive","Support","Stage 2","Year2019","AI Engineering","Automobile designer",17.6,316660.906656,14,2002,19.22,2156,23.406,17.979836,4,-1,3.142857,57,1,59,579,75,5.693833,1064,6560000,160000,66,122019,160000,0.146286,82,60,-2,43,9,17.334212,2034,9,74,160000
"10/14/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","Bachelor","Carroll-Kilback","3_Filed","On Target","Trucks","Third Call or more","No","Ginger Coast","https://randomuser.me/api/portraits/men/96.jpg","Attrition","Mostly App","Closed","China","Europe","Personal","Tofas","Project B","> 500K","Fleet","Bike","Partner with a ride share company","http://dummyimage.com/148x106.png/ff4444/ffffff","< 3 Years","Networking events","Email","All","Positive","Features","Stage 2","Year2019","AI Engineering","Body & paint specialist",17.97,143999.762528,29,4030,21.14,185,8.009,18.153379,13,-1,5.142857,54,0,59,181,78,3.592263,1064,7344000,153000,65,102019,153000,0.052345,30,60,2,45,8,17.761861,2033,9,74,153000
"8/6/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Setúbal","Gasoline","Less than High School","Zemlak, Stokes and Stiedemann","3_Filed","At Risk","Cross Over","First Call","No","Doroteya Playfoot","https://randomuser.me/api/portraits/men/76.jpg","New","Mostly App","Forecast","Portugal","South America","Personal","Minas Gerais","Project L","> 500K","Public Transport","Private Car","Partner with a ride share company","http://dummyimage.com/250x105.bmp/5fa2dd/ffffff","> 10 Years","Social network","Organic Search","All","Positive","Features","Stage 1","Year2016","Cybersecurity","Sales Executive",19.13,10145.819276,68,3625,15.97,792,1.857,19.391658,20,0,37.142857,3,1,61,901,80,5.066535,1064,110000,10000,67,82016,10000,0.18569,80,61,0,75,8,19.069149,2031,9,73,5000
"6/24/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","Less than High School","Buckridge-Schuppe","3_Filed","At Risk","SUV","Second Call","No","Winny Munday","https://randomuser.me/api/portraits/men/17.jpg","Converted","Others","Expected to Close","Ivory Coast","Europe","Personal","Tofas","Project N","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/211x163.bmp/cc0000/ffffff","> 10 Years","Blog posts","Organic Search","All","Neutral","Support","Stage 2","Year2017","AI Engineering","Manager",15.99,42689.380265,99,2809,16.7,1652,2.792,16.196114,2,0,14.571429,10,-1,59,182,79,5.435534,1064,960000,30000,69,62017,30000,0.09306,10,61,0,61,8,15.714762,2033,11,75,15000
"4/16/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin","Lorraine","Gasoline","Less than High School","O'Keefe-Macejkovic","3_Filed","At Risk","SUV","Third Call or more","Yes","Maynard Stormes","https://randomuser.me/api/portraits/men/42.jpg","Attrition","Mostly App","Forecast","France","Europe","Personal","Tychy","Project C","< 250K","Public Transport","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/201x135.jpg/dddddd/000000","> 10 Years","Third party directories","Email","All","Positive","Features","Stage 2","Year2016","AI Engineering","Diesel mechanic",12.7,20419.202128,7,3610,12.95,2105,1.058,13.103642,4,0,40.571429,5,1,60,739,80,3.739246,1063,240000,15000,64,42016,15000,0.070514,2,58,-1,82,8,12.346804,2030,10,74,7500
"4/18/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Plug in Hybrid","High School Grad","Fahey-Donnelly","3_Filed","At Risk","Cross Over","Second Call","Yes","Batsheva Monini","https://randomuser.me/api/portraits/men/7.jpg","Retained","Mostly App","Forecast","Burundi","Asia Pacific","Compensation","Samutprakarn","Project H","> 500K","Fleet","Bus","Partner with a ride share company","http://dummyimage.com/155x110.png/ff4444/ffffff","< 3 Years","Paid campaigns","Email","Non-Family","Positive","Features","Stage 1","Year2019","AI Engineering","Body & paint specialist",18.92,163249.032283,29,2433,15.71,1201,20.585,19.411827,13,1,2.857143,43,-1,59,491,76,4.280211,1064,4551000,123000,64,42019,123000,0.167357,27,60,1,41,8,18.858332,2034,10,74,123000
