"Category","Ship_Date","Customer_Name","Product_ID","Segment","Ship_Mode","Order_ID","Sub_Category","Product_Name","City","Order_Date","Customer_ID","State","Country","Region","Row_ID","Discount","Profit_Percent","Sales_Goal","Discount_Goal","Quantity_Percent","Sales","Postal_Code","Profit","Sales_Percent","Quantity_Left","Profit_Goal","Discount_Left","Quantity_Goal","Quantity","Profit_Left","Sales_Left","Discount_Percent"
"Furniture","11/25/17","Kelly Andreada","FUR-CH-10003956","Consumer","Standard Class","US-2017-110996","Chairs","Novimex High-Tech Fabric Mesh Task Chair","Ontario","11/20/17","KA-16525","California","United States","West",2072,0.2,81.3,1104.4488,1.362,99,283.92,91761,-46.137,25.7,0.05,-56.74851,1.162,5.05,5,-10.61151,820.5288,14.7
"Office Supplies","12/29/15","Maribeth Schnelling","OFF-PA-10001295","Consumer","Standard Class","CA-2015-120103","Paper","Computer Printout Paper with Letter-Trim Perforations","Phoenix","12/24/15","MS-17365","Arizona","United States","West",2080,0.2,50,237.95968,1.502,96.2,106.232,85023,37.1812,44.6,0.28,74.3624,1.302,7.28,7,37.1812,131.72768,13.3
"Technology","12/29/15","Maribeth Schnelling","TEC-PH-10002170","Consumer","Standard Class","CA-2015-120103","Phones","ClearSounds CSC500 Amplified Spirit Phone Corded phone","Phoenix","12/24/15","MS-17365","Arizona","United States","West",2081,0.2,51.3,145.5792,1.748,66.7,111.984,85023,11.1984,76.9,1,21.83688,1.548,3,2,10.63848,33.5952,11.4
"Furniture","12/29/15","Maribeth Schnelling","FUR-FU-10002885","Consumer","Standard Class","CA-2015-120103","Furnishings","Magna Visual Magnetic Picture Hangers","Phoenix","12/24/15","MS-17365","Arizona","United States","West",2082,0.2,52.1,19.6656,1.212,78.1,7.712,85023,1.7352,39.2,0.56,3.331584,1.012,2.56,2,1.596384,11.9536,16.5
"Office Supplies","11/29/14","Emily Ducich","OFF-LA-10003923","Home Office","Standard Class","CA-2014-110352","Labels","Alphabetical Labels for Top Tab Filing","Houston","11/23/14","ED-13885","Texas","United States","Central",2084,0.2,69,69.1456,0.98,111.1,23.68,77036,8.88,34.2,-0.2,12.876,0.78,1.8,2,3.996,45.4656,20.4
"Office Supplies","11/29/15","Sandra Flanagan","OFF-AR-10001177","Consumer","Standard Class","US-2015-164357","Art","Newell 349","Wilmington","11/25/15","SF-20065","North Carolina","United States","South",2095,0.2,59.9,28.6016,1.47,68,13.12,28403,1.476,45.9,2.35,2.46492,1.27,7.35,5,0.98892,15.4816,13.6
"Office Supplies","10/31/15","Sandra Glassco","OFF-BI-10004519","Consumer","Same Day","CA-2015-164882","Binders","GBC DocuBind P100 Manual Binding Machine","Redlands","10/31/15","SG-20080","California","United States","West",2109,0.2,63.3,1234.8912,1.04,73.5,398.352,92374,124.485,32.3,1.08,196.6863,0.84,4.08,3,72.2013,836.5392,19.2
"Furniture","10/31/15","Sandra Glassco","FUR-CH-10004218","Consumer","Same Day","CA-2015-164882","Chairs","Global Fabric Manager's Chair, Dark Gray","Redlands","10/31/15","SG-20080","California","United States","West",2112,0.2,61,1063.11744,1.628,96.2,323.136,92374,20.196,30.4,0.16,33.12144,1.428,4.16,4,12.92544,739.98144,12.3
"Technology","10/31/15","Sandra Glassco","TEC-PH-10001578","Consumer","Same Day","CA-2015-164882","Phones","Polycom SoundStation2 EX Conference�phone","Redlands","10/31/15","SG-20080","California","United States","West",2114,0.2,78.1,1412.4656,1.706,97.1,1295.84,92374,145.782,91.7,0.12,186.60096,1.506,4.12,4,40.81896,116.6256,11.7
"Furniture","10/31/15","Sandra Glassco","FUR-BO-10002213","Consumer","Same Day","CA-2015-164882","Bookcases","DMI Eclipse Executive Suite Bookcases","Redlands","10/31/15","SG-20080","California","United States","West",2116,0.15,100,481.19129,1.2705,70.4,425.833,92374,20.0392,88.5,0.42,20.0392,1.1205,1.42,1,0,55.35829,11.8
"Furniture","10/17/15","Ralph Kennedy","FUR-TA-10001307","Consumer","Second Class","CA-2015-159786","Tables","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","Rochester","10/12/15","RK-19300","New York","United States","East",2117,0.4,58.1,599.6562,2.268,90.9,209.67,14609,-13.978,35,0.1,-24.04216,1.868,1.1,1,-10.06416,389.9862,17.6
"Furniture","11/26/17","Art Ferguson","FUR-CH-10001973","Consumer","Standard Class","US-2017-139969","Chairs","Office Star Flex Back Scooter Chair with White Frame","College Station","11/19/17","AF-10870","Texas","United States","Central",2151,0.3,91.7,440.47962,2.685,68.5,233.058,77840,-53.2704,52.9,1.38,-58.064736,2.385,4.38,3,-4.794336,207.42162,11.2
"Office Supplies","10/26/17","Neil Knudson","OFF-AR-10004956","Home Office","Standard Class","CA-2017-148166","Art","Newell 33","Deltona","10/21/17","NK-18490","Florida","United States","South",2159,0.2,76.9,18.57024,0.926,81.3,17.856,32725,2.0088,96.2,0.92,2.61144,0.726,4.92,4,0.60264,0.71424,21.6
"Technology","10/19/16","Helen Andreada","TEC-AC-10002402","Consumer","Standard Class","CA-2016-154018","Accessories","Razer Kraken PRO Over Ear PC and Music Headset","Laredo","10/13/16","HA-14920","Texas","United States","Central",2164,0.2,59.2,401.22984,1.666,94.3,191.976,78041,23.997,47.8,0.18,40.55493,1.466,3.18,3,16.55793,209.25384,12
"Office Supplies","10/19/16","Helen Andreada","OFF-PA-10000551","Consumer","Standard Class","CA-2016-154018","Paper","Array Memo Cubes","Laredo","10/13/16","HA-14920","Texas","United States","Central",2165,0.2,59.2,23.86944,1.19,71.4,8.288,78041,3.0044,34.7,0.8,5.077436,0.99,2.8,2,2.073036,15.58144,16.8
"Furniture","10/19/16","Helen Andreada","FUR-FU-10003394","Consumer","Standard Class","CA-2016-154018","Furnishings","Tenex ""The Solids"" Textured Chair Mats","Laredo","10/13/16","HA-14920","Texas","United States","Central",2166,0.6,83.3,374.9856,3.168,68.5,139.92,78041,-150.414,37.3,2.3,-180.4968,2.568,7.3,5,-30.0828,235.0656,18.9
"Office Supplies","10/19/16","Helen Andreada","OFF-AR-10002067","Consumer","Standard Class","CA-2016-154018","Art","Newell 334","Laredo","10/13/16","HA-14920","Texas","United States","Central",2167,0.2,87.7,51.584,1.442,87,15.872,78041,1.1904,30.8,0.15,1.357056,1.242,1.15,1,0.166656,35.712,13.9
"Office Supplies","10/19/16","Helen Andreada","OFF-BI-10004140","Consumer","Standard Class","CA-2016-154018","Binders","Avery Non-Stick Binders","Laredo","10/13/16","HA-14920","Texas","United States","Central",2168,0.8,63.3,20.7438,4.168,73,6.286,78041,-11.0005,30.3,2.59,-17.38079,3.368,9.59,7,-6.38029,14.4578,19.2
"Furniture","11/25/17","Linda Cazamias","FUR-CH-10004675","Corporate","Standard Class","US-2017-137491","Chairs","Lifetime Advantage Folding Chairs, 4/Carton","San Angelo","11/19/17","LC-16930","Texas","United States","Central",2172,0.3,54.3,696.11136,1.68,77.5,305.312,76903,-8.7232,43.9,0.58,-16.050688,1.38,2.58,2,-7.327488,390.79936,17.9
"Office Supplies","10/21/16","Patrick Bzostek","OFF-BI-10001628","Home Office","Standard Class","CA-2016-125738","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","Salt Lake City","10/15/16","PB-18805","Utah","United States","West",2178,0.2,85.5,89.2808,1.114,80.6,41.72,84106,13.0375,46.7,1.2,15.253875,0.914,6.2,5,2.216375,47.5608,18
"Office Supplies","12/17/16","Arthur Prichep","OFF-BI-10001718","Consumer","Standard Class","CA-2016-128412","Binders","GBC DocuBind P50 Personal Binding Machine","Seattle","12/10/16","AP-10915","Washington","United States","West",2192,0.2,50.5,577.35552,1.15,90.9,153.552,98105,51.8238,26.6,0.3,102.611124,0.95,3.3,3,50.787324,423.80352,17.4
"Office Supplies","11/30/16","Victoria Brennan","OFF-AP-10003842","Corporate","First Class","CA-2016-162313","Appliances","Euro-Pro Shark Turbo Vacuum","Lincoln Park","11/27/16","VB-21745","Michigan","United States","Central",2212,0.1,80,294.43392,0.741,73,167.292,48146,29.7408,56.8,2.22,37.176,0.641,8.22,6,7.4352,127.14192,13.5
"Technology","12/16/15","Doug Jacobs","TEC-PH-10001051","Consumer","Second Class","CA-2015-123232","Phones","HTC One","Portland","12/14/15","DJ-13630","Oregon","United States","West",2234,0.2,61,1222.27776,1.64,104.2,319.968,97206,35.9964,26.2,-0.16,59.034096,1.44,3.84,4,23.037696,902.30976,12.2
"Office Supplies","11/17/16","Toby Gnade","OFF-BI-10003527","Consumer","Second Class","CA-2016-146633","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","Los Angeles","11/15/16","TG-21310","California","United States","West",2240,0.2,80,2480.97248,1.536,93.5,1016.792,90049,381.297,41,0.07,476.62125,1.336,1.07,1,95.32425,1464.18048,13
"Office Supplies","11/17/16","Toby Gnade","OFF-BI-10002982","Consumer","Second Class","CA-2016-146633","Binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos","Los Angeles","11/15/16","TG-21310","California","United States","West",2241,0.2,54.9,97.2468,1.064,80.6,38.136,90049,13.3476,39.2,1.68,24.292632,0.864,8.68,7,10.945032,59.1108,18.8
"Technology","11/25/17","Barry Franz","TEC-PH-10004165","Home Office","Standard Class","CA-2017-103380","Phones","Mitel MiVoice 5330e IP Phone","Pasadena","11/21/17","BF-11005","California","United States","West",2247,0.2,111.1,2534.30784,1.274,69.9,659.976,91104,49.4982,26,1.29,44.54838,1.074,4.29,3,-4.94982,1874.33184,15.7
"Office Supplies","10/12/17","Sean Miller","OFF-PA-10003919","Home Office","Same Day","CA-2017-149146","Paper","Xerox 1989","Monroe","10/12/17","SM-20320","North Carolina","United States","South",2267,0.2,68.5,8.3664,0.952,93.5,7.968,28110,2.6892,95.2,0.14,3.926232,0.752,2.14,2,1.237032,0.3984,21
"Office Supplies","12/26/17","Dean Katz","OFF-BI-10003291","Corporate","Standard Class","CA-2017-105480","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings","Rochester","12/20/17","DK-13225","New York","United States","East",2270,0.2,50.8,12.5712,1.09,77.5,6.984,14609,2.3571,55.6,0.29,4.643487,0.89,1.29,1,2.286387,5.5872,18.3
"Furniture","12/24/16","Ben Peterman","FUR-BO-10003441","Corporate","First Class","CA-2016-115574","Bookcases","Bush Westfield Collection Bookcases, Fully Assembled","Chicago","12/23/16","BP-11185","Illinois","United States","Central",2306,0.3,55.6,490.56084,2.112,91.7,141.372,60623,-14.1372,28.8,0.18,-25.44696,1.812,2.18,2,-11.30976,349.18884,14.2
"Furniture","12/29/15","Justin Deggeller","FUR-FU-10001468","Corporate","Standard Class","US-2015-147739","Furnishings","Tenex Antistatic Computer Chair Mats","Philadelphia","12/25/15","JD-16150","Pennsylvania","United States","East",2330,0.2,91.7,984.8448,1.734,87.7,547.136,19140,-68.392,55.6,0.56,-74.54728,1.534,4.56,4,-6.15528,437.7088,11.5
"Furniture","11/26/14","Erica Hackney","FUR-CH-10001714","Consumer","Second Class","CA-2014-102295","Chairs","Global Leather & Oak Executive Chair, Burgundy","Sacramento","11/24/14","EH-13990","California","United States","West",2367,0.2,53.8,290.91592,1.484,75.2,120.712,95823,-18.1068,41.5,0.33,-33.678648,1.284,1.33,1,-15.571848,170.20392,13.5
"Office Supplies","12/15/15","Dennis Kane","OFF-BI-10002437","Consumer","First Class","CA-2015-145065","Binders","Recycled Premium Regency Composition Covers","San Diego","12/12/15","DK-13375","California","United States","West",2389,0.2,70.4,71.38816,0.994,88.5,24.448,92105,8.8624,34.2,0.26,12.584608,0.794,2.26,2,3.722208,46.94016,20.1
"Furniture","11/16/14","Joseph Airdo","FUR-TA-10002356","Consumer","Standard Class","CA-2014-151295","Tables","Bevis Boat-Shaped Conference Table","Los Angeles","11/12/14","JA-15970","California","United States","West",2414,0.2,68,1962.67968,1.05,87,629.064,90045,31.4532,32.1,0.45,46.236204,0.85,3.45,3,14.783004,1333.61568,19
"Office Supplies","10/18/17","Michelle Lonsdale","OFF-BI-10002082","Corporate","Standard Class","CA-2017-168655","Binders","GBC Twin Loop Wire Binding Elements","Albuquerque","10/12/17","ML-18040","New Mexico","United States","West",2418,0.2,51.8,136.58112,0.804,76.3,79.872,87105,29.952,58.5,0.93,57.80736,0.604,3.93,3,27.85536,56.70912,24.9
"Technology","12/30/17","Susan Vittorini","TEC-AC-10002473","Consumer","Standard Class","US-2017-147669","Accessories","Maxell 4.7GB DVD-R","Fairfield","12/25/17","SV-20935","Ohio","United States","East",2424,0.2,51.3,214.5528,1.108,73,158.928,45014,41.7186,74.1,2.59,81.35127,0.908,9.59,7,39.63267,55.6248,18.1
"Office Supplies","12/30/17","Susan Vittorini","OFF-BI-10000632","Consumer","Standard Class","US-2017-147669","Binders","Satellite Sectional Post Binders","Fairfield","12/25/17","SV-20935","Ohio","United States","East",2425,0.7,50.8,45.45027,4.949,100,13.023,45014,-10.4184,28.7,0,-20.524248,4.249,1,1,-10.105848,32.42727,14.1
"Furniture","12/30/17","Susan Vittorini","FUR-TA-10002645","Consumer","Standard Class","US-2017-147669","Tables","Hon Rectangular Conference Tables","Fairfield","12/25/17","SV-20935","Ohio","United States","East",2426,0.4,82,368.631,2.152,83.3,273.06,45014,-104.673,74.1,0.4,-127.70106,1.752,2.4,2,-23.02806,95.571,18.6
"Office Supplies","12/30/17","Susan Vittorini","OFF-FA-10002975","Consumer","Standard Class","US-2017-147669","Fasteners","Staples","Fairfield","12/25/17","SV-20935","Ohio","United States","East",2427,0.2,64.1,58.968,1.088,69.9,39.312,45014,12.7764,66.7,5.59,19.931184,0.888,18.59,13,7.154784,19.656,18.4
"Furniture","11/20/14","Pierre Wener","FUR-TA-10000849","Consumer","Second Class","CA-2014-164210","Tables","Bevis Rectangular Conference Tables","Louisville","11/18/14","PW-19240","Colorado","United States","West",2438,0.5,50.5,518.229,2.56,78.7,145.98,80027,-99.2664,28.2,0.54,-196.547472,2.06,2.54,2,-97.281072,372.249,19.5
"Office Supplies","11/20/14","Pierre Wener","OFF-PA-10002259","Consumer","Second Class","CA-2014-164210","Paper","Geographics Note Cards, Blank, White, 8 1/2"" x 11""","Louisville","11/18/14","PW-19240","Colorado","United States","West",2439,0.2,82,142.87392,1.246,104.2,35.808,80027,12.5328,25.1,-0.16,15.290016,1.046,3.84,4,2.757216,107.06592,16.1
"Technology","11/17/16","Brenda Bowman","TEC-AC-10003280","Corporate","Standard Class","CA-2016-124506","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard","Chicago","11/11/16","BB-11545","Illinois","United States","Central",2514,0.2,50.8,274.46848,1.318,88.5,95.968,60623,1.1996,35,0.52,2.363212,1.118,4.52,4,1.163612,178.50048,15.2
"Furniture","11/17/16","Brenda Bowman","FUR-CH-10004540","Corporate","Standard Class","CA-2016-124506","Chairs","Global Chrome Stack Chair","Chicago","11/11/16","BB-11545","Illinois","United States","Central",2515,0.3,84,190.52824,1.731,105.3,47.992,60623,-2.0568,25.2,-0.1,-2.447592,1.431,1.9,2,-0.390792,142.53624,17.3
"Office Supplies","11/22/14","Peter B�hler","OFF-EN-10003001","Consumer","Standard Class","CA-2014-128888","Envelopes","Ames Color-File Green Diamond Border X-ray Mailers","Houston","11/15/14","PB-19105","Texas","United States","Central",2517,0.2,102,1154.89296,1.112,102,604.656,77095,204.0714,52.4,-0.18,199.989972,0.912,8.82,9,-4.081428,550.23696,18
"Office Supplies","10/29/14","Daniel Byrd","OFF-PA-10000788","Home Office","Standard Class","CA-2014-108707","Paper","Xerox 210","Fort Lauderdale","10/24/14","DB-12910","Florida","United States","South",2530,0.2,77.5,19.07712,1.786,106.4,10.368,33311,3.6288,54.3,-0.12,4.681152,1.586,1.88,2,1.052352,8.70912,11.2
"Office Supplies","12/31/15","Maria Bertelson","OFF-LA-10003190","Consumer","Standard Class","CA-2015-144288","Labels","Avery 474","Nashville","12/25/15","MB-17305","Tennessee","United States","South",2562,0.2,71.9,16.95744,0.89,103.1,9.216,37211,3.3408,54.3,-0.12,4.643712,0.69,3.88,4,1.302912,7.74144,22.5
"Office Supplies","12/31/15","Maria Bertelson","OFF-PA-10002787","Consumer","Standard Class","CA-2015-144288","Paper","Xerox 227","Nashville","12/25/15","MB-17305","Tennessee","United States","South",2563,0.2,71.9,17.6256,1.078,69.4,10.368,37211,3.6288,58.8,0.88,5.044032,0.878,2.88,2,1.415232,7.2576,18.6
"Technology","12/27/17","Dan Reichenbach","TEC-PH-10000576","Corporate","Same Day","CA-2017-134404","Phones","AT&T 1080 Corded phone","Newark","12/27/17","DR-12880","Ohio","United States","East",2570,0.4,93.5,409.32612,2.964,109.9,164.388,43055,-35.6174,40.2,-0.18,-38.110618,2.564,1.82,2,-2.493218,244.93812,13.5
"Office Supplies","12/27/17","Dan Reichenbach","OFF-AR-10004441","Corporate","Same Day","CA-2017-134404","Art","BIC Brite Liner Highlighters","Newark","12/27/17","DR-12880","Ohio","United States","East",2571,0.2,60.2,24.5088,1.092,97.1,13.248,43055,3.6432,54.1,0.12,6.047712,0.892,4.12,4,2.404512,11.2608,18.3
"Office Supplies","12/21/14","Kean Nguyen","OFF-BI-10000591","Corporate","Standard Class","CA-2014-112718","Binders","Avery Binder Labels","Jacksonville","12/16/14","KN-16450","Florida","United States","South",2606,0.7,60.2,4.27122,3.913,106.4,1.167,32216,-0.8558,27.3,-0.06,-1.420628,3.213,0.94,1,-0.564828,3.10422,17.9
"Office Supplies","11/30/14","Matt Collister","OFF-LA-10001317","Corporate","Standard Class","CA-2014-127446","Labels","Avery 520","Arlington","11/25/14","MC-17590","Texas","United States","Central",2609,0.2,87.7,9.7524,1.622,68.5,2.52,76017,0.882,25.8,0.46,1.00548,1.422,1.46,1,0.12348,7.2324,12.3
"Furniture","11/30/14","Matt Collister","FUR-TA-10000577","Corporate","Standard Class","CA-2014-127446","Tables","Bretford CR4500 Series Slim Rectangular Table","Arlington","11/25/14","MC-17590","Texas","United States","Central",2610,0.3,54.3,4058.38755,2.577,95.2,1218.735,76017,-121.8735,30,0.25,-224.24724,2.277,5.25,5,-102.37374,2839.65255,11.6
"Office Supplies","11/30/14","Matt Collister","OFF-LA-10000248","Corporate","Standard Class","CA-2014-127446","Labels","Avery 52","Arlington","11/25/14","MC-17590","Texas","United States","Central",2611,0.2,54.6,8.44272,1.096,77.5,5.904,76017,1.9926,69.9,0.58,3.646458,0.896,2.58,2,1.653858,2.53872,18.2
"Office Supplies","11/30/14","Matt Collister","OFF-PA-10000955","Corporate","Standard Class","CA-2014-127446","Paper","Southworth 25% Cotton Granite Paper & Envelopes","Arlington","11/25/14","MC-17590","Texas","United States","Central",2612,0.2,106.4,36.25776,0.884,74.6,15.696,76017,5.1012,43.3,1.02,4.795128,0.684,4.02,3,-0.306072,20.56176,22.6
"Furniture","11/30/14","Matt Collister","FUR-FU-10000221","Corporate","Standard Class","CA-2014-127446","Furnishings","Master Caster Door Stop, Brown","Arlington","11/25/14","MC-17590","Texas","United States","Central",2613,0.6,87.7,11.82624,3.096,99,6.096,76017,-3.9624,51.5,0.03,-4.517136,2.496,3.03,3,-0.554736,5.73024,19.4
"Technology","12/26/17","Jim Mitchum","TEC-PH-10001300","Corporate","Standard Class","CA-2017-115931","Phones","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","Carlsbad","12/22/17","JM-15655","New Mexico","United States","West",2620,0.2,111.1,210.5056,1.41,75.8,67.04,88220,6.704,31.8,1.28,6.0336,1.21,5.28,4,-0.6704,143.4656,14.2
"Technology","10/24/17","Tom Ashbrook","TEC-CO-10004722","Home Office","First Class","CA-2017-127180","Copiers","Canon imageCLASS 2200 Advanced Copier","New York City","10/22/17","TA-21385","New York","United States","East",2624,0.2,69,22847.93472,1.452,78.7,11199.968,10024,3919.9888,49,1.08,5683.98376,1.252,5.08,4,1763.99496,11647.96672,13.8
"Technology","11/15/17","Sean Braxton","TEC-AC-10002399","Corporate","First Class","US-2017-165344","Accessories","SanDisk Cruzer 32 GB USB Flash Drive","Springfield","11/13/17","SB-20290","Ohio","United States","East",2628,0.2,64.1,217.28448,0.938,80.6,60.864,45503,9.1296,28,0.96,14.242176,0.738,4.96,4,5.112576,156.42048,21.3
"Technology","11/15/17","Sean Braxton","TEC-MA-10002210","Corporate","First Class","US-2017-165344","Machines","Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop","Springfield","11/13/17","SB-20290","Ohio","United States","East",2629,0.7,50.8,757.4742,3.521,71.4,652.995,45503,-935.9595,86.2,2.8,-1843.840215,2.821,9.8,7,-907.880715,104.4792,19.9
