"Wellness_Priority__c","NOCONVERT","Created_Date__c","Gender__c","isParent__c","Sponsors__c","Name","Lead_Status__c","Sponsor_Level__c","State__c","Age__c","Target_Weight_Difference__c","Target_Weight__c","Weight__c"
"Athletic Fitness",,"2015-10-10T22:12:01.248+00:00","F","Yes","Tim Carter","Vinnie Kessler","Customer","Active Supervisor","Tennessee",52,-27,222,195
"Athletic Fitness",,"2017-03-31T00:59:56.045+00:00","F","Yes","Mary Johnson","Allen Armstrong","Customer","Active Supervisor","Maryland",41,163,174,337
"Athletic Fitness",,"2017-03-03T20:35:01.178+00:00","M","Yes","Stephanie Curran","Amparo Nader","Customer","Active Supervisor","Florida",34,126,212,338
"Athletic Fitness",,"2016-11-27T18:29:32.969+00:00","M","Yes","Lisa Jones","Easter Jones DDS","Lead","Active Supervisor","California",39,140,192,332
"Athletic Fitness",,"2017-02-04T12:44:43.906+00:00","F","No","Stephanie Curran","Amanda Feest","Customer","Active Supervisor","California",59,33,161,194
"Athletic Fitness",,"2017-01-13T06:45:35.458+00:00","F","Yes","Dawn Distributor","Micah Okuneva Jr.","Customer","Active Supervisor","South Carolina",41,107,218,325
"Athletic Fitness",,"2016-01-18T23:22:50.933+00:00","F","Yes","Mark Metz","Alicia Berge V","Customer","Active Supervisor","Pennsylvania",35,125,180,305
"Athletic Fitness",,"2017-05-15T16:43:29.080+00:00","F","No","Stephanie Curran","Samanta Price","Lead","Active Supervisor","Kansas",33,8,214,222
"Athletic Fitness",,"2016-02-06T00:19:21.406+00:00","M","Yes","Lisa Jones","Alba Hane","Customer","Active Supervisor","North Dakota",30,66,158,224
"Athletic Fitness",,"2016-04-29T21:32:43.139+00:00","F","Yes","Lauren Boyle","Bailey Parker","Customer","Active Supervisor","New Mexico",28,18,208,226
"Athletic Fitness",,"2017-06-12T16:08:57.483+00:00","M","Yes","James Chan","Shawn Grimes","Lead","Active Supervisor","Washington",22,103,172,275
"Athletic Fitness",,"2016-04-13T11:58:36.697+00:00","M","No","Lauren Boyle","Kaylie Reilly Sr.","Lead","Active Supervisor","Mississippi",34,10,171,181
"Athletic Fitness",,"2016-07-10T21:09:39.190+00:00","F","Yes","Mark Metz","Savannah Cummerata","Customer","Active Supervisor","Oklahoma",30,76,158,234
"Athletic Fitness",,"2016-05-07T13:05:46.830+00:00","F","Yes","Tim Carter","Mr. Yvonne Maggio","Customer","Active Supervisor","Alabama",51,80,171,251
"Athletic Fitness",,"2017-09-04T00:22:12.579+00:00","M","Yes","Mark Metz","Dolly Rolfson","Customer","Active Supervisor","Massachusetts",50,72,184,256
"Athletic Fitness",,"2016-01-08T00:47:19.513+00:00","F","No","Anne Frost","Archibald Champlin","Lead","Active Supervisor","Colorado",53,135,197,332
"Athletic Fitness",,"2017-04-15T00:18:43.450+00:00","M","Yes","Mary Johnson","Brice Hudson IV","Lead","Active Supervisor","Delaware",36,20,170,190
"Athletic Fitness",,"2016-11-22T23:02:46.251+00:00","M","No","Mary Johnson","Miss Jany Rutherford","Customer","Active Supervisor","Colorado",50,116,196,312
"Athletic Fitness",,"2016-09-03T05:49:33.125+00:00","M","No","Lauren Boyle","Kristoffer Ledner","Customer","Active Supervisor","Texas",38,38,159,197
"Athletic Fitness",,"2016-06-22T23:30:18.344+00:00","F","Yes","Tim Carter","Ms. Felicia Spinka","Customer","Active Supervisor","Tennessee",38,180,162,342
"Athletic Fitness",,"2017-05-19T14:15:02.800+00:00","F","Yes","Lisa Jones","Archibald Bradtke","Customer","Active Supervisor","Maine",62,166,151,317
"Athletic Fitness",,"2016-11-06T11:45:09.235+00:00","M","Yes","Dawn Distributor","Miguel Veum","Customer","Active Supervisor","Massachusetts",52,39,179,218
"Athletic Fitness",,"2016-04-06T12:29:45.760+00:00","F","Yes","Dawn Distributor","Rosario Parisian MD","Lead","Active Supervisor","Illinois",37,97,198,295
"Athletic Fitness",,"2015-11-28T11:38:50.928+00:00","M","Yes","Lisa Jones","Gunner Bergnaum","Customer","Active Supervisor","North Dakota",40,66,196,262
"Athletic Fitness",,"2017-05-22T14:58:29.207+00:00","F","No","Sherrie Hernandez","Jacques Zemlak","Customer","Active Supervisor","Delaware",46,153,187,340
"Athletic Fitness",,"2016-05-01T21:01:48.114+00:00","F","No","Mark Metz","Clyde Upton","Customer","Active Supervisor","Oklahoma",45,33,152,185
"Athletic Fitness",,"2016-10-31T20:03:42.030+00:00","M","Yes","Mark Metz","Miss Alva Gutkowski","Lead","Active Supervisor","South Carolina",47,69,204,273
"Athletic Fitness",,"2016-09-29T19:10:25.951+00:00","F","Yes","Stephanie Curran","Rylan Cummings Jr.","Customer","Active Supervisor","Minnesota",55,148,160,308
"Athletic Fitness",,"2017-06-12T04:44:27.303+00:00","M","Yes","Anne Frost","Roslyn Corwin","Customer","Active Supervisor","Iowa",42,109,211,320
"Athletic Fitness",,"2017-04-20T12:05:27.452+00:00","F","No","Anne Frost","Ernesto Dickens","Lead","Active Supervisor","California",21,155,152,307
"Athletic Fitness",,"2017-05-11T06:16:11.148+00:00","M","Yes","Dawn Distributor","Mike Morissette","Customer","Active Supervisor","Ohio",32,133,175,308
"Athletic Fitness",,"2016-08-23T23:50:31.567+00:00","M","Yes","Dawn Distributor","Brionna Windler","Lead","Active Supervisor","Pennsylvania",23,117,193,310
"Athletic Fitness",,"2017-08-17T08:43:41.236+00:00","F","Yes","James Chan","Miss Shania Corkery","Customer","Active Supervisor","North Dakota",41,64,171,235
"Athletic Fitness",,"2017-03-14T19:39:58.024+00:00","F","Yes","John Smith","Adela Feeney DDS","Customer","Active Supervisor","Indiana",28,3,201,204
"Athletic Fitness",,"2016-09-04T23:27:47.753+00:00","M","No","Tim Carter","Amya Lindgren","Lead","Active Supervisor","Florida",28,50,214,264
"Athletic Fitness",,"2016-11-04T06:51:43.798+00:00","F","Yes","Stephanie Curran","Roman Johns","Customer","Active Supervisor","West Virginia",46,130,218,348
"Athletic Fitness",,"2016-06-03T08:16:32.075+00:00","F","No","Lauren Boyle","Jessy Barrows","Customer","Active Supervisor","Tennessee",58,39,177,216
"Athletic Fitness",,"2017-02-15T17:50:49.779+00:00","M","Yes","Tim Carter","Eldora Hoppe","Lead","Active Supervisor","Iowa",49,141,185,326
"Athletic Fitness",,"2015-12-20T12:55:59.648+00:00","M","No","James Chan","Robyn Gibson","Customer","Active Supervisor","Kentucky",37,121,225,346
"Athletic Fitness",,"2017-08-12T18:13:30.324+00:00","F","No","Stephanie Curran","Estelle Bernier PhD","Customer","Active Supervisor","Montana",44,101,187,288
"Athletic Fitness",,"2016-05-24T09:00:52.369+00:00","M","Yes","Jim Albose","Grayson Volkman","Lead","Active Supervisor","Mississippi",51,133,196,329
"Athletic Fitness",,"2016-07-11T19:03:25.306+00:00","F","No","Tim Carter","Ms. Eleanora Bauch","Customer","Active Supervisor","Mississippi",23,64,157,221
"Athletic Fitness",,"2016-12-20T03:03:53.360+00:00","F","No","Stephanie Curran","Domingo Lind","Customer","Active Supervisor","Kansas",35,45,164,209
"Athletic Fitness",,"2017-02-06T04:51:15.317+00:00","M","No","John Smith","Linnea Walter","Customer","Active Supervisor","Ohio",50,52,198,250
"Athletic Fitness",,"2015-12-28T10:51:04.778+00:00","F","Yes","Jamie Wu","Cathy Schoen","Customer","Active Supervisor","New Jersey",38,73,181,254
"Athletic Fitness",,"2016-04-27T00:50:42.507+00:00","M","Yes","Dawn Distributor","Alva Padberg","Customer","Active Supervisor","Nevada",36,45,170,215
"Athletic Fitness",,"2015-09-19T23:46:12.439+00:00","F","No","Jamie Wu","Miss Alverta Upton","Customer","Active Supervisor","Oklahoma",56,19,219,238
"Athletic Fitness",,"2017-08-06T21:27:39.609+00:00","M","No","Jim Albose","Tavares Bartell","Lead","Active Supervisor","Massachusetts",29,12,176,188
"Athletic Fitness",,"2017-02-05T11:45:05.264+00:00","M","No","Stephanie Curran","Ilene Jaskolski","Customer","Active Supervisor","Idaho",41,195,151,346
"Athletic Fitness",,"2016-12-19T02:14:00.192+00:00","F","No","Dawn Distributor","Urban Tillman","Customer","Active Supervisor","Kansas",38,86,207,293
"Athletic Fitness",,"2016-04-12T18:27:52.534+00:00","M","No","Sherrie Hernandez","Ms. Rod Halvorson","Lead","Active Supervisor","Tennessee",61,-11,214,203
"Athletic Fitness",,"2017-05-21T04:41:02.886+00:00","M","Yes","Mary Johnson","Raymundo Mayert","Customer","Active Supervisor","Florida",23,166,178,344
"Athletic Fitness",,"2017-08-23T15:47:35.522+00:00","F","Yes","Stephanie Curran","Monte Boyer","Customer","Active Supervisor","New Jersey",28,132,177,309
"Athletic Fitness",,"2016-11-25T11:35:17.889+00:00","M","No","Lauren Boyle","Charles Gottlieb DVM","Customer","Active Supervisor","New Mexico",40,75,203,278
"Athletic Fitness",,"2017-02-02T16:57:21.237+00:00","F","No","Stephanie Curran","Ayla Connelly","Lead","Active Supervisor","Massachusetts",57,118,180,298
"Athletic Fitness",,"2015-10-03T01:44:23.108+00:00","M","Yes","John Smith","Antone Wisozk","Customer","Active Supervisor","Wyoming",29,114,178,292
"Athletic Fitness",,"2016-02-16T21:41:30.368+00:00","F","Yes","Anne Frost","Audreanne Hermann","Lead","Active Supervisor","Missouri",30,-15,216,201
"Athletic Fitness",,"2017-04-28T09:29:31.502+00:00","F","Yes","Jamie Wu","Maybell Schuppe Sr.","Lead","Active Supervisor","Tennessee",18,31,202,233
"Athletic Fitness",,"2017-03-10T10:46:13.965+00:00","F","Yes","John Smith","Emmanuelle Will","Customer","Active Supervisor","Vermont",48,172,177,349
"Athletic Fitness",,"2015-10-22T06:50:27.220+00:00","M","Yes","Tim Carter","Marlen Marvin","Lead","Active Supervisor","Montana",54,81,211,292
"Athletic Fitness",,"2017-03-01T19:31:17.781+00:00","M","Yes","Mark Metz","Miss Cristal Auer","Lead","Active Supervisor","Connecticut",22,37,175,212
"Athletic Fitness",,"2016-04-28T23:32:55.413+00:00","M","No","John Smith","Miss Montana Paucek","Lead","Active Supervisor","Arkansas",18,-3,209,206
"Athletic Fitness",,"2016-01-12T07:22:13.422+00:00","M","Yes","Anne Frost","May Christiansen","Customer","Active Supervisor","New Mexico",22,78,216,294
"Athletic Fitness",,"2015-11-13T08:34:50.320+00:00","F","Yes","Mark Metz","Toby Windler","Lead","Active Supervisor","Washington",37,120,152,272
"Athletic Fitness",,"2015-11-29T12:06:26.330+00:00","M","Yes","Jim Albose","Myrl Green","Customer","Active Supervisor","Alabama",22,142,168,310
"Athletic Fitness",,"2017-07-29T05:52:31.232+00:00","F","Yes","Stephanie Curran","Gerda Rohan III","Lead","Active Supervisor","Nebraska",40,126,170,296
"Athletic Fitness",,"2017-09-07T04:14:21.373+00:00","M","Yes","John Smith","Dangelo Zieme","Lead","Active Supervisor","South Carolina",43,62,195,257
"Athletic Fitness",,"2016-01-30T05:01:31.101+00:00","F","Yes","Anne Frost","Sarai Vandervort","Customer","Active Supervisor","Texas",36,157,177,334
"Athletic Fitness",,"2016-11-19T22:39:25.954+00:00","M","No","Stephanie Curran","Isadore Erdman","Lead","Active Supervisor","South Carolina",61,196,153,349
"Athletic Fitness",,"2016-03-17T03:10:14.154+00:00","F","Yes","James Chan","Mrs. Hector Pagac","Lead","Active Supervisor","Maryland",26,37,150,187
"Athletic Fitness",,"2016-01-06T14:33:35.951+00:00","F","Yes","Sherrie Hernandez","Modesta O'Keefe","Lead","Active Supervisor","Montana",57,103,174,277
"Athletic Fitness",,"2016-07-17T20:16:17.924+00:00","F","No","Tim Carter","Lorine Bauch","Customer","Active Supervisor","Illinois",55,150,158,308
"Athletic Fitness",,"2016-11-08T16:02:32.101+00:00","F","Yes","Dawn Distributor","Dr. Kennedy Torphy","Customer","Active Supervisor","Iowa",43,-35,219,184
"Athletic Fitness",,"2017-07-21T17:15:41.429+00:00","F","Yes","John Smith","Theresa Wiegand","Lead","Active Supervisor","West Virginia",19,14,210,224
"Athletic Fitness",,"2017-04-08T17:07:37.553+00:00","F","Yes","Stephanie Curran","Antonietta Schmidt","Customer","Active Supervisor","North Carolina",60,43,192,235
"Athletic Fitness",,"2016-08-06T04:19:03.182+00:00","M","Yes","Dawn Distributor","Zane Harris II","Customer","Active Supervisor","Texas",40,28,183,211
"Athletic Fitness",,"2016-07-28T11:45:46.915+00:00","M","No","Jamie Wu","Ralph Nolan DVM","Customer","Active Supervisor","South Dakota",18,181,165,346
"Athletic Fitness",,"2016-05-29T19:20:30.467+00:00","F","Yes","Tim Carter","Marlon Kessler MD","Lead","Active Supervisor","New Hampshire",39,169,150,319
"Athletic Fitness",,"2016-01-31T02:59:11.957+00:00","M","Yes","Anne Frost","Marcos Stamm","Customer","Active Supervisor","West Virginia",20,33,179,212
"Athletic Fitness",,"2016-04-02T11:03:09.935+00:00","M","Yes","Lisa Jones","Kelley Murray","Customer","Active Supervisor","Rhode Island",35,71,219,290
"Athletic Fitness",,"2017-01-05T00:45:00.634+00:00","M","Yes","John Smith","Bailee Jacobs","Lead","Active Supervisor","Illinois",27,9,205,214
"Athletic Fitness",,"2016-07-04T09:57:29.212+00:00","F","No","Lauren Boyle","Adrien Lueilwitz","Customer","Active Supervisor","Hawaii",52,30,200,230
"Athletic Fitness",,"2016-07-18T06:05:25.685+00:00","F","No","James Chan","Rosemary Gislason Sr.","Customer","Active Supervisor","West Virginia",18,61,224,285
"Athletic Fitness",,"2016-03-22T02:08:36.627+00:00","F","Yes","Sherrie Hernandez","Dr. Annalise Dietrich","Customer","Active Supervisor","New Jersey",26,52,162,214
"Athletic Fitness",,"2017-05-24T13:41:31.395+00:00","F","Yes","Lisa Jones","Justyn Roob","Customer","Active Supervisor","Tennessee",28,122,185,307
"Athletic Fitness",,"2017-08-20T16:34:33.040+00:00","F","Yes","Sherrie Hernandez","Patsy Mraz","Customer","Active Supervisor","Delaware",26,95,191,286
"Athletic Fitness",,"2017-01-02T19:52:05.747+00:00","F","Yes","Sherrie Hernandez","Luis Spinka","Customer","Active Supervisor","Massachusetts",22,43,218,261
"Athletic Fitness",,"2016-09-28T05:45:30.743+00:00","M","Yes","Lauren Boyle","Loraine Glover","Customer","Active Supervisor","Rhode Island",32,-6,223,217
"Athletic Fitness",,"2017-04-14T06:26:25.791+00:00","F","Yes","Tim Carter","Dr. Estell Kunde","Customer","Active Supervisor","North Carolina",53,30,212,242
"Athletic Fitness",,"2016-11-18T17:07:12.809+00:00","M","Yes","Sherrie Hernandez","Dorothy Buckridge","Lead","Active Supervisor","Wyoming",60,109,199,308
"Athletic Fitness",,"2016-06-07T16:08:50.205+00:00","F","Yes","Stephanie Curran","Aaliyah Rutherford","Lead","Active Supervisor","Oregon",30,21,177,198
"Athletic Fitness",,"2017-06-04T12:07:04.467+00:00","M","Yes","Stephanie Curran","Athena Herzog","Customer","Active Supervisor","Kansas",34,120,158,278
"Athletic Fitness",,"2017-01-19T12:02:27.735+00:00","F","Yes","John Smith","Malcolm Bernier","Customer","Active Supervisor","South Dakota",39,36,168,204
"Athletic Fitness",,"2016-03-24T14:15:55.474+00:00","F","Yes","Lisa Jones","Hector Breitenberg","Lead","Active Supervisor","Idaho",36,176,154,330
"Athletic Fitness",,"2017-08-23T04:29:35.885+00:00","F","Yes","Dawn Distributor","Eleazar Kessler","Lead","Active Supervisor","Florida",47,137,179,316
"Athletic Fitness",,"2016-07-18T23:23:14.252+00:00","M","No","Mary Johnson","Eleazar Harris","Customer","Active Supervisor","Maryland",46,-23,206,183
"Athletic Fitness",,"2016-04-07T03:58:18.400+00:00","M","No","Lauren Boyle","Asia Little","Lead","Active Supervisor","Montana",49,56,200,256
"Athletic Fitness",,"2017-05-25T12:07:19.504+00:00","M","Yes","Sherrie Hernandez","Dr. Enid Brekke","Customer","Active Supervisor","North Dakota",38,9,220,229
"Athletic Fitness",,"2015-11-09T22:55:19.548+00:00","F","No","Stephanie Curran","Imogene Robel","Lead","Active Supervisor","North Carolina",41,60,151,211
"Athletic Fitness",,"2017-09-11T09:16:28.470+00:00","M","No","Lisa Jones","Hosea Kovacek","Customer","Active Supervisor","Indiana",37,133,209,342
"Athletic Fitness",,"2016-12-21T01:31:35.059+00:00","M","Yes","Tim Carter","Mrs. Abelardo Lockman","Customer","Active Supervisor","Kentucky",61,2,195,197
"Athletic Fitness",,"2016-09-17T10:39:14.747+00:00","F","Yes","Mark Metz","Jakob Kling Sr.","Customer","Active Supervisor","New Mexico",26,74,222,296
"Athletic Fitness",,"2016-03-25T15:05:35.441+00:00","F","No","Mark Metz","Amelie Wilderman III","Customer","Active Supervisor","Louisiana",57,103,181,284
"Athletic Fitness",,"2017-05-08T10:49:07.331+00:00","F","Yes","Anne Frost","Ms. Sadye Bogisich","Lead","Active Supervisor","Rhode Island",52,118,221,339
"Athletic Fitness",,"2016-02-24T13:45:12.898+00:00","M","No","Stephanie Curran","Abagail Ondricka","Customer","Active Supervisor","Vermont",33,137,209,346
"Athletic Fitness",,"2016-05-15T04:56:15.837+00:00","F","No","Dawn Distributor","Garnett Lubowitz","Customer","Active Supervisor","Massachusetts",50,109,153,262
"Athletic Fitness",,"2017-05-02T00:41:28.421+00:00","F","No","Anne Frost","Brannon Runolfsson","Customer","Active Supervisor","Utah",22,148,186,334
"Athletic Fitness",,"2016-06-16T15:42:23.612+00:00","M","Yes","Mary Johnson","Icie Lakin","Customer","Active Supervisor","Idaho",48,72,164,236
"Athletic Fitness",,"2015-11-05T18:12:46.481+00:00","M","No","Tim Carter","Mr. Elmer O'Reilly","Lead","Active Supervisor","New Hampshire",44,95,162,257
"Athletic Fitness",,"2015-12-20T06:21:29.420+00:00","M","No","Mark Metz","Joshua Waelchi","Lead","Active Supervisor","Delaware",55,136,177,313
"Athletic Fitness",,"2015-12-11T01:48:57.415+00:00","F","No","John Smith","Deanna Zieme","Customer","Active Supervisor","North Dakota",18,-7,198,191
"Athletic Fitness",,"2017-08-17T01:56:37.405+00:00","M","Yes","Anne Frost","Jamil Orn","Lead","Active Supervisor","Minnesota",51,56,167,223
"Athletic Fitness",,"2017-04-21T14:13:05.475+00:00","F","No","Sherrie Hernandez","Jayden Kilback","Customer","Active Supervisor","Washington",49,37,211,248
"Athletic Fitness",,"2016-01-04T22:09:05.464+00:00","F","Yes","Mary Johnson","Robin Lueilwitz","Customer","Active Supervisor","Hawaii",51,16,206,222
"Athletic Fitness",,"2015-11-19T10:06:48.542+00:00","F","No","Jim Albose","Dr. Eliza Kemmer","Customer","Active Supervisor","New Jersey",21,40,155,195
"Athletic Fitness",,"2016-11-09T18:09:25.544+00:00","M","Yes","Jamie Wu","Hassan Ernser","Customer","Active Supervisor","Montana",27,80,223,303
"Athletic Fitness",,"2017-07-05T06:08:57.787+00:00","M","No","Jim Albose","Devon Mann IV","Lead","Active Supervisor","Virginia",51,79,215,294
"Athletic Fitness",,"2017-03-27T13:47:04.490+00:00","F","No","Tim Carter","Eldon Schuppe","Customer","Active Supervisor","Hawaii",37,-12,216,204
"Athletic Fitness",,"2017-05-07T04:42:14.113+00:00","F","No","John Smith","Garrison Effertz Sr.","Customer","Active Supervisor","Missouri",28,59,168,227
"Athletic Fitness",,"2016-08-27T17:24:08.352+00:00","F","No","Mark Metz","Charles Christiansen","Customer","Active Supervisor","South Carolina",52,71,213,284
"Athletic Fitness",,"2017-03-03T13:03:13.947+00:00","M","No","Jim Albose","Robin Jaskolski Jr.","Customer","Active Supervisor","Vermont",42,48,203,251
"Athletic Fitness",,"2016-07-02T02:59:11.607+00:00","M","No","Lauren Boyle","Mohammad Jenkins","Lead","Active Supervisor","Louisiana",24,19,202,221
"Athletic Fitness",,"2016-03-25T02:57:20.588+00:00","F","Yes","Jim Albose","Trent Pollich","Lead","Active Supervisor","Idaho",41,134,169,303
"Athletic Fitness",,"2016-03-13T09:35:10.333+00:00","F","Yes","Stephanie Curran","Madaline Ritchie II","Lead","Active Supervisor","Alabama",40,33,164,197
"Athletic Fitness",,"2016-04-27T07:05:39.064+00:00","F","Yes","Stephanie Curran","Marilie Lehner","Customer","Active Supervisor","Indiana",46,82,154,236
"Athletic Fitness",,"2016-03-07T11:45:14.953+00:00","F","Yes","Lauren Boyle","Coby Huel DDS","Lead","Active Supervisor","Texas",28,177,163,340
