ACCOUNTID,ACCOUNTINVESTMENTOBJECTIVES,ACCOUNTLASTINTERACTION,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACCOUNTSERVICEMODEL,CREATEDDATE,ID,PRIORITY,LastProcessedDate
0011U00000Kcp1JQAR,Growth,2018-11-25,Millennials,Adams Charitable Trust,Tier 1,2019-01-15,Case-7-0011U00000Kcp1JQAR,Low,2020-05-25
0011U00000Kcp1JQAR,Growth,2018-11-25,Millennials,Adams Charitable Trust,Tier 1,2019-01-18,Case-8-0011U00000Kcp1JQAR,High,2020-05-25
0011U00000Kcp1KQAR,Balanced Growth,2018-11-25,Millennials,Adams Household,Tier 1,2019-01-15,Case-3-0011U00000Kcp1KQAR,Medium,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2019-01-19,Case-8-0011U00000Kcp1LQAR,Medium,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2019-01-16,Case-9-0011U00000Kcp1LQAR,High,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,2018-11-10,Millennials,Rachel Adams,Tier 2,2019-01-15,Case-9-0011U00000Kcp1NQAR,High,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,2018-11-10,Millennials,Rachel Adams,Tier 2,2019-01-15,Case-10-0011U00000Kcp1NQAR,Medium,2020-05-25
0011U00000Kcp1MQAR,Growth,2018-11-21,Mass Market,Nigel Adams,Tier 2,2019-01-16,Case-7-0011U00000Kcp1MQAR,High,2020-05-25
0011U00000Kcp1MQAR,Growth,2018-11-21,Mass Market,Nigel Adams,Tier 2,2019-01-17,Case-8-0011U00000Kcp1MQAR,Medium,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,2018-11-24,Affluent Professionals,"Smith, Kohl and Company",Tier 3,2019-01-19,Case-4-0011U00000Kcp1OQAR,Medium,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,2018-11-24,Affluent Professionals,"Smith, Kohl and Company",Tier 3,2019-01-17,Case-5-0011U00000Kcp1OQAR,Medium,2020-05-25
0011U00000Kcp1PQAR,Income,2018-11-12,Mass Market,Symonds Household,Tier 3,2019-01-19,Case-7-0011U00000Kcp1PQAR,High,2020-05-25
0011U00000Kcp1PQAR,Income,2018-11-12,Mass Market,Symonds Household,Tier 3,2019-01-15,Case-8-0011U00000Kcp1PQAR,Medium,2020-05-25
0011U00000KuFYsQAN,Aggressive Growth,2019-01-10,Affluent Professionals,Gavin Blevins,Tier 3,2019-01-15,Case-2-0011U00000KuFYsQAN,Medium,2020-05-25
0011U00000KuFYsQAN,Aggressive Growth,2019-01-10,Affluent Professionals,Gavin Blevins,Tier 3,2019-01-18,Case-3-0011U00000KuFYsQAN,Medium,2020-05-25
0011U00000KuFYxQAN,Balanced Growth,2018-12-27,Affluent Professionals,Noah Rosa,Tier 1,2019-01-17,Case-0-0011U00000KuFYxQAN,Medium,2020-05-25
0011U00000KuFYxQAN,Balanced Growth,2018-12-27,Affluent Professionals,Noah Rosa,Tier 1,2019-01-19,Case-1-0011U00000KuFYxQAN,Low,2020-05-25
0011U00000KuFYyQAN,Growth,2019-01-13,Affluent Professionals,Lacey Snider,Tier 3,2019-01-20,Case-0-0011U00000KuFYyQAN,Medium,2020-05-25
0011U00000Kcp1JQAR,Growth,2018-11-25,Millennials,Adams Charitable Trust,Tier 1,2019-01-24,Case-9-0011U00000Kcp1JQAR,Low,2020-05-25
0011U00000Kcp1KQAR,Balanced Growth,2018-11-25,Millennials,Adams Household,Tier 1,2019-01-24,Case-4-0011U00000Kcp1KQAR,Medium,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2019-01-23,Case-10-0011U00000Kcp1LQAR,High,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2019-01-25,Case-11-0011U00000Kcp1LQAR,Medium,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,2018-11-10,Millennials,Rachel Adams,Tier 2,2019-01-24,Case-11-0011U00000Kcp1NQAR,Low,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,2018-11-24,Affluent Professionals,"Smith, Kohl and Company",Tier 3,2019-01-24,Case-6-0011U00000Kcp1OQAR,Medium,2020-05-25
0011U00000Kcp1PQAR,Income,2018-11-12,Mass Market,Symonds Household,Tier 3,2019-01-25,Case-9-0011U00000Kcp1PQAR,Medium,2020-05-25
0011U00000Kcp1PQAR,Income,2018-11-12,Mass Market,Symonds Household,Tier 3,2019-01-24,Case-10-0011U00000Kcp1PQAR,High,2020-05-25
0011U00000Kss4jQAB,Balanced Growth,2018-11-17,Mass Market,Jinni Boyd,Tier 1,2019-01-24,Case-1-0011U00000Kss4jQAB,High,2020-05-25
0011U00000KuWpYQAV,Growth,2018-11-26,Affluent Professionals,Fredericka Mccullough,Tier 3,2019-01-22,Case-6-0011U00000KuWpYQAV,High,2020-05-25
0011U00000KuFXHQA3,Income,2018-11-22,Affluent Professionals,Hedley Church,Tier 1,2019-01-23,Case-4-0011U00000KuFXHQA3,Medium,2020-05-25
0011U00000KuFXHQA3,Income,2018-11-22,Affluent Professionals,Hedley Church,Tier 1,2019-01-22,Case-5-0011U00000KuFXHQA3,Medium,2020-05-25
0011U00000KuFXJQA3,Growth,2019-01-14,Mass Market,Zane Cervantes,Tier 1,2019-01-24,Case-6-0011U00000KuFXJQA3,Medium,2020-05-25
0011U00000KuFXJQA3,Growth,2019-01-14,Mass Market,Zane Cervantes,Tier 1,2019-01-22,Case-7-0011U00000KuFXJQA3,High,2020-05-25
0011U00000KuFXKQA3,Balanced Growth,2019-01-08,Affluent Professionals,Carissa Mckee,Tier 2,2019-01-27,Case-7-0011U00000KuFXKQA3,Medium,2020-05-25
0011U00000KuFXKQA3,Balanced Growth,2019-01-08,Affluent Professionals,Carissa Mckee,Tier 2,2019-01-27,Case-8-0011U00000KuFXKQA3,Medium,2020-05-25
0011U00000KuFXLQA3,Aggressive Growth,2018-11-22,Mass Market,Akeem Head,Tier 3,2019-01-26,Case-4-0011U00000KuFXLQA3,High,2020-05-25
0011U00000KuFXMQA3,Growth,2018-11-19,Retired,Quinn Cummings,Tier 1,2019-01-24,Case-8-0011U00000KuFXMQA3,High,2020-05-25
0011U00000KuFXMQA3,Growth,2018-11-19,Retired,Quinn Cummings,Tier 1,2019-01-23,Case-9-0011U00000KuFXMQA3,High,2020-05-25
0011U00000KuFXQQA3,Income,2018-11-23,Mass Market,Ebony Ramsey,Tier 3,2019-01-25,Case-2-0011U00000KuFXQQA3,Medium,2020-05-25
0011U00000KuFXSQA3,Growth,2019-01-11,Affluent Professionals,Zeph Mcmahon,Tier 3,2019-01-22,Case-9-0011U00000KuFXSQA3,High,2020-05-25
0011U00000KuFXTQA3,Aggressive Growth,2018-11-21,High Net Worth Families,Aquila Mejia,Tier 1,2019-01-27,Case-2-0011U00000KuFXTQA3,High,2020-05-25
0011U00000KuFXTQA3,Aggressive Growth,2018-11-21,High Net Worth Families,Aquila Mejia,Tier 1,2019-01-24,Case-3-0011U00000KuFXTQA3,Medium,2020-05-25
0011U00000KuFXWQA3,Growth,2018-11-20,Mass Market,Grant Cline,Tier 1,2019-01-23,Case-4-0011U00000KuFXWQA3,Medium,2020-05-25
0011U00000KuFXWQA3,Growth,2018-11-20,Mass Market,Grant Cline,Tier 1,2019-01-25,Case-5-0011U00000KuFXWQA3,Medium,2020-05-25
0011U00000KuFXYQA3,Growth,2018-11-24,Mass Market,Elizabeth Avila,Tier 3,2019-01-26,Case-4-0011U00000KuFXYQA3,Medium,2020-05-25
0011U00000KuFXZQA3,Aggressive Growth,2018-12-31,High Net Worth Families,Pamela Ayala,Tier 1,2019-01-22,Case-3-0011U00000KuFXZQA3,Low,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,2018-11-26,Millennials,Kato Vega,Tier 1,2019-01-27,Case-6-0011U00000KuFXbQAN,Low,2020-05-25
0011U00000KuFXcQAN,Income,2018-11-25,Mass Market,Travis Jacobson,Tier 3,2019-01-25,Case-9-0011U00000KuFXcQAN,Medium,2020-05-25
0011U00000KuFXcQAN,Income,2018-11-25,Mass Market,Travis Jacobson,Tier 3,2019-01-27,Case-10-0011U00000KuFXcQAN,Medium,2020-05-25
0011U00000KuFXdQAN,Income,2018-11-26,Mass Market,Penelope Solis,Tier 1,2019-01-25,Case-8-0011U00000KuFXdQAN,Medium,2020-05-25
0011U00000KuFXdQAN,Income,2018-11-26,Mass Market,Penelope Solis,Tier 1,2019-01-24,Case-9-0011U00000KuFXdQAN,High,2020-05-25
0011U00000KuFXgQAN,Balanced Growth,2018-11-09,Millennials,Palmer Macdonald,Tier 1,2019-01-22,Case-6-0011U00000KuFXgQAN,Low,2020-05-25
0011U00000KuFXlQAN,Growth,2018-11-17,Mass Market,Wade Greer,Tier 3,2019-01-27,Case-8-0011U00000KuFXlQAN,Medium,2020-05-25
0011U00000KuFXlQAN,Growth,2018-11-17,Mass Market,Wade Greer,Tier 3,2019-01-23,Case-9-0011U00000KuFXlQAN,Medium,2020-05-25
0011U00000KuFXoQAN,Income,2018-11-07,High Net Worth Families,Meredith Lowe,Tier 1,2019-01-26,Case-3-0011U00000KuFXoQAN,Medium,2020-05-25
0011U00000KuFXoQAN,Income,2018-11-07,High Net Worth Families,Meredith Lowe,Tier 1,2019-01-24,Case-4-0011U00000KuFXoQAN,Low,2020-05-25
0011U00000KuFXqQAN,Income,2018-11-05,Mass Market,Ryder Velez,Tier 2,2019-01-27,Case-4-0011U00000KuFXqQAN,Medium,2020-05-25
0011U00000KuFXrQAN,Aggressive Growth,2018-11-26,Mass Market,Priscilla Jimenez,Tier 2,2019-01-23,Case-8-0011U00000KuFXrQAN,Low,2020-05-25
0011U00000KuFXrQAN,Aggressive Growth,2018-11-26,Mass Market,Priscilla Jimenez,Tier 2,2019-01-23,Case-9-0011U00000KuFXrQAN,Medium,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2019-01-25,Case-8-0011U00000KuFXsQAN,High,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2019-01-23,Case-9-0011U00000KuFXsQAN,Medium,2020-05-25
0011U00000KuFXtQAN,Balanced Growth,2018-11-10,Millennials,Blaze Pennington,Tier 1,2019-01-23,Case-4-0011U00000KuFXtQAN,Medium,2020-05-25
0011U00000KuFXuQAN,Aggressive Growth,2018-11-17,Mass Market,Marvin Garcia,Tier 1,2019-01-27,Case-5-0011U00000KuFXuQAN,Low,2020-05-25
0011U00000KuFXuQAN,Aggressive Growth,2018-11-17,Mass Market,Marvin Garcia,Tier 1,2019-01-24,Case-6-0011U00000KuFXuQAN,Medium,2020-05-25
0011U00000KuFXvQAN,Income,2018-11-24,High Net Worth Families,Odysseus Grimes,Tier 3,2019-01-23,Case-5-0011U00000KuFXvQAN,Medium,2020-05-25
0011U00000KuFXwQAN,Balanced Growth,2019-01-10,Retired,Genevieve Bauer,Tier 3,2019-01-25,Case-5-0011U00000KuFXwQAN,Low,2020-05-25
0011U00000KuFXzQAN,Growth,2018-11-25,Millennials,Seth Frost,Tier 1,2019-01-22,Case-4-0011U00000KuFXzQAN,High,2020-05-25
0011U00000KuFXzQAN,Growth,2018-11-25,Millennials,Seth Frost,Tier 1,2019-01-22,Case-5-0011U00000KuFXzQAN,Medium,2020-05-25
0011U00000KuFY3QAN,Aggressive Growth,2019-01-05,High Net Worth Families,Amos May,Tier 2,2019-01-22,Case-4-0011U00000KuFY3QAN,High,2020-05-25
0011U00000KuFY5QAN,Aggressive Growth,2018-11-26,Millennials,Declan Leblanc,Tier 3,2019-01-24,Case-3-0011U00000KuFY5QAN,Medium,2020-05-25
0011U00000KuFY6QAN,Growth,2018-11-20,Millennials,Angelica Herman,Tier 2,2019-01-22,Case-4-0011U00000KuFY6QAN,Medium,2020-05-25
0011U00000KuFY7QAN,Income,2018-11-20,Mass Market,Brielle Lynn,Tier 2,2019-01-26,Case-6-0011U00000KuFY7QAN,Medium,2020-05-25
0011U00000KuFY7QAN,Income,2018-11-20,Mass Market,Brielle Lynn,Tier 2,2019-01-24,Case-7-0011U00000KuFY7QAN,Medium,2020-05-25
0011U00000KuFY8QAN,Income,2018-11-10,Retired,Ava Bean,Tier 2,2019-01-23,Case-1-0011U00000KuFY8QAN,Low,2020-05-25
0011U00000KuFY8QAN,Income,2018-11-10,Retired,Ava Bean,Tier 2,2019-01-23,Case-2-0011U00000KuFY8QAN,Low,2020-05-25
0011U00000KuFY9QAN,Income,2018-11-20,High Net Worth Families,Ruby Vargas,Tier 1,2019-01-25,Case-2-0011U00000KuFY9QAN,Low,2020-05-25
0011U00000KuFY9QAN,Income,2018-11-20,High Net Worth Families,Ruby Vargas,Tier 1,2019-01-27,Case-3-0011U00000KuFY9QAN,Medium,2020-05-25
0011U00000KuFYDQA3,Growth,2018-11-18,Affluent Professionals,Ulysses Hale,Tier 2,2019-01-22,Case-4-0011U00000KuFYDQA3,Medium,2020-05-25
0011U00000KuFYEQA3,Income,2018-11-06,Retired,Reuben Roman,Tier 1,2019-01-27,Case-4-0011U00000KuFYEQA3,Low,2020-05-25
0011U00000KuFYFQA3,Aggressive Growth,2018-11-26,Affluent Professionals,Chloe Knox,Tier 1,2019-01-25,Case-6-0011U00000KuFYFQA3,Medium,2020-05-25
0011U00000KuFYHQA3,Aggressive Growth,2018-12-27,Millennials,Shelly Fowler,Tier 1,2019-01-24,Case-3-0011U00000KuFYHQA3,Low,2020-05-25
0011U00000KuFYHQA3,Aggressive Growth,2018-12-27,Millennials,Shelly Fowler,Tier 1,2019-01-25,Case-4-0011U00000KuFYHQA3,Low,2020-05-25
0011U00000KuFYKQA3,Aggressive Growth,2018-11-22,Millennials,Cathleen Mcconnell,Tier 1,2019-01-25,Case-3-0011U00000KuFYKQA3,High,2020-05-25
0011U00000KuFYNQA3,Balanced Growth,2018-11-21,Affluent Professionals,Raphael Snider,Tier 3,2019-01-27,Case-6-0011U00000KuFYNQA3,Medium,2020-05-25
0011U00000KuFYNQA3,Balanced Growth,2018-11-21,Affluent Professionals,Raphael Snider,Tier 3,2019-01-23,Case-7-0011U00000KuFYNQA3,Medium,2020-05-25
0011U00000KuFYOQA3,Income,2018-11-14,Millennials,Slade Lindsay,Tier 2,2019-01-22,Case-4-0011U00000KuFYOQA3,Medium,2020-05-25
0011U00000KuFYPQA3,Growth,2018-11-19,Mass Market,Roth Guy,Tier 2,2019-01-27,Case-3-0011U00000KuFYPQA3,High,2020-05-25
0011U00000KuFYPQA3,Growth,2018-11-19,Mass Market,Roth Guy,Tier 2,2019-01-22,Case-4-0011U00000KuFYPQA3,Medium,2020-05-25
0011U00000KuFYQQA3,Aggressive Growth,2018-11-26,Retired,Autumn Perry,Tier 1,2019-01-27,Case-4-0011U00000KuFYQQA3,Medium,2020-05-25
0011U00000KuFYQQA3,Aggressive Growth,2018-11-26,Retired,Autumn Perry,Tier 1,2019-01-25,Case-5-0011U00000KuFYQQA3,High,2020-05-25
0011U00000KuFYSQA3,Income,2018-12-30,Affluent Professionals,Nicole Savage,Tier 1,2019-01-23,Case-4-0011U00000KuFYSQA3,Medium,2020-05-25
0011U00000KuFYSQA3,Income,2018-12-30,Affluent Professionals,Nicole Savage,Tier 1,2019-01-22,Case-5-0011U00000KuFYSQA3,Medium,2020-05-25
0011U00000KuFYTQA3,Balanced Growth,2019-01-14,Millennials,Stephen Pittman,Tier 2,2019-01-24,Case-5-0011U00000KuFYTQA3,Medium,2020-05-25
0011U00000KuFYUQA3,Balanced Growth,2018-11-22,High Net Worth Families,Inga Moss,Tier 1,2019-01-26,Case-4-0011U00000KuFYUQA3,Medium,2020-05-25
0011U00000KuFYUQA3,Balanced Growth,2018-11-22,High Net Worth Families,Inga Moss,Tier 1,2019-01-27,Case-5-0011U00000KuFYUQA3,Medium,2020-05-25
0011U00000KuFYWQA3,Aggressive Growth,2018-11-26,High Net Worth Families,Brian Williamson,Tier 1,2019-01-23,Case-5-0011U00000KuFYWQA3,Medium,2020-05-25
0011U00000KuFYWQA3,Aggressive Growth,2018-11-26,High Net Worth Families,Brian Williamson,Tier 1,2019-01-26,Case-6-0011U00000KuFYWQA3,High,2020-05-25
0011U00000KuFYXQA3,Balanced Growth,2018-11-25,Millennials,Tarik Mercer,Tier 3,2019-01-23,Case-8-0011U00000KuFYXQA3,Low,2020-05-25
0011U00000KuFYXQA3,Balanced Growth,2018-11-25,Millennials,Tarik Mercer,Tier 3,2019-01-25,Case-9-0011U00000KuFYXQA3,Medium,2020-05-25
0011U00000KuFYYQA3,Growth,2018-11-23,Retired,Gary Prince,Tier 2,2019-01-23,Case-0-0011U00000KuFYYQA3,Medium,2020-05-25
0011U00000KuFYaQAN,Income,2018-11-23,Mass Market,Drake Branch,Tier 2,2019-01-26,Case-6-0011U00000KuFYaQAN,Medium,2020-05-25
0011U00000KuFYbQAN,Aggressive Growth,2018-10-28,Millennials,Penelope Briggs,Tier 3,2019-01-26,Case-5-0011U00000KuFYbQAN,Medium,2020-05-25
0011U00000KuFYbQAN,Aggressive Growth,2018-10-28,Millennials,Penelope Briggs,Tier 3,2019-01-22,Case-6-0011U00000KuFYbQAN,Low,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,2018-11-17,Retired,Basil Moran,Tier 3,2019-01-22,Case-4-0011U00000KuFYcQAN,High,2020-05-25
0011U00000KuFYdQAN,Growth,2018-11-07,Mass Market,Yuri Hensley,Tier 3,2019-01-22,Case-2-0011U00000KuFYdQAN,Medium,2020-05-25
0011U00000KuFYfQAN,Aggressive Growth,2018-11-22,Mass Market,Raja Oneal,Tier 3,2019-01-22,Case-6-0011U00000KuFYfQAN,High,2020-05-25
0011U00000KuFYgQAN,Balanced Growth,2018-11-24,Millennials,Edan Downs,Tier 1,2019-01-25,Case-6-0011U00000KuFYgQAN,Medium,2020-05-25
0011U00000KuFYiQAN,Aggressive Growth,2018-11-13,Retired,Selma Dodson,Tier 2,2019-01-23,Case-7-0011U00000KuFYiQAN,High,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,2019-01-11,Affluent Professionals,Abraham Tyler,Tier 3,2019-01-23,Case-5-0011U00000KuFYjQAN,High,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,2019-01-11,Affluent Professionals,Abraham Tyler,Tier 3,2019-01-24,Case-6-0011U00000KuFYjQAN,High,2020-05-25
0011U00000KuFYkQAN,Balanced Growth,2019-01-11,Affluent Professionals,Harlan Noel,Tier 1,2019-01-25,Case-8-0011U00000KuFYkQAN,High,2020-05-25
0011U00000KuFYlQAN,Income,2018-11-30,High Net Worth Families,Maryam Ramsey,Tier 3,2019-01-24,Case-4-0011U00000KuFYlQAN,Medium,2020-05-25
0011U00000KuFYlQAN,Income,2018-11-30,High Net Worth Families,Maryam Ramsey,Tier 3,2019-01-24,Case-5-0011U00000KuFYlQAN,Medium,2020-05-25
0011U00000KuFYnQAN,Balanced Growth,2018-11-21,Millennials,Kirestin Wilkins,Tier 1,2019-01-27,Case-5-0011U00000KuFYnQAN,Medium,2020-05-25
0011U00000KuFYnQAN,Balanced Growth,2018-11-21,Millennials,Kirestin Wilkins,Tier 1,2019-01-27,Case-6-0011U00000KuFYnQAN,High,2020-05-25
0011U00000KuFYpQAN,Income,2019-01-10,Millennials,Nell Alford,Tier 1,2019-01-25,Case-1-0011U00000KuFYpQAN,Low,2020-05-25
0011U00000KuFYpQAN,Income,2019-01-10,Millennials,Nell Alford,Tier 1,2019-01-23,Case-2-0011U00000KuFYpQAN,Low,2020-05-25
0011U00000KuFYtQAN,Income,2018-12-20,Retired,Fuller Cooley,Tier 3,2019-01-27,Case-0-0011U00000KuFYtQAN,Low,2020-05-25
0011U00000KuFYvQAN,Aggressive Growth,2018-12-28,Millennials,Ruby Gay,Tier 2,2019-01-27,Case-2-0011U00000KuFYvQAN,Medium,2020-05-25
0011U00000KuFYwQAN,Balanced Growth,2018-12-28,Millennials,Armand Knowles,Tier 3,2019-01-23,Case-3-0011U00000KuFYwQAN,Medium,2020-05-25
0011U00000KuFYwQAN,Balanced Growth,2018-12-28,Millennials,Armand Knowles,Tier 3,2019-01-25,Case-4-0011U00000KuFYwQAN,Medium,2020-05-25
0011U00000KuFYyQAN,Growth,2019-01-13,Affluent Professionals,Lacey Snider,Tier 3,2019-01-26,Case-1-0011U00000KuFYyQAN,Low,2020-05-25
0011U00000KuFYyQAN,Growth,2019-01-13,Affluent Professionals,Lacey Snider,Tier 3,2019-01-24,Case-2-0011U00000KuFYyQAN,Low,2020-05-25
0011U00000Kcp1JQAR,Growth,2018-11-25,Millennials,Adams Charitable Trust,Tier 1,2019-01-30,Case-10-0011U00000Kcp1JQAR,High,2020-05-25
0011U00000Kcp1JQAR,Growth,2018-11-25,Millennials,Adams Charitable Trust,Tier 1,2019-01-29,Case-11-0011U00000Kcp1JQAR,Low,2020-05-25
0011U00000Kcp1KQAR,Balanced Growth,2018-11-25,Millennials,Adams Household,Tier 1,2019-02-02,Case-5-0011U00000Kcp1KQAR,Medium,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2019-02-02,Case-12-0011U00000Kcp1LQAR,Medium,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,2018-11-24,Affluent Professionals,"Smith, Kohl and Company",Tier 3,2019-01-29,Case-7-0011U00000Kcp1OQAR,High,2020-05-25
0011U00000Kcp1OQAR,Aggressive Growth,2018-11-24,Affluent Professionals,"Smith, Kohl and Company",Tier 3,2019-02-02,Case-8-0011U00000Kcp1OQAR,High,2020-05-25
0011U00000Kcp1PQAR,Income,2018-11-12,Mass Market,Symonds Household,Tier 3,2019-01-30,Case-11-0011U00000Kcp1PQAR,High,2020-05-25
0011U00000Kcp1PQAR,Income,2018-11-12,Mass Market,Symonds Household,Tier 3,2019-02-02,Case-12-0011U00000Kcp1PQAR,Medium,2020-05-25
0011U00000Kss4jQAB,Balanced Growth,2018-11-17,Mass Market,Jinni Boyd,Tier 1,2019-02-01,Case-2-0011U00000Kss4jQAB,Low,2020-05-25
0011U00000Kss4jQAB,Balanced Growth,2018-11-17,Mass Market,Jinni Boyd,Tier 1,2019-02-01,Case-3-0011U00000Kss4jQAB,Medium,2020-05-25
0011U00000KuWpYQAV,Growth,2018-11-26,Affluent Professionals,Fredericka Mccullough,Tier 3,2019-02-02,Case-7-0011U00000KuWpYQAV,High,2020-05-25
0011U00000KuFXHQA3,Income,2018-11-22,Affluent Professionals,Hedley Church,Tier 1,2019-01-30,Case-6-0011U00000KuFXHQA3,Medium,2020-05-25
0011U00000KuFXHQA3,Income,2018-11-22,Affluent Professionals,Hedley Church,Tier 1,2019-02-01,Case-7-0011U00000KuFXHQA3,High,2020-05-25
0011U00000KuFXJQA3,Growth,2019-01-14,Mass Market,Zane Cervantes,Tier 1,2019-02-02,Case-8-0011U00000KuFXJQA3,Low,2020-05-25
0011U00000KuFXJQA3,Growth,2019-01-14,Mass Market,Zane Cervantes,Tier 1,2019-01-31,Case-9-0011U00000KuFXJQA3,Medium,2020-05-25
0011U00000KuFXLQA3,Aggressive Growth,2018-11-22,Mass Market,Akeem Head,Tier 3,2019-02-02,Case-5-0011U00000KuFXLQA3,Low,2020-05-25
0011U00000KuFXLQA3,Aggressive Growth,2018-11-22,Mass Market,Akeem Head,Tier 3,2019-02-01,Case-6-0011U00000KuFXLQA3,High,2020-05-25
0011U00000KuFXOQA3,Balanced Growth,2019-01-09,High Net Worth Families,Alfreda Pierce,Tier 3,2019-01-31,Case-2-0011U00000KuFXOQA3,High,2020-05-25
0011U00000KuFXPQA3,Income,2018-12-16,Retired,Erich Grimes,Tier 1,2019-02-02,Case-8-0011U00000KuFXPQA3,Medium,2020-05-25
0011U00000KuFXRQA3,Growth,2018-11-26,Affluent Professionals,Sloane Holland,Tier 1,2019-02-02,Case-4-0011U00000KuFXRQA3,Medium,2020-05-25
0011U00000KuFXRQA3,Growth,2018-11-26,Affluent Professionals,Sloane Holland,Tier 1,2019-01-30,Case-5-0011U00000KuFXRQA3,High,2020-05-25
0011U00000KuFXTQA3,Aggressive Growth,2018-11-21,High Net Worth Families,Aquila Mejia,Tier 1,2019-02-01,Case-4-0011U00000KuFXTQA3,Medium,2020-05-25
0011U00000KuFXUQA3,Growth,2018-11-19,Millennials,Britanni Garcia,Tier 1,2019-01-31,Case-8-0011U00000KuFXUQA3,Low,2020-05-25
0011U00000KuFXUQA3,Growth,2018-11-19,Millennials,Britanni Garcia,Tier 1,2019-02-03,Case-9-0011U00000KuFXUQA3,Medium,2020-05-25
0011U00000KuFXVQA3,Aggressive Growth,2019-01-10,Mass Market,Abel Sanchez,Tier 2,2019-01-30,Case-7-0011U00000KuFXVQA3,High,2020-05-25
0011U00000KuFXWQA3,Growth,2018-11-20,Mass Market,Grant Cline,Tier 1,2019-02-03,Case-6-0011U00000KuFXWQA3,High,2020-05-25
0011U00000KuFXWQA3,Growth,2018-11-20,Mass Market,Grant Cline,Tier 1,2019-01-29,Case-7-0011U00000KuFXWQA3,High,2020-05-25
0011U00000KuFXYQA3,Growth,2018-11-24,Mass Market,Elizabeth Avila,Tier 3,2019-02-02,Case-5-0011U00000KuFXYQA3,High,2020-05-25
0011U00000KuFXZQA3,Aggressive Growth,2018-12-31,High Net Worth Families,Pamela Ayala,Tier 1,2019-01-30,Case-4-0011U00000KuFXZQA3,Low,2020-05-25
0011U00000KuFXcQAN,Income,2018-11-25,Mass Market,Travis Jacobson,Tier 3,2019-01-31,Case-11-0011U00000KuFXcQAN,Medium,2020-05-25
0011U00000KuFXdQAN,Income,2018-11-26,Mass Market,Penelope Solis,Tier 1,2019-02-03,Case-10-0011U00000KuFXdQAN,Medium,2020-05-25
0011U00000KuFXdQAN,Income,2018-11-26,Mass Market,Penelope Solis,Tier 1,2019-02-02,Case-11-0011U00000KuFXdQAN,Medium,2020-05-25
0011U00000KuFXgQAN,Balanced Growth,2018-11-09,Millennials,Palmer Macdonald,Tier 1,2019-01-29,Case-7-0011U00000KuFXgQAN,Medium,2020-05-25
0011U00000KuFXgQAN,Balanced Growth,2018-11-09,Millennials,Palmer Macdonald,Tier 1,2019-02-02,Case-8-0011U00000KuFXgQAN,Medium,2020-05-25
0011U00000KuFXhQAN,Balanced Growth,2018-11-24,Retired,Brett Beard,Tier 1,2019-01-29,Case-11-0011U00000KuFXhQAN,High,2020-05-25
0011U00000KuFXmQAN,Balanced Growth,2018-12-18,Mass Market,Ferris King,Tier 3,2019-01-29,Case-5-0011U00000KuFXmQAN,Low,2020-05-25
0011U00000KuFXmQAN,Balanced Growth,2018-12-18,Mass Market,Ferris King,Tier 3,2019-01-29,Case-6-0011U00000KuFXmQAN,Low,2020-05-25
0011U00000KuFXoQAN,Income,2018-11-07,High Net Worth Families,Meredith Lowe,Tier 1,2019-02-01,Case-5-0011U00000KuFXoQAN,Medium,2020-05-25
0011U00000KuFXoQAN,Income,2018-11-07,High Net Worth Families,Meredith Lowe,Tier 1,2019-02-02,Case-6-0011U00000KuFXoQAN,Medium,2020-05-25
0011U00000KuFXrQAN,Aggressive Growth,2018-11-26,Mass Market,Priscilla Jimenez,Tier 2,2019-01-31,Case-10-0011U00000KuFXrQAN,Low,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2019-02-01,Case-10-0011U00000KuFXsQAN,Medium,2020-05-25
