"OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","ACCOUNTSERVICEMODEL","CREATEDDATE","OWNERCITY","STATUS","ACCOUNTOWNERNAME","RECORDTYPENAME","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","ID","TYPE","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","SUBJECT","OWNEREMAIL","ACCOUNTAUM"
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-09","Event","Tier 2","2019-07-29","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFXKQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-4-0011U00000KuFXKQA3","Other","Balanced Growth","Onboarding","Event","Carissa Mckee","Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",297066
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-07-20","High","Tier 1","2019-07-29","San Francisco","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXMQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFXMQA3","Other","Growth","Onboarding","Task","Quinn Cummings","Inexperienced","2020-05-25","Retired","Brenda Banker","Evaluate Refinancing Loan","sunil.dixit@example.com",248359
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-25","Event","Tier 1","2019-07-29","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFXRQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFXRQA3","Other","Growth","Onboarding","Event","Sloane Holland","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Sync Up","allen.advisor@example.com",682189
"0051U000005KhW6QAK","Individual","Customer","NY","2019-07-05","Normal","Tier 1","2019-07-29","New York","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXUQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-2-0011U00000KuFXUQA3","Meeting","Growth","Prospecting","Task","Britanni Garcia","Moderately Experienced","2020-05-25","Millennials","Mark Garet","Lunch Meeting","mark.garet@example.com",463098
"0051U000005L4E9QAK","Individual","Customer","CA","2019-07-14","Event","Tier 3","2019-07-29","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFXYQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFXYQA3","Call","Growth","Client Retention","Event","Elizabeth Avila","Inexperienced","2020-05-25","Mass Market","Brenda Banker","Call Elizabeth Avila","sunil.dixit@example.com",417597
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-27","Event","Tier 1","2019-07-29","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFXdQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFXdQAN","Email","Income","Onboarding","Event","Penelope Solis","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Sync Up","allen.advisor@example.com",494272
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-07-09","Event","Tier 2","2019-07-29","Florida","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFXjQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-4-0011U00000KuFXjQAN","Other","Aggressive Growth","Onboarding","Event","Dorian Newton","Inexperienced","2020-05-25","Mass Market","Chelsea Advisor","Send Birthday Gift","ryan.dobson@example.com",329759
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-07-14","Event","Tier 2","2019-07-29","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFXkQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-3-0011U00000KuFXkQAN","Email","Aggressive Growth","Prospecting","Event","Idola Le","Inexperienced","2020-05-25","Affluent Professionals","Brenda Banker","Evaluate Refinancing Loan","sunil.dixit@example.com",708900
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-07-12","High","Tier 3","2019-07-29","San Francisco","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXlQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFXlQAN","Call","Growth","Service","Call","Wade Greer","Moderately Experienced","2020-05-25","Mass Market","Brenda Banker","Call Wade Greer","sunil.dixit@example.com",667616
"0051U000005KhW6QAK","Person Account","Customer","NY","2019-07-03","Normal","Tier 1","2019-07-29","New York","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXuQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-3-0011U00000KuFXuQAN","Call","Aggressive Growth","Onboarding","Call","Marvin Garcia","Experienced","2020-05-25","Mass Market","Mark Garet","Call Marvin Garcia","mark.garet@example.com",680304
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-22","High","Tier 3","2019-07-29","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXvQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFXvQAN","Other","Income","Service","Task","Odysseus Grimes","Moderately Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Sync Up","allen.advisor@example.com",583768
"0051U000005L4E9QAK","Household","Customer","CA","2019-06-30","Event","Tier 2","2019-07-29","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFYBQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFYBQA3","Call","Growth","Prospecting","Event","Lynn Davidson","Moderately Inexperienced","2020-05-25","Affluent Professionals","Brenda Banker","Call Lynn Davidson","sunil.dixit@example.com",524420
"0051U000005L4E9QAK","Household","Customer","CA","2019-07-21","High","Tier 2","2019-07-29","San Francisco","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYCQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFYCQA3","Call","Aggressive Growth","Prospecting","Call","Evangeline Christian","Inexperienced","2020-05-25","Millennials","Brenda Banker","Call Evangeline Christian","sunil.dixit@example.com",295663
"0051U000005JQyrQAG","Individual","Customer","IL","2019-07-27","Event","Tier 1","2019-07-29","Chicago","Event","Mark Garet","Advisor Event","Manager","Call","0011U00000KuFYEQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYEQA3","Call","Income","Prospecting","Event","Reuben Roman","Moderately Inexperienced","2020-05-25","Retired","Allen Advisor","Call Reuben Roman","allen.advisor@example.com",302905
"0051U000005L6eJQAS","Household","Customer","FL","2019-07-18","High","Tier 2","2019-07-29","Florida","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYGQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-4-0011U00000KuFYGQA3","Meeting","Income","Client Retention","Task","Caleb Mccray","Inexperienced","2020-05-25","Millennials","Chelsea Advisor","Send Birthday Gift","ryan.dobson@example.com",543266
"0051U000005JQyrQAG","Individual","Customer","IL","2019-07-10","Event","Tier 2","2019-07-29","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYOQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFYOQA3","Other","Income","Client Retention","Event","Slade Lindsay","Moderately Inexperienced","2020-05-25","Millennials","Allen Advisor","Summit","allen.advisor@example.com",249336
"0051U000005L6eJQAS","Individual","Customer","FL","2019-07-08","High","Tier 1","2019-07-29","Florida","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYQQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-2-0011U00000KuFYQQA3","Other","Aggressive Growth","Client Retention","Task","Autumn Perry","Moderately Experienced","2020-05-25","Retired","Chelsea Advisor","Quarterly Earnings Summary","ryan.dobson@example.com",465685
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-05","Event","Tier 2","2019-07-29","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFYTQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYTQA3","Email","Balanced Growth","Service","Event","Stephen Pittman","Experienced","2020-05-25","Millennials","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",152528
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-27","Event","Tier 3","2019-07-29","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYXQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYXQA3","Other","Balanced Growth","Onboarding","Event","Tarik Mercer","Moderately Inexperienced","2020-05-25","Millennials","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",745731
"0051U000005L6eJQAS","Household","Customer","FL","2019-07-13","Event","Tier 1","2019-07-29","Florida","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFYZQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFYZQA3","Email","Income","Onboarding","Event","Clementine Hughes","Inexperienced","2020-05-25","Retired","Chelsea Advisor","Lunch Meeting","ryan.dobson@example.com",233467
"0051U000005JQyrQAG","Individual","Customer","IL","2019-07-13","Event","Tier 2","2019-07-29","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFYaQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFYaQAN","Email","Income","Service","Event","Drake Branch","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Lunch Meeting","allen.advisor@example.com",56563
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-07-18","Normal","Tier 3","2019-07-29","San Francisco","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYbQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-4-0011U00000KuFYbQAN","Call","Aggressive Growth","Onboarding","Call","Penelope Briggs","Experienced","2020-05-25","Millennials","Brenda Banker","Call Penelope Briggs","sunil.dixit@example.com",337409
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-23","High","Tier 1","2019-07-29","Chicago","Not Started","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFYnQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYnQAN","Meeting","Balanced Growth","Onboarding","Task","Kirestin Wilkins","Inexperienced","2020-05-25","Millennials","Allen Advisor","Discussion","allen.advisor@example.com",131621
"0051U000005L4E9QAK","Household","Customer","CA","2019-07-03","Event","Tier 3","2019-07-29","San Francisco","Event","Mark Garet","Advisor Event","Manager","Event","0011U00000KuFYsQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFYsQAN","Email","Aggressive Growth","Service","Event","Gavin Blevins","Inexperienced","2020-05-25","Affluent Professionals","Brenda Banker","Quarterly Earnings Summary","sunil.dixit@example.com",856726
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-07-05","High","Tier 3","2019-07-29","Florida","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYtQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-2-0011U00000KuFYtQAN","Call","Income","Prospecting","Call","Fuller Cooley","Experienced","2020-05-25","Retired","Chelsea Advisor","Call Fuller Cooley","ryan.dobson@example.com",202649
"0051U000005JQyrQAG","Household","Customer","IL","2019-07-03","High","Tier 3","2019-07-29","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYuQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYuQAN","Meeting","Growth","Service","Task","Mannix Best","Experienced","2020-05-25","High Net Worth Families","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",454297
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-22","Event","Tier 3","2019-07-29","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYwQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFYwQAN","Email","Balanced Growth","Onboarding","Event","Armand Knowles","Moderately Inexperienced","2020-05-25","Millennials","Allen Advisor","Sync Up","allen.advisor@example.com",832843
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-07-21","Event","Tier 3","2019-07-29","Florida","Event","Brenda Banker","Advisor Event","Manager","Call","0011U00000KuFYyQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-3-0011U00000KuFYyQAN","Call","Growth","Client Retention","Event","Lacey Snider","Experienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Call Lacey Snider","ryan.dobson@example.com",925887
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-07-13","Event","Tier 3","2019-07-29","San Francisco","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFYzQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFYzQAN","Meeting","Balanced Growth","Client Retention","Event","Sacha Mooney","Moderately Inexperienced","2020-05-25","Retired","Brenda Banker","Quarterly Earnings Summary","sunil.dixit@example.com",307566
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-05","High","Tier 1","2019-07-29","Chicago","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZ0QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZ0QAN","Email","Income","Service","Task","Keaton Lang","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Discussion","allen.advisor@example.com",497458
"0051U000005JQyrQAG","Individual","Customer","IL","2019-07-14","Normal","Tier 3","2019-07-29","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZ2QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZ2QAN","Email","Growth","Service","Task","Ori Copeland","Experienced","2020-05-25","High Net Worth Families","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",370497
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-01","High","Tier 1","2019-07-29","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZ3QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZ3QAN","Email","Balanced Growth","Prospecting","Task","Brady Frazier","Moderately Experienced","2020-05-25","Millennials","Allen Advisor","Sync Up","allen.advisor@example.com",399491
"0051U000005KhW6QAK","Individual","Customer","NY","2019-07-06","Event","Tier 2","2019-07-29","New York","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFZ4QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-1-0011U00000KuFZ4QAN","Other","Income","Prospecting","Event","Fitzgerald Coffey","Inexperienced","2020-05-25","Mass Market","Mark Garet","Sync Up","mark.garet@example.com",616609
"0051U000005JQyrQAG","Household","Customer","IL","2019-07-04","Event","Tier 1","2019-07-29","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZ7QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZ7QAN","Email","Growth","Client Retention","Event","Kirk Walton","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Summit","allen.advisor@example.com",51986
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-04","Event","Tier 2","2019-07-29","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFZAQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZAQA3","Email","Aggressive Growth","Prospecting","Event","Constance Gill","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",623529
"0051U000005L4E9QAK","Household","Customer","CA","2019-07-11","Event","Tier 1","2019-07-29","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFZGQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFZGQA3","Call","Aggressive Growth","Prospecting","Event","Richard Cameron","Experienced","2020-05-25","Mass Market","Brenda Banker","Call Richard Cameron","sunil.dixit@example.com",425531
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-19","High","Tier 2","2019-07-29","Chicago","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFZLQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZLQA3","Email","Aggressive Growth","Service","Task","Nathan Bryant","Inexperienced","2020-05-25","Retired","Allen Advisor","Discussion","allen.advisor@example.com",242722
