"OWNERID","PRIMARYCONTACTGENDER","ACCOUNTNUMBER","OWNERSTATE","RISKTOLERANCE","INVESTMENTOBJECTIVES","AUMBUCKET","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","OWNERSMALLPHOTOURL","ID","HOUSEHOLDCOMPUTED","REVIEWFREQUENCY","BILLINGSTATE","CLIENTCATEGORYCUSTOM","NEXTREVIEW","OWNERNAME","NAME","LEADORCONTACTID","NETWORTHBUCKET","OWNEREMAIL","ROLLUPHOUSEHOLDNAME","AGEBUCKET","PHONE","SERVICEMODEL","FINANCIALINTERESTS","CREATEDDATE","OWNERCITY","MARKETINGSEGMENT","SAMPLEACCOUNT","INVESTMENTEXPERIENCE","LastProcessedDate","LASTINTERACTION","PRIMARYCONTACTEMAIL","BILLINGPOSTALCODE","CLIENTCATEGORY","LASTREVIEW","BILLINGCOUNTRY","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","HOUSEHOLDSIZETEXT","TOTALHELDFINACCTSPRIMARYOWNER","AUA","HOUSEHOLDSIZE","AUM","YEARSSINCECLIENT","TOTALAUMPRIMARYOWNER","TOTALHELDFINACCTSJOINTOWNER","PRIMARYCONTACTAGE","WALLETSHARE","HELDAWAY","DAYSSINCELASTINTERACTION","TOTALAUMJOINTOWNER","TOTALFINACCTSJOINTOWNER","TOTALNUMBEROFFINACCOUNTSPRIMARYOWNER","PRIMARYCONTACTANNUALINCOME","TOTALFINANCIALACCOUNTS","TOTALFINACCTSPRIMARYOWNER","NETWORTH"
"0051U000005KhW6QAK","Male","265","NY","Moderate","Growth","2. Between 500K and 2M","2013-07-26","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbNQAV",,"Annually","IL","3 - Silver","2020-06-16","Mark Garet","Lewis Ramirez","0011U00000KulRbQAJ","2. Between 500K and 2M","mark.garet@example.com",,"2. 18-29","271-408-8093","Tier 3","Energy","2019-12-30","New York","Mass Market","false","Experienced","2020-05-25","2020-05-02","user-265@fsc-demo.com","61241","Silver","2020-04-28","USA","4. Between 5 and 10 Years","Long Term Growth","0",584901.6,584901.6,0,916365,6,916365,0,19,0.39,584901.6,23,0,0,5,115507,1501266.6,1501266.6,1501266.6
"0051U000005JQyrQAG","Male","266","IL","Conservative","Income","2. Between 500K and 2M","2017-03-21","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbOQAV",,"Monthly","CA","1 - Platinum","2020-06-24","Allen Advisor","Elaine Montoya","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","292-181-1950","Tier 2","Retirement","2019-12-30","Chicago","Retired","false","Experienced","2020-05-25","2020-05-12","user-266@fsc-demo.com","96109","Platinum","2020-05-10","USA","2. Between 1 and 3 years","Long Term Growth","0",301462,301462,0,566623,2,566623,0,58,0.35,301462,13,0,0,4,154960,868085,868085,868085
"0051U000005JQyrQAG","Female","267","IL","Conservative","Income","1. Less than 500K","2017-02-11","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbPQAV",,"Quarterly","NY","1 - Platinum","2020-05-22","Allen Advisor","Giselle Caldwell","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","248-511-9200","Tier 2","Energy","2020-01-06","Chicago","Retired","false","Moderately Inexperienced","2020-05-25","2020-04-29","user-267@fsc-demo.com","10451","Platinum","2020-04-23","USA","2. Between 1 and 3 years","Mass Affluent","0",284763.4,284763.4,0,433852,2,433852,0,28,0.4,284763.4,26,0,0,4,145918,718615.4,718615.4,718615.4
"0051U000005L6eJQAS","Male","268","FL","None","Growth","1. Less than 500K","2014-01-19","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbQQAV",,"Quarterly","CA","2 - Gold","2020-01-31","Chelsea Advisor","Nomlanga Valdez","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com",,"3. 30-49","516-169-6884","Tier 2","Fixed Income","2020-01-06","Florida","Affluent Professionals","false","Experienced","2020-05-25","2020-01-03","user-268@fsc-demo.com","96106","Gold","2019-12-24","USA","4. Between 5 and 10 Years","Long Term Growth","0",218028,218028,0,278280,5,278280,0,49,0.44,218028,143,0,0,3,144725,496308,496308,496308
"0051U000005L4E9QAK","Female","269","CA","Moderate","Income","1. Less than 500K","2013-11-09","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbRQAV",,"Quarterly","TX","3 - Silver","2020-02-02","Brenda Banker","Yael Avery","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"2. 18-29","415-723-1778","Tier 2","Energy","2020-01-13","San Francisco","Millennials","false","Experienced","2020-05-25","2019-12-27","user-269@fsc-demo.com","75410","Silver","2019-12-26","USA","4. Between 5 and 10 Years","Long Term Growth","0",293622,293622,0,399248,6,399248,0,27,0.42,293622,150,0,0,3,156520,692870,692870,692870
"0051U000005L4E9QAK","Male","270","CA","Moderate","Income","2. Between 500K and 2M","2010-12-09","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbSQAV",,"Quarterly","NJ","2 - Gold","2020-01-29","Brenda Banker","Elmo Gaines","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"4. 50-69","479-984-8498","Tier 3","Fixed Income","2020-01-13","San Francisco","Mass Market","false","Moderately Inexperienced","2020-05-25","2020-01-10","user-270@fsc-demo.com","8030","Gold","2020-01-07","USA","4. Between 5 and 10 Years","Long Term Growth","0",296583,296583,0,537266,9,537266,0,54,0.36,296583,136,0,0,4,154683,833849,833849,833849
"0051U000005L6eJQAS","Female","271","FL","Moderate","Income","1. Less than 500K","2016-11-01","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbTQAV","Winter Todd","Annually","CA","1 - Platinum","2020-06-12","Chelsea Advisor","Winter Todd","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com","Winter Todd","4. 50-69","489-691-8049","Tier 2","Technology","2020-01-20","Florida","Retired","false","Moderately Inexperienced","2020-05-25","2020-05-11","user-271@fsc-demo.com","96105","Platinum","2020-05-02","USA","3. Between 3 and 5 years","Mass Affluent","2",272604,272604,2,283001,3,283001,0,64,0.49,272604,14,0,0,2,215647,555605,555605,555605
"0051U000005L4E9QAK","Female","272","CA","Aggresive","Balanced Growth","1. Less than 500K","2016-07-13","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbUQAV",,"Quarterly","CA","2 - Gold","2020-02-10","Brenda Banker","Darius Mann","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"4. 50-69","498-897-2942","Tier 2","Municipal Bonds","2020-01-20","San Francisco","Retired","false","Inexperienced","2020-05-25","2020-01-14","user-272@fsc-demo.com","96140","Gold","2020-01-14","USA","3. Between 3 and 5 years","Mass Affluent","0",151969,151969,0,349247,3,349247,0,56,0.3,151969,132,0,0,4,87901,501216,501216,501216
"0051U000005JQyrQAG","Male","273","IL","Moderate","Income","1. Less than 500K","2014-03-23","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbVQAV",,"Annually","CA","1 - Platinum","2020-02-10","Allen Advisor","Beverly Sykes","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","341-990-4180","Tier 2","Fixed Income","2020-01-20","Chicago","Retired","false","Experienced","2020-05-25","2020-01-16","user-273@fsc-demo.com","96103","Platinum","2020-01-15","USA","4. Between 5 and 10 Years","Mass Affluent","0",246726.2,246726.2,0,304316,5,304316,0,52,0.45,246726.2,130,0,0,4,108526,551042.2,551042.2,551042.2
"0051U000005JQyrQAG","Female","274","IL","Aggresive","Aggressive Growth","2. Between 500K and 2M","2019-03-05","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbWQAV",,"Annually","NY","3 - Silver","2020-06-22","Allen Advisor","Ishmael Riley","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"3. 30-49","280-273-4922","Tier 2","Municipal Bonds","2020-01-20","Chicago","High Net Worth Families","false","Inexperienced","2020-05-25","2020-05-24","user-274@fsc-demo.com","10459","Silver","2020-05-21","USA","1. Less than 1 year","Long Term Growth","0",370846.4,370846.4,0,504669,0,504669,0,40,0.42,370846.4,1,0,0,3,197209,875515.4,875515.4,875515.4
"0051U000005L6eJQAS","Male","275","FL","Aggresive","Aggressive Growth","1. Less than 500K","2011-08-31","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbXQAV","Molly Sullivan","Monthly","PA","2 - Gold","2020-02-13","Chelsea Advisor","Molly Sullivan","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com","Molly Sullivan","5. > 69","270-580-9850","Tier 3","Retirement","2020-01-20","Florida","Mass Market","false","Inexperienced","2020-05-25","2020-01-17","user-275@fsc-demo.com","16210","Gold","2020-01-14","USA","4. Between 5 and 10 Years","Mass Affluent","2",283868,283868,2,371987,8,371987,0,75,0.43,283868,129,0,0,4,64409,655855,655855,655855
"0051U000005JQyrQAG","Female","276","IL","None","Balanced Growth","1. Less than 500K","2012-09-10","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbYQAV","Kermit Fuentes","Monthly","NJ","3 - Silver","2020-02-22","Allen Advisor","Kermit Fuentes","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Kermit Fuentes","2. 18-29","480-858-5635","Tier 3","Energy","2020-01-27","Chicago","Affluent Professionals","false","Moderately Experienced","2020-05-25","2020-01-11","user-276@fsc-demo.com","8032","Silver","2020-01-10","USA","4. Between 5 and 10 Years","Long Term Growth","3",270763,270763,3,297651,7,297651,0,28,0.48,270763,135,0,0,4,122657,568414,568414,568414
"0051U000005L6eJQAS","Female","277","FL","None","Aggressive Growth","2. Between 500K and 2M","2011-10-07","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbZQAV","Jayme Stone","Quarterly","CA","3 - Silver","2020-06-21","Chelsea Advisor","Jayme Stone","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com","Jayme Stone","2. 18-29","312-344-6285","Tier 1","Fixed Income","2020-02-03","Florida","Mass Market","false","Inexperienced","2020-05-25","2020-05-11","user-277@fsc-demo.com","96103","Silver","2020-05-09","USA","4. Between 5 and 10 Years","Long Term Growth","3",496226.8,496226.8,3,659633,8,659633,0,20,0.43,496226.8,14,0,0,4,192284,1155859.8,1155859.8,1155859.8
"0051U000005KhW6QAK","Male","278","NY","Aggresive","Balanced Growth","1. Less than 500K","2011-10-13","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbaQAF",,"Annually","NY","3 - Silver","2020-03-03","Mark Garet","Jana Russo","0011U00000KulRbQAJ","2. Between 500K and 2M","mark.garet@example.com",,"3. 30-49","305-859-7457","Tier 1","Technology","2020-02-17","New York","Mass Market","false","Moderately Experienced","2020-05-25","2020-02-16","user-278@fsc-demo.com","10455","Silver","2020-02-16","USA","4. Between 5 and 10 Years","Long Term Growth","0",270555,270555,0,402737,8,402737,0,34,0.4,270555,99,0,0,3,144190,673292,673292,673292
"0051U000005JQyrQAG","Female","279","IL","Aggresive","Growth","1. Less than 500K","2011-05-10","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbbQAF","Garrison Conley","Quarterly","MI","2 - Gold","2020-03-11","Allen Advisor","Garrison Conley","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Garrison Conley","2. 18-29","323-621-4311","Tier 3","Municipal Bonds","2020-02-17","Chicago","High Net Worth Families","false","Inexperienced","2020-05-25","2020-02-14","user-279@fsc-demo.com","49220","Gold","2020-02-03","USA","4. Between 5 and 10 Years","Long Term Growth","3",284459,284459,3,477335,8,477335,0,19,0.37,284459,101,0,0,4,189676,761794,761794,761794
"0051U000005JQyrQAG","Male","280","IL","Moderate","Aggressive Growth","2. Between 500K and 2M","2015-06-29","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbcQAF","Gage Mendez","Annually","CA","3 - Silver","2020-03-08","Allen Advisor","Gage Mendez","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Gage Mendez","4. 50-69","327-388-6326","Tier 1","Fixed Income","2020-02-17","Chicago","Affluent Professionals","false","Moderately Experienced","2020-05-25","2020-02-12","user-280@fsc-demo.com","96101","Silver","2020-01-31","USA","3. Between 3 and 5 years","Mass Affluent","3",433600.7,433600.7,3,651724,4,651724,0,56,0.4,433600.7,103,0,0,4,126709,1085324.7,1085324.7,1085324.7
"0051U000005L4E9QAK","Male","281","CA","None","Balanced Growth","1. Less than 500K","2011-06-25","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbdQAF",,"Monthly","NY","1 - Platinum","2020-03-04","Brenda Banker","Austin Johns","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com",,"4. 50-69","269-405-8521","Tier 1","Retirement","2020-02-17","San Francisco","Millennials","false","Inexperienced","2020-05-25","2020-02-17","user-281@fsc-demo.com","10456","Platinum","2020-02-09","USA","4. Between 5 and 10 Years","Long Term Growth","0",233788,233788,0,232448,8,232448,0,63,0.5,233788,98,0,0,4,176331,466236,466236,466236
"0051U000005L6eJQAS","Female","283","FL","Conservative","Aggressive Growth","2. Between 500K and 2M","2018-10-05","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbfQAF",,"Quarterly","CA","1 - Platinum","2020-03-13","Chelsea Advisor","Nevada Buchanan","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"3. 30-49","333-451-8319","Tier 3","College Planning","2020-02-24","Florida","High Net Worth Families","false","Moderately Experienced","2020-05-25","2020-02-10","user-283@fsc-demo.com","96140","Platinum","2020-02-10","USA","2. Between 1 and 3 years","Mass Affluent","0",287962,287962,0,515484,1,515484,0,43,0.36,287962,105,0,0,4,205361,803446,803446,803446
"0051U000005JQyrQAG","Female","284","IL","Moderate","Aggressive Growth","2. Between 500K and 2M","2011-12-31","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbgQAF","Shaeleigh Perry","Annually","NY","2 - Gold","2020-03-20","Allen Advisor","Shaeleigh Perry","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Shaeleigh Perry","4. 50-69","465-283-8411","Tier 3","Retirement","2020-02-24","Chicago","Millennials","false","Moderately Experienced","2020-05-25","2020-02-23","user-284@fsc-demo.com","10455","Gold","2020-02-22","USA","4. Between 5 and 10 Years","Mass Affluent","4",575427.75,575427.75,4,713256,8,713256,0,51,0.45,575427.75,92,0,0,4,116471,1288683.75,1288683.75,1288683.75
"0051U000005L6eJQAS","Male","285","FL","Aggresive","Balanced Growth","2. Between 500K and 2M","2011-06-21","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbhQAF",,"Quarterly","FL","1 - Platinum","2020-03-22","Chelsea Advisor","Celeste Roberson","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"4. 50-69","547-923-1009","Tier 1","College Planning","2020-02-24","Florida","Affluent Professionals","false","Moderately Experienced","2020-05-25","2020-02-08","user-285@fsc-demo.com","32616","Platinum","2020-02-05","USA","4. Between 5 and 10 Years","Mass Affluent","0",291149,291149,0,574687,8,574687,0,66,0.34,291149,107,0,0,4,150617,865836,865836,865836
"0051U000005JQyrQAG","Male","286","IL","Conservative","Income","1. Less than 500K","2012-05-28","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbiQAF",,"Annually","NY","3 - Silver","2020-03-27","Allen Advisor","Simone Ward","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","489-182-7819","Tier 1","Retirement","2020-03-02","Chicago","Mass Market","false","Moderately Experienced","2020-05-25","2020-03-02","user-286@fsc-demo.com","10458","Silver","2020-02-28","USA","4. Between 5 and 10 Years","Mass Affluent","0",331099.2,331099.2,0,401320,7,401320,0,52,0.45,331099.2,84,0,0,3,122698,732419.2,732419.2,732419.2
"0051U000005JQyrQAG","Male","287","IL","Conservative","Balanced Growth","2. Between 500K and 2M","2015-12-30","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbjQAF",,"Monthly","FL","2 - Gold","2020-03-27","Allen Advisor","Chelsea Warren","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","267-852-4654","Tier 1","Retirement","2020-03-02","Chicago","Mass Market","false","Experienced","2020-05-25","2020-02-25","user-287@fsc-demo.com","32616","Gold","2020-02-20","USA","3. Between 3 and 5 years","Mass Affluent","0",482829.8,482829.8,0,635128,4,635128,0,18,0.43,482829.8,90,0,0,4,135266,1117957.8,1117957.8,1117957.8
"0051U000005L6eJQAS","Female","288","FL","Moderate","Growth","1. Less than 500K","2019-09-18","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbkQAF",,"Annually","CA","1 - Platinum","2020-06-13","Chelsea Advisor","Laith Dejesus","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com",,"5. > 69","348-114-8701","Tier 3","Fixed Income","2020-03-09","Florida","Millennials","false","Inexperienced","2020-05-25","2020-05-10","user-288@fsc-demo.com","96106","Platinum","2020-05-10","USA","1. Less than 1 year","Mass Affluent","0",122524,122524,0,285249,0,285249,0,73,0.3,122524,15,0,0,4,212692,407773,407773,407773
"0051U000005L4E9QAK","Male","289","CA","Moderate","Growth","1. Less than 500K","2013-02-02","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFblQAF",,"Annually","CA","2 - Gold","2020-04-07","Brenda Banker","Nicholas Spears","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com",,"2. 18-29","534-903-3956","Tier 2","Municipal Bonds","2020-03-09","San Francisco","Millennials","false","Moderately Experienced","2020-05-25","2020-02-27","user-289@fsc-demo.com","96109","Gold","2020-02-23","USA","4. Between 5 and 10 Years","Mass Affluent","0",179501.9,179501.9,0,318107,7,318107,0,20,0.36,179501.9,88,0,0,3,171104,497608.9,497608.9,497608.9
"0051U000005L6eJQAS","Female","290","FL","None","Growth","2. Between 500K and 2M","2013-05-04","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbmQAF","Dalton Norton","Annually","PA","2 - Gold","2020-04-07","Chelsea Advisor","Dalton Norton","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com","Dalton Norton","4. 50-69","404-731-7512","Tier 3","Energy","2020-03-16","Florida","Retired","false","Moderately Experienced","2020-05-25","2020-03-09","user-290@fsc-demo.com","15411","Gold","2020-03-08","USA","4. Between 5 and 10 Years","Long Term Growth","4",259765,259765,4,516103,6,516103,0,55,0.33,259765,77,0,0,3,137764,775868,775868,775868
"0051U000005JQyrQAG","Female","291","IL","Aggresive","Income","2. Between 500K and 2M","2015-03-31","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbnQAF","Zephr Pace","Monthly","TX","1 - Platinum","2020-04-09","Allen Advisor","Zephr Pace","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Zephr Pace","3. 30-49","447-588-9552","Tier 3","Municipal Bonds","2020-03-16","Chicago","High Net Worth Families","false","Inexperienced","2020-05-25","2020-03-14","user-291@fsc-demo.com","79821","Platinum","2020-02-17","USA","3. Between 3 and 5 years","Long Term Growth","4",436714.6,436714.6,4,778165,4,778165,0,41,0.36,436714.6,72,0,0,4,206928,1214879.6,1214879.6,1214879.6
"0051U000005L6eJQAS","Male","292","FL","Moderate","Growth","2. Between 500K and 2M","2018-11-08","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFboQAF",,"Annually","CA","2 - Gold","2020-04-14","Chelsea Advisor","Jonah Moss","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"5. > 69","382-103-9850","Tier 3","Retirement","2020-03-16","Florida","Millennials","false","Inexperienced","2020-05-25","2020-02-24","user-292@fsc-demo.com","96109","Gold","2020-02-17","USA","2. Between 1 and 3 years","Mass Affluent","0",270826.6,270826.6,0,616752,1,616752,0,75,0.31,270826.6,91,0,0,4,119233,887578.6,887578.6,887578.6
"0051U000005L4E9QAK","Male","293","CA","None","Income","1. Less than 500K","2019-11-27","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbpQAF",,"Monthly","CA","2 - Gold","2020-04-13","Brenda Banker","Tatiana Sexton","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com",,"4. 50-69","511-532-3509","Tier 3","Municipal Bonds","2020-03-16","San Francisco","Mass Market","false","Inexperienced","2020-05-25","2020-03-14","user-293@fsc-demo.com","96110","Gold","2020-03-10","USA","1. Less than 1 year","Long Term Growth","0",123334,123334,0,266567,0,266567,0,53,0.32,123334,72,0,0,3,196431,389901,389901,389901
"0051U000005JQyrQAG","Female","294","IL","Conservative","Balanced Growth","1. Less than 500K","2013-07-18","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbqQAF",,"Quarterly","CA","3 - Silver","2020-04-20","Allen Advisor","Lucius Albert","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"3. 30-49","487-720-4645","Tier 2","Fixed Income","2020-03-23","Chicago","High Net Worth Families","false","Experienced","2020-05-25","2020-03-17","user-294@fsc-demo.com","96104","Silver","2020-03-16","USA","4. Between 5 and 10 Years","Long Term Growth","0",337508.7,337508.7,0,435786,6,435786,0,45,0.44,337508.7,69,0,0,4,224934,773294.7,773294.7,773294.7
"0051U000005JQyrQAG","Female","295","IL","Aggresive","Income","1. Less than 500K","2013-09-28","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbrQAF","Lucius Blevins","Annually","NY","2 - Gold","2020-04-07","Allen Advisor","Lucius Blevins","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Lucius Blevins","4. 50-69","359-542-3757","Tier 2","Municipal Bonds","2020-03-23","Chicago","Retired","false","Inexperienced","2020-05-25","2020-03-16","user-295@fsc-demo.com","10451","Gold","2020-02-26","USA","4. Between 5 and 10 Years","Mass Affluent","2",300060,300060,2,486019,6,486019,0,65,0.38,300060,70,0,0,3,61295,786079,786079,786079
"0051U000005L4E9QAK","Female","296","CA","Aggresive","Income","1. Less than 500K","2012-07-22","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbsQAF","Wynter Reese","Quarterly","CA","1 - Platinum","2020-04-08","Brenda Banker","Wynter Reese","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com","Wynter Reese","3. 30-49","319-939-1235","Tier 3","College Planning","2020-03-23","San Francisco","Affluent Professionals","false","Inexperienced","2020-05-25","2020-03-22","user-296@fsc-demo.com","96107","Platinum","2020-03-11","USA","4. Between 5 and 10 Years","Mass Affluent","2",303708,303708,2,290257,7,290257,0,30,0.51,303708,64,0,0,3,56075,593965,593965,593965
"0051U000005L6eJQAS","Female","297","FL","Moderate","Aggressive Growth","1. Less than 500K","2018-11-09","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbtQAF","Destiny Patrick","Annually","CA","3 - Silver","2020-06-24","Chelsea Advisor","Destiny Patrick","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com","Destiny Patrick","4. 50-69","421-916-4258","Tier 1","College Planning","2020-03-23","Florida","Retired","false","Moderately Experienced","2020-05-25","2020-05-21","user-297@fsc-demo.com","96107","Silver","2020-04-29","USA","2. Between 1 and 3 years","Mass Affluent","3",312557,312557,3,313907,1,313907,0,63,0.5,312557,4,0,0,3,96281,626464,626464,626464
"0051U000005JQyrQAG","Male","298","IL","None","Income","2. Between 500K and 2M","2012-10-18","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbuQAF","Byron Jefferson","Quarterly","PA","2 - Gold","2020-04-26","Allen Advisor","Byron Jefferson","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Byron Jefferson","3. 30-49","479-842-5153","Tier 2","Energy","2020-03-30","Chicago","High Net Worth Families","false","Experienced","2020-05-25","2020-03-24","user-298@fsc-demo.com","16110","Gold","2020-03-17","USA","4. Between 5 and 10 Years","Long Term Growth","2",545577.2,545577.2,2,753388,7,753388,0,47,0.42,545577.2,62,0,0,5,53512,1298965.2,1298965.2,1298965.2
"0051U000005L4E9QAK","Male","299","CA","Aggresive","Aggressive Growth","2. Between 500K and 2M","2019-09-22","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbvQAF",,"Quarterly","NJ","2 - Gold","2020-04-27","Brenda Banker","Dawn Lowery","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"3. 30-49","503-281-1572","Tier 3","Municipal Bonds","2020-04-06","San Francisco","Millennials","false","Moderately Inexperienced","2020-05-25","2020-03-20","user-299@fsc-demo.com","8035","Gold","2020-03-07","USA","1. Less than 1 year","Long Term Growth","0",446377.2,446377.2,0,686247,0,686247,0,35,0.39,446377.2,66,0,0,5,113661,1132624.2,1132624.2,1132624.2
"0051U000005L4E9QAK","Male","300","CA","Conservative","Balanced Growth","1. Less than 500K","2018-01-08","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbwQAF",,"Monthly","FL","3 - Silver","2020-04-24","Brenda Banker","Stewart Lancaster","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"4. 50-69","259-184-1836","Tier 2","Energy","2020-04-06","San Francisco","Mass Market","false","Experienced","2020-05-25","2020-04-01","user-300@fsc-demo.com","32616","Silver","2020-03-30","USA","2. Between 1 and 3 years","Mass Affluent","0",256130,256130,0,491401,2,491401,0,59,0.34,256130,54,0,0,4,166465,747531,747531,747531
