"LEADSOURCE","OWNERID","OWNERSTATE","FORECASTCATEGORY","STAGENAME","CREATEDDATE","OWNERCITY","RECORDTYPENAME","ISCLOSED","ACCOUNTID","OWNERSMALLPHOTOURL","CLOSEDATE","ID","OPPORTUNITYOWNER","STAGE","ACCOUNTNAME","ISWON","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACTIVITYID","ACCOUNTCLIENTCATEGORY","ACCOUNTINDUSTRY","OPPORTUNITYNAME","EXPECTEDREVENUE","STAGESORTORDER","AMOUNT","DAYSSINCELASTACTIVITY","TIMEINSTAGEDURATIONSECONDS","PROBABILITY","OPPORTUNITYAGE"
"Reseller","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-10-07","Florida","Simple","true","001B000000SS3cZIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-02-03","006B0000003Wb41IAC","Chelsea Advisor","Closed Lost","Paintball","false","2020-05-25","High Net Worth Families","Activity 6","Gold","Transportation","Paintball - 55k",55000,9,55000,736,61837662,0,274
"Reseller","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-09-23","New York","Channel (Partner)","true","001B000000WJE6UIAX","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-15","006B0000003n2W8IAI","Mark Garet","Closed Won","American Networks International","true","2020-05-25","Millennials","Activity 368","Gold","Technology","American Networks International - 41k",41000,8,41000,560,32395949,100,288
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-17","Chicago","Simple","true","001B000000WJEBzIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-08","006B0000003n2oWIAQ","Allen Advisor","Closed Lost","Change Healthcare","false","2020-05-25","Mass Market","Activity 450","Gold","Utilities","Change Healthcare - 47.5k",47500,9,47500,579,55772947,0,294
"Telesales","0051U000005JQyrQAG","IL","Best Case","Negotiation","2019-06-29","Chicago","Channel (Partner)","false","001B000000WJEF6IAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-07-03","006B00000049VQhIAM","Allen Advisor","Negotiation","ColdCypress","false","2020-05-25","Mass Market","Activity 166","Platinum","Shipping","ColdCypress - 22.5k",22500,7,22500,233,24914671,90,374
"Fields Sales","0051U000005JQyrQAG","IL","Pipeline","Proposal/Quote","2019-08-28","Chicago","Channel (Partner)","false","001B000000SS4B7IAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-08-15","006B00000049VLMIA2","Allen Advisor","Proposal/Quote","Micro Concepts & Solutions.","false","2020-05-25","Affluent Professionals","Activity 171","Silver","Retail","Micro Concepts & Solutions. - 60k",60000,5,60000,259,12867369,75,314
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-12-19","Florida","Simple","true","001B000000SS409IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-03-21","006B0000003hgc5IAA","Chelsea Advisor","Closed Lost","A.H. Belo Management Services","false","2020-05-25","Affluent Professionals","Activity 493","Gold","Consulting","A.H. Belo Management Services - 60k",60000,9,60000,686,32462073,0,201
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-06-23","Chicago","Simple","true","001B000000lwNtqIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-02-28","006B0000004t2V5IAI","Allen Advisor","Closed Lost","Anderson Performance Imprvmnt","false","2020-05-25","Affluent Professionals","Activity 504","Silver","Insurance","Anderson Performance Imprvmnt - 60k",60000,9,60000,854,23363138,0,380
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-28","Chicago","Channel (Partner)","true","001B000000SS44KIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-28","006B00000049VDWIA2","Allen Advisor","Closed Lost","Quorum","false","2020-05-25","Retired","Activity 357","Gold","Shipping","Quorum - 59k",59000,9,59000,562,53474001,0,222
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-11-04","Florida","Simple","true","001B000000SS52eIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-01-20","006B0000004t2YnIAI","Chelsea Advisor","Closed Lost","Gradient Technologies","false","2020-05-25","Mass Market","Activity 559","Gold","Telecommunications","Gradient Technologies - 51k",51000,9,51000,775,3795419,0,246
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-19","Chicago","Channel (Partner)","true","001B000000lwNsUIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-27","006B0000003WbTJIA0","Allen Advisor","Closed Lost","Knovation","false","2020-05-25","Mass Market","Activity 364","Silver","Environmental","Knovation - 38.5k",38500,9,38500,583,35745890,0,231
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-06-23","Florida","Channel (Partner)","true","001B000000SS4tgIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-06-11","006B0000004t2UhIAI","Chelsea Advisor","Closed Lost","NDS Systems","false","2020-05-25","Millennials","Activity 391","Gold","Shipping","NDS Systems - 170k",170000,9,170000,621,28940950,0,380
"Fields Sales","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-09-27","Florida","Simple","true","001B000000SS51kIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-01-26","006B0000003n2zwIAA","Chelsea Advisor","Closed Won","Kaidara Software Inc","true","2020-05-25","Retired","Activity 432","Platinum","Food & Beverage","Kaidara Software Inc - 52.5k",52500,8,52500,764,50004990,100,284
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-11-06","San Francisco","Simple","true","001B000000SS4rEIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-10-29","006B00000049VBTIA2","Brenda Banker","Closed Lost","Verigold.com","false","2020-05-25","Mass Market","Activity 311","Platinum","Environmental","Verigold.com - 200k",200000,9,200000,477,61621150,0,244
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-11-02","San Francisco","Simple","true","001B000000SS4A9IAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-17","006B0000003hgp1IAA","Brenda Banker","Closed Won","MovePoint","true","2020-05-25","Millennials","Activity 20","Platinum","Construction","MovePoint - 75k",75000,8,75000,296,49719045,100,248
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-18","Chicago","Simple","true","001B000000SS4kzIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-01-23","006B00000049UzSIAU","Allen Advisor","Closed Lost","US Pharma","false","2020-05-25","High Net Worth Families","Activity 93","Silver","Education","US Pharma - 52.5k",52500,9,52500,401,23216261,0,232
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-23","Chicago","Simple","true","001B000000WJE1jIAH","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-09-22","006B00000049UvMIAU","Allen Advisor","Closed Lost","Data Interface Systems Corp.","false","2020-05-25","Mass Market","Activity 329","Gold","Manufacturing","Data Interface Systems Corp. - 50.5k",50500,9,50500,511,9521529,0,258
"Fields Sales","0051U000005JQyrQAG","IL","Commit","Needs Analysis","2019-05-23","Chicago","Advanced","false","001B000000SS49aIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-19","006B0000003X11hIAC","Allen Advisor","Needs Analysis","ValvTechnologies","false","2020-05-25","Retired","Activity 598","Gold","Biotechnology","ValvTechnologies - 30k",30000,3,30000,358,13426065,35,411
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-14","Chicago","Simple","true","001B000000WJE2MIAX","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-04-14","006B00000049UxPIAU","Allen Advisor","Closed Lost","Tonic Software","false","2020-05-25","High Net Worth Families","Activity 252","Platinum","Engineering","Tonic Software - 37.5k",37500,9,37500,297,12002598,0,206
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-10-13","San Francisco","Channel (Partner)","true","001B000000SS3ogIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-28","006B00000049VdHIAU","Brenda Banker","Closed Lost","Computercare","false","2020-05-25","Millennials","Activity 362","Silver","Healthcare & Life Sciences","Computercare - 45k",45000,9,45000,617,22907253,0,268
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-08-03","Chicago","Simple","true","001B000000SS46UIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-08","006B0000004t2UsIAI","Allen Advisor","Closed Won","David Lerner Associates","true","2020-05-25","Affluent Professionals","Activity 502","Gold","Healthcare & Life Sciences","David Lerner Associates - 47.5k",47500,8,47500,727,7193418,100,339
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-06-30","Chicago","Advanced","true","001B000000SS4INIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-08-27","006B0000003WbusIAC","Allen Advisor","Closed Lost","AES Intellinet Corp.","false","2020-05-25","Mass Market","Activity 675","Platinum","Education","AES Intellinet Corp. - 27.5k",27500,9,27500,947,55223790,0,373
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-06-07","Chicago","Simple","true","001B000000SS47WIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2018-10-14","006B0000003Wbh7IAC","Allen Advisor","Closed Won","FuelDog","true","2020-05-25","Mass Market","Activity 700","Silver","Communications","FuelDog - 25.5k",25500,8,25500,914,60185548,100,396
"Fields Sales","0051U000005L6eJQAS","FL","Best Case","Qualification","2019-11-25","Florida","Channel (Partner)","false","001B000000SS45tIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-10-26","006B00000049VFOIA2","Chelsea Advisor","Qualification","Clearview Staffing Software","false","2020-05-25","Affluent Professionals","Activity 202","Platinum","Shipping","Clearview Staffing Software - 51k",51000,2,51000,222,18908702,20,225
"Other","0051U000005L6eJQAS","FL","Best Case","Proposal/Quote","2019-10-11","Florida","Channel (Partner)","false","001B000000SS4MJIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-15","006B00000049VjzIAE","Chelsea Advisor","Proposal/Quote","Main Factors Inc","false","2020-05-25","Millennials","Activity 115","Gold","Biotechnology","Main Factors Inc - 23k",23000,5,23000,236,45780738,75,270
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-03","Chicago","Simple","true","001B000000lwNvdIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-03-10","006B00000049VTTIA2","Allen Advisor","Closed Lost","CEC Entertainment","false","2020-05-25","Millennials","Activity 60","Silver","Entertainment","CEC Entertainment - 34.5k",34500,9,34500,377,41250579,0,278
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-23","Chicago","Simple","true","001B000000SS4lMIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-05-22","006B00000049V06IAE","Allen Advisor","Closed Lost","Piracle","false","2020-05-25","Affluent Professionals","Activity 21","Silver","Construction","Piracle - 46.6k",46600,9,46600,307,22628288,0,258
"Fields Sales","0051U000005L4E9QAK","CA","Pipeline","Qualification","2019-11-27","San Francisco","Simple","false","001B000000SS3RyIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-26","006B00000049UhiIAE","Brenda Banker","Qualification","JusticeTrax INC","false","2020-05-25","Affluent Professionals","Activity 277","Gold","Insurance","JusticeTrax INC - 55k",55000,2,55000,220,56197567,20,223
"Reseller","0051U000005L6eJQAS","FL","Best Case","Negotiation","2019-08-19","Florida","Simple","false","001B000000SS3TTIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-07-03","006B00000049UjIIAU","Chelsea Advisor","Negotiation","DeNooyer Chevrolet","false","2020-05-25","High Net Worth Families","Activity 283","Silver","Electronics","DeNooyer Chevrolet - 69k",69000,7,69000,318,41984705,90,323
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-07-09","Chicago","Simple","true","001B000000bwMcVIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-04-27","006B0000003n2wJIAQ","Allen Advisor","Closed Won","ClientExpert Solutions","true","2020-05-25","Millennials","Activity 437","Platinum","Not For Profit","ClientExpert Solutions - 195k",195000,8,195000,719,1251989,100,364
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-26","Chicago","Simple","true","001B000000SS4XmIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-06-06","006B00000049UmyIAE","Allen Advisor","Closed Won","Emagia Corporation","true","2020-05-25","Millennials","Activity 7","Gold","Energy","Emagia Corporation - 49.5k",49500,8,49500,319,12598549,100,285
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-12-10","San Francisco","Simple","true","001B000000SS4qpIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-09-16","006B0000004t2TQIAY","Brenda Banker","Closed Lost","Av Marketing Inc","false","2020-05-25","Mass Market","Activity 724","Platinum","Insurance","Av Marketing Inc - 35k",35000,9,35000,873,2151688,0,210
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-07","Chicago","Channel (Partner)","true","001B000000SS41DIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-03-31","006B0000003WbY1IAK","Allen Advisor","Closed Won","AEN","true","2020-05-25","Retired","Activity 215","Gold","Government","AEN - 150k",150000,8,150000,374,60809805,100,304
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-07","Chicago","Simple","true","001B000000SS4d0IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-14","006B00000049UwYIAU","Allen Advisor","Closed Lost","ContiGroup Companies","false","2020-05-25","Millennials","Activity 18","Platinum","Food & Beverage","ContiGroup Companies - 50.4k",50400,9,50400,277,42582081,0,213
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-18","Chicago","Simple","true","001B000000SS42GIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-30","006B0000003n2jZIAQ","Allen Advisor","Closed Lost","Systems Sales Support","false","2020-05-25","Millennials","Activity 462","Silver","Not For Profit","Systems Sales Support - 200k",200000,9,200000,556,31016751,0,232
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-06-21","Chicago","Simple","true","001B000000bwMdlIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-02-13","006B00000049VhaIAE","Allen Advisor","Closed Lost","Capture Technologies","false","2020-05-25","Mass Market","Activity 302","Gold","Electronics","Capture Technologies - 175k",175000,9,175000,402,26269057,0,382
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-19","Chicago","Simple","true","001B000000SS4stIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2018-12-02","006B0000004t2URIAY","Allen Advisor","Closed Won","Integrated Device Technology","true","2020-05-25","Retired","Activity 654","Gold","Other","Integrated Device Technology - 66.5k",66500,8,66500,829,56497173,100,292
"Fields Sales","0051U000005JQyrQAG","IL","Pipeline","Proposal/Quote","2019-10-06","Chicago","Channel (Partner)","false","001B000000SS48lIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-07-30","006B00000049VJ4IAM","Allen Advisor","Proposal/Quote","Patrice Curtis","false","2020-05-25","Affluent Professionals","Activity 193","Gold","Healthcare & Life Sciences","Patrice Curtis - 108.5k",108500,5,108500,223,41686764,75,275
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-10-01","San Francisco","Simple","true","001B000000bwMTiIAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-03-08","006B0000004t2LGIAY","Brenda Banker","Closed Lost","Modius","false","2020-05-25","High Net Worth Families","Activity 510","Platinum","Telecommunications","Modius - 62.5k",62500,9,62500,721,2824680,0,280
"Fields Sales","0051U000005KhW6QAK","NY","Best Case","Negotiation","2019-11-13","New York","Simple","false","001B000000SS4mMIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-07-09","006B00000049V1kIAE","Mark Garet","Negotiation","Birdland Enterprises","false","2020-05-25","Retired","Activity 242","Platinum","Financial Services","Birdland Enterprises - 45k",45000,7,45000,236,19283897,90,237
"Telesales","0051U000005JQyrQAG","IL","Best Case","Qualification","2019-11-15","Chicago","Simple","false","001B000000lwNsOIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-08-03","006B00000049V5QIAU","Allen Advisor","Qualification","Summerfield Farm Products","false","2020-05-25","Millennials","Activity 216","Silver","Banking","Summerfield Farm Products - 37.5k",37500,2,37500,235,15170715,20,235
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-14","Chicago","Simple","true","001B000000SS4iDIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-05-03","006B00000049VbfIAE","Allen Advisor","Closed Lost","Concrete.com","false","2020-05-25","Affluent Professionals","Activity 126","Silver","Communications","Concrete.com - 32.5k",32500,9,32500,398,8353430,0,328
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-11-18","Chicago","Simple","true","001B000000SS4tfIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-02-10","006B00000049VFeIAM","Allen Advisor","Closed Won","sneezy.org","true","2020-05-25","Mass Market","Activity 72","Gold","Entertainment","sneezy.org - 162.5k",162500,8,162500,375,20385262,100,232
