"ChangeReasonType","EffectiveDate","Id","LoyaltyMemberCurrency.LoyaltyProgramCurrency.IsPrimary","LoyaltyMemberCurrency.LoyaltyProgramCurrency.NQP_Currency","LoyaltyMemberCurrency.LoyaltyProgramCurrency.QP_Currency","LoyaltyMemberCurrency.LoyaltyProgramMember.AccountContact.Id","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Name","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyMemberId","LoyaltyProgramMember.Account.Name","LoyaltyProgramMember.AccountContact.Id","LoyaltyProgramMember.Contact.Birthdate","LoyaltyProgramMember.Contact.MobilePhone","LoyaltyProgramMember.Contact.Name","LoyaltyProgramMember.ContactId","LoyaltyProgramMember.EnrollmentChannel","LoyaltyProgramMember.EnrollmentDate","LoyaltyProgramMember.IsReferral","LoyaltyProgramMember.LeadOrContactId","LoyaltyProgramMember.LeadOrContactName","LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyProgramMember.MemberCity","LoyaltyProgramMember.MemberCountry","LoyaltyProgramMember.MemberId","LoyaltyProgramMember.MemberName","LoyaltyProgramMember.MemberState","LoyaltyProgramMember.MemberStatus","LoyaltyProgramMember.MemberTenureBucket","LoyaltyProgramMember.MemberType","LoyaltyProgramMember.MembershipEndDate","LoyaltyProgramMember.MembershipLastRenewalDate","LoyaltyProgramMember.MembershipNumber","LoyaltyProgramMember.ProgramId","LoyaltyProgramMember.ReferredById","LoyaltyProgramMember.Referrer.Account.Name","LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyProgramMember.TransactionJournal.FirstAccrualDate","LoyaltyProgramMember.TransactionJournal.SecondAccrualDate","LoyaltyTier.LoyaltyTierGroup.IsPrimary","LoyaltyTier.LoyaltyTierGroup.Name","LoyaltyTier.Name","LoyaltyTier.SequenceNumber","LoyaltyTierGroupId","LoyaltyTierId","Name","ReasonForChange","TierExpirationDate","LastProcessedDate"
"VIP Member",2020-07-01,"0lyB0000000RJCjIAO",FALSE,"Points","Number of Transactions",,,,"Data22 User22",,,,"0lMB0000000RIFLMA4",,,,,"Data22 User22","003B000000IXi0NIAT","POS",2020-07-01,"No","003B000000IXi0NIAT","Data22 User22","NTO Insider","New Jersey","USA","003B000000IXi0NIAT","Data22 User22","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_028","0lpB0000000PBdwIAG",,,,"2020-04-13T00:00:00.000Z","2021-10-06T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-05-19,"0lyB0000000RJCkIAO",FALSE,"Points","Number of Transactions",,,,"User22 Q4DataUser22",,,,"0lMB0000000RIFMMA4",,,,,"User22 Q4DataUser22","003B000000IXi0OIAT","CallCenter",2020-05-19,"No","003B000000IXi0OIAT","User22 Q4DataUser22","NTO Insider","San Francisco","USA","003B000000IXi0OIAT","User22 Q4DataUser22","CA","Active","6.1-2 years","Individual",,,"IndivAiK_029","0lpB0000000PBdwIAG",,,,"2020-08-18T00:00:00.000Z","2021-11-29T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-05-19,"0lyB0000000RJClIAO",FALSE,"Points","Number of Transactions",,,,"User22 Q4DataUser22",,,,"0lMB0000000RIFMMA4",,,,,"User22 Q4DataUser22","003B000000IXi0OIAT","CallCenter",2020-05-19,"No","003B000000IXi0OIAT","User22 Q4DataUser22","NTO Insider","San Francisco","USA","003B000000IXi0OIAT","User22 Q4DataUser22","CA","Active","6.1-2 years","Individual",,,"IndivAiK_029","0lpB0000000PBdwIAG",,,,"2020-08-18T00:00:00.000Z","2021-11-29T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-03-20,"0lyB0000000RJCmIAO",FALSE,"Points","Number of Transactions",,,,"Marc1 Tom1",,,,"0lMB0000000RIFNMA4",,,,,"Marc1 Tom1","003B000000IXi0PIAT","Social",2020-03-20,"No","003B000000IXi0PIAT","Marc1 Tom1","NTO Insider","San Francisco","USA","003B000000IXi0PIAT","Marc1 Tom1","CA","Active","6.1-2 years","Individual",,,"IndivAiK_030","0lpB0000000PBdwIAG",,,,"2021-01-13T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-03-20,"0lyB0000000RJCnIAO",FALSE,"Points","Number of Transactions",,,,"Marc1 Tom1",,,,"0lMB0000000RIFNMA4",,,,,"Marc1 Tom1","003B000000IXi0PIAT","Social",2020-03-20,"No","003B000000IXi0PIAT","Marc1 Tom1","NTO Insider","San Francisco","USA","003B000000IXi0PIAT","Marc1 Tom1","CA","Active","6.1-2 years","Individual",,,"IndivAiK_030","0lpB0000000PBdwIAG",,,,"2021-01-13T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-08-13,"0lyB0000000RJCoIAO",FALSE,"Points","Number of Transactions",,,,"Data1 User1",,,,"0lMB0000000RIFOMA4",,,,,"Data1 User1","003B000000IXi0QIAT","Email",2020-08-13,"No","003B000000IXi0QIAT","Data1 User1","NTO Insider","New Jersey","USA","003B000000IXi0QIAT","Data1 User1","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_031","0lpB0000000PBdwIAG",,,,"2020-12-05T00:00:00.000Z","2021-09-09T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-08-13,"0lyB0000000RJCpIAO",FALSE,"Points","Number of Transactions",,,,"Data1 User1",,,,"0lMB0000000RIFOMA4",,,,,"Data1 User1","003B000000IXi0QIAT","Email",2020-08-13,"No","003B000000IXi0QIAT","Data1 User1","NTO Insider","New Jersey","USA","003B000000IXi0QIAT","Data1 User1","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_031","0lpB0000000PBdwIAG",,,,"2020-12-05T00:00:00.000Z","2021-09-09T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-04-17,"0lyB0000000RJCqIAO",FALSE,"Points","Number of Transactions",,,,"User1 Q4DataUser1",,,,"0lMB0000000RIFPMA4",,,,,"User1 Q4DataUser1","003B000000IXi0RIAT","Web",2020-04-17,"No","003B000000IXi0RIAT","User1 Q4DataUser1","NTO Insider","San Francisco","USA","003B000000IXi0RIAT","User1 Q4DataUser1","CA","Active","6.1-2 years","Individual",,,"IndivAiK_032","0lpB0000000PBdwIAG",,,,"2020-04-04T00:00:00.000Z","2021-12-04T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-04-17,"0lyB0000000RJCrIAO",FALSE,"Points","Number of Transactions",,,,"User1 Q4DataUser1",,,,"0lMB0000000RIFPMA4",,,,,"User1 Q4DataUser1","003B000000IXi0RIAT","Web",2020-04-17,"No","003B000000IXi0RIAT","User1 Q4DataUser1","NTO Insider","San Francisco","USA","003B000000IXi0RIAT","User1 Q4DataUser1","CA","Active","6.1-2 years","Individual",,,"IndivAiK_032","0lpB0000000PBdwIAG",,,,"2020-04-04T00:00:00.000Z","2021-12-04T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-08-11,"0lyB0000000RJCsIAO",FALSE,"Points","Number of Transactions",,,,"Marc2 Tom2",,,,"0lMB0000000RIFQMA4",,,,,"Marc2 Tom2","003B000000IXi0SIAT","POS",2020-01-18,"No","003B000000IXi0SIAT","Marc2 Tom2","NTO Insider","San Francisco","USA","003B000000IXi0SIAT","Marc2 Tom2","CA","Active","6.1-2 years","Individual",,,"IndivAiK_033","0lpB0000000PBdwIAG",,,,"2020-11-02T00:00:00.000Z","2021-08-10T00:00:00.000Z",FALSE,"Lifetime","Elite",2,"0ltB0000000PBbvIAG","0lgB0000000TNJMIA4","Elite","Test",2022-02-11,2021-11-01
"Resolve Tier Conflict",2020-01-18,"0lyB0000000RJCtIAO",FALSE,"Points","Number of Transactions",,,,"Marc2 Tom2",,,,"0lMB0000000RIFQMA4",,,,,"Marc2 Tom2","003B000000IXi0SIAT","POS",2020-01-18,"No","003B000000IXi0SIAT","Marc2 Tom2","NTO Insider","San Francisco","USA","003B000000IXi0SIAT","Marc2 Tom2","CA","Active","6.1-2 years","Individual",,,"IndivAiK_033","0lpB0000000PBdwIAG",,,,"2020-11-02T00:00:00.000Z","2021-08-10T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-08-11,"0lyB0000000RJCuIAO",FALSE,"Points","Number of Transactions",,,,"Data2 User2",,,,"0lMB0000000RIFRMA4",,,,,"Data2 User2","003B000000IXi0TIAT","POS",2020-01-11,"No","003B000000IXi0TIAT","Data2 User2","NTO Insider","New Jersey","USA","003B000000IXi0TIAT","Data2 User2","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_001","0lpB0000000PBdwIAG",,,,"2021-01-19T00:00:00.000Z","2021-08-17T00:00:00.000Z",FALSE,"Lifetime","Elite",2,"0ltB0000000PBbvIAG","0lgB0000000TNJMIA4","Elite","Test",2022-02-11,2021-11-01
"VIP Member",2020-01-11,"0lyB0000000RJCvIAO",FALSE,"Points","Number of Transactions",,,,"Data2 User2",,,,"0lMB0000000RIFRMA4",,,,,"Data2 User2","003B000000IXi0TIAT","POS",2020-01-11,"No","003B000000IXi0TIAT","Data2 User2","NTO Insider","New Jersey","USA","003B000000IXi0TIAT","Data2 User2","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_001","0lpB0000000PBdwIAG",,,,"2021-01-19T00:00:00.000Z","2021-08-17T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-09-19,"0lyB0000000RJCwIAO",FALSE,"Points","Number of Transactions",,,,"User2 Q4DataUser2",,,,"0lMB0000000RIFSMA4",,,,,"User2 Q4DataUser2","003B000000IXi0UIAT","CallCenter",2020-09-19,"No","003B000000IXi0UIAT","User2 Q4DataUser2","NTO Insider","San Francisco","USA","003B000000IXi0UIAT","User2 Q4DataUser2","CA","Active","6.1-2 years","Individual",,,"IndivAiK_002","0lpB0000000PBdwIAG",,,,"2020-07-05T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-09-19,"0lyB0000000RJCxIAO",FALSE,"Points","Number of Transactions",,,,"User2 Q4DataUser2",,,,"0lMB0000000RIFSMA4",,,,,"User2 Q4DataUser2","003B000000IXi0UIAT","CallCenter",2020-09-19,"No","003B000000IXi0UIAT","User2 Q4DataUser2","NTO Insider","San Francisco","USA","003B000000IXi0UIAT","User2 Q4DataUser2","CA","Active","6.1-2 years","Individual",,,"IndivAiK_002","0lpB0000000PBdwIAG",,,,"2020-07-05T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-03-12,"0lyB0000000RJCyIAO",FALSE,"Points","Number of Transactions",,,,"Marc3 Tom3",,,,"0lMB0000000RIFTMA4",,,,,"Marc3 Tom3","003B000000IXi0VIAT","Social",2020-03-12,"No","003B000000IXi0VIAT","Marc3 Tom3","NTO Insider","San Francisco","USA","003B000000IXi0VIAT","Marc3 Tom3","CA","Active","6.1-2 years","Individual",,,"IndivAiK_003","0lpB0000000PBdwIAG",,,,"2021-01-10T00:00:00.000Z","2021-12-09T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-03-12,"0lyB0000000RJCzIAO",FALSE,"Points","Number of Transactions",,,,"Marc3 Tom3",,,,"0lMB0000000RIFTMA4",,,,,"Marc3 Tom3","003B000000IXi0VIAT","Social",2020-03-12,"No","003B000000IXi0VIAT","Marc3 Tom3","NTO Insider","San Francisco","USA","003B000000IXi0VIAT","Marc3 Tom3","CA","Active","6.1-2 years","Individual",,,"IndivAiK_003","0lpB0000000PBdwIAG",,,,"2021-01-10T00:00:00.000Z","2021-12-09T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-05-25,"0lyB0000000RJD0IAO",FALSE,"Points","Number of Transactions",,,,"Data3 User3",,,,"0lMB0000000RIFUMA4",,,,,"Data3 User3","003B000000IXi0WIAT","Email",2020-05-25,"No","003B000000IXi0WIAT","Data3 User3","NTO Insider","New Jersey","USA","003B000000IXi0WIAT","Data3 User3","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_009","0lpB0000000PBdwIAG",,,,"2020-12-09T00:00:00.000Z","2021-04-04T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-05-25,"0lyB0000000RJD1IAO",FALSE,"Points","Number of Transactions",,,,"Data3 User3",,,,"0lMB0000000RIFUMA4",,,,,"Data3 User3","003B000000IXi0WIAT","Email",2020-05-25,"No","003B000000IXi0WIAT","Data3 User3","NTO Insider","New Jersey","USA","003B000000IXi0WIAT","Data3 User3","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_009","0lpB0000000PBdwIAG",,,,"2020-12-09T00:00:00.000Z","2021-04-04T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-11-20,"0lyB0000000RJD2IAO",FALSE,"Points","Number of Transactions",,,,"User3 Q4DataUser3",,,,"0lMB0000000RIFVMA4",,,,,"User3 Q4DataUser3","003B000000IXi0XIAT","Web",2021-11-20,"No","003B000000IXi0XIAT","User3 Q4DataUser3","NTO Insider","San Francisco","USA","003B000000IXi0XIAT","User3 Q4DataUser3","CA","Active","9.NA","Individual",,,"IndivAiK_010","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-11-20,"0lyB0000000RJD3IAO",FALSE,"Points","Number of Transactions",,,,"User3 Q4DataUser3",,,,"0lMB0000000RIFVMA4",,,,,"User3 Q4DataUser3","003B000000IXi0XIAT","Web",2021-11-20,"No","003B000000IXi0XIAT","User3 Q4DataUser3","NTO Insider","San Francisco","USA","003B000000IXi0XIAT","User3 Q4DataUser3","CA","Active","9.NA","Individual",,,"IndivAiK_010","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-09-19,"0lyB0000000RJD4IAO",FALSE,"Points","Number of Transactions",,,,"Marc4 Tom4",,,,"0lMB0000000RIFWMA4",,,,,"Marc4 Tom4","003B000000IXi0YIAT","POS",2021-09-19,"No","003B000000IXi0YIAT","Marc4 Tom4","NTO Insider","San Francisco","USA","003B000000IXi0YIAT","Marc4 Tom4","CA","Active","2.1-3 months","Individual",,,"IndivAiK_011","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-09-19,"0lyB0000000RJD5IAO",FALSE,"Points","Number of Transactions",,,,"Marc4 Tom4",,,,"0lMB0000000RIFWMA4",,,,,"Marc4 Tom4","003B000000IXi0YIAT","POS",2021-09-19,"No","003B000000IXi0YIAT","Marc4 Tom4","NTO Insider","San Francisco","USA","003B000000IXi0YIAT","Marc4 Tom4","CA","Active","2.1-3 months","Individual",,,"IndivAiK_011","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-07-23,"0lyB0000000RJD6IAO",FALSE,"Points","Number of Transactions",,,,"Data4 User4",,,,"0lMB0000000RIFXMA4",,,,,"Data4 User4","003B000000IXi0ZIAT","CallCenter",2021-07-23,"No","003B000000IXi0ZIAT","Data4 User4","NTO Insider","New Jersey","USA","003B000000IXi0ZIAT","Data4 User4","NJ","Active","3.3-6 months","Individual",,,"IndivAiK_012","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-07-23,"0lyB0000000RJD7IAO",FALSE,"Points","Number of Transactions",,,,"Data4 User4",,,,"0lMB0000000RIFXMA4",,,,,"Data4 User4","003B000000IXi0ZIAT","CallCenter",2021-07-23,"No","003B000000IXi0ZIAT","Data4 User4","NTO Insider","New Jersey","USA","003B000000IXi0ZIAT","Data4 User4","NJ","Active","3.3-6 months","Individual",,,"IndivAiK_012","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-03-18,"0lyB0000000RJD8IAO",FALSE,"Points","Number of Transactions",,,,"User4 Q4DataUser4",,,,"0lMB0000000RIFYMA4",,,,,"User4 Q4DataUser4","003B000000IXi0aIAD","Email",2021-03-18,"No","003B000000IXi0aIAD","User4 Q4DataUser4","NTO Insider","San Francisco","USA","003B000000IXi0aIAD","User4 Q4DataUser4","CA","Active","4.6-9 months","Individual",,,"IndivAiK_014","0lpB0000000PBdwIAG",,,,"2020-06-06T00:00:00.000Z","2021-11-06T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-03-18,"0lyB0000000RJD9IAO",FALSE,"Points","Number of Transactions",,,,"User4 Q4DataUser4",,,,"0lMB0000000RIFYMA4",,,,,"User4 Q4DataUser4","003B000000IXi0aIAD","Email",2021-03-18,"No","003B000000IXi0aIAD","User4 Q4DataUser4","NTO Insider","San Francisco","USA","003B000000IXi0aIAD","User4 Q4DataUser4","CA","Active","4.6-9 months","Individual",,,"IndivAiK_014","0lpB0000000PBdwIAG",,,,"2020-06-06T00:00:00.000Z","2021-11-06T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-09-13,"0lyB0000000RJDAIA4",FALSE,"Points","Number of Transactions",,,,"Marc5 Tom5",,,,"0lMB0000000RIFZMA4",,,,,"Marc5 Tom5","003B000000IXi0bIAD","Social",2020-09-13,"No","003B000000IXi0bIAD","Marc5 Tom5","NTO Insider","San Francisco","USA","003B000000IXi0bIAD","Marc5 Tom5","CA","Active","6.1-2 years","Individual",,,"IndivAiK_013","0lpB0000000PBdwIAG",,,,"2020-12-31T00:00:00.000Z","2021-06-18T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-09-13,"0lyB0000000RJDBIA4",FALSE,"Points","Number of Transactions",,,,"Marc5 Tom5",,,,"0lMB0000000RIFZMA4",,,,,"Marc5 Tom5","003B000000IXi0bIAD","Social",2020-09-13,"No","003B000000IXi0bIAD","Marc5 Tom5","NTO Insider","San Francisco","USA","003B000000IXi0bIAD","Marc5 Tom5","CA","Active","6.1-2 years","Individual",,,"IndivAiK_013","0lpB0000000PBdwIAG",,,,"2020-12-31T00:00:00.000Z","2021-06-18T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-02-28,"0lyB0000000RJDCIA4",FALSE,"Points","Number of Transactions",,,,"Data5 User5",,,,"0lMB0000000RIFaMAO",,,,,"Data5 User5","003B000000IXi0cIAD","Web",2021-02-28,"No","003B000000IXi0cIAD","Data5 User5","NTO Insider","New Jersey","USA","003B000000IXi0cIAD","Data5 User5","NJ","Active","4.6-9 months","Individual",,,"IndivAiK_015","0lpB0000000PBdwIAG",,,,"2020-06-24T00:00:00.000Z","2021-04-10T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-02-28,"0lyB0000000RJDDIA4",FALSE,"Points","Number of Transactions",,,,"Data5 User5",,,,"0lMB0000000RIFaMAO",,,,,"Data5 User5","003B000000IXi0cIAD","Web",2021-02-28,"No","003B000000IXi0cIAD","Data5 User5","NTO Insider","New Jersey","USA","003B000000IXi0cIAD","Data5 User5","NJ","Active","4.6-9 months","Individual",,,"IndivAiK_015","0lpB0000000PBdwIAG",,,,"2020-06-24T00:00:00.000Z","2021-04-10T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-04-16,"0lyB0000000RJDEIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data392 Trail392",,,,"0lMB0000000RIFbMAO",,,,,"Q4Data392 Trail392","003B000000IXi7iIAD","Email",2020-04-16,"No","003B000000IXi7iIAD","Q4Data392 Trail392","NTO Insider","New York","USA","003B000000IXi7iIAD","Q4Data392 Trail392","NY","Active","6.1-2 years","Individual",,,"IndivAiK_016","0lpB0000000PBdwIAG",,,,"2021-01-01T00:00:00.000Z","2021-08-20T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-04-16,"0lyB0000000RJDFIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data392 Trail392",,,,"0lMB0000000RIFbMAO",,,,,"Q4Data392 Trail392","003B000000IXi7iIAD","Email",2020-04-16,"No","003B000000IXi7iIAD","Q4Data392 Trail392","NTO Insider","New York","USA","003B000000IXi7iIAD","Q4Data392 Trail392","NY","Active","6.1-2 years","Individual",,,"IndivAiK_016","0lpB0000000PBdwIAG",,,,"2021-01-01T00:00:00.000Z","2021-08-20T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-11-01,"0lyB0000000RJDGIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data393 Trail393",,,,"0lMB0000000RIFcMAO",,,,,"Q4Data393 Trail393","003B000000IXi7jIAD","Web",2021-11-01,"No","003B000000IXi7jIAD","Q4Data393 Trail393","NTO Insider","New York","USA","003B000000IXi7jIAD","Q4Data393 Trail393","NY","Active","9.NA","Individual",,,"IndivAiK_017","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-11-01,"0lyB0000000RJDHIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data393 Trail393",,,,"0lMB0000000RIFcMAO",,,,,"Q4Data393 Trail393","003B000000IXi7jIAD","Web",2021-11-01,"No","003B000000IXi7jIAD","Q4Data393 Trail393","NTO Insider","New York","USA","003B000000IXi7jIAD","Q4Data393 Trail393","NY","Active","9.NA","Individual",,,"IndivAiK_017","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-08-03,"0lyB0000000RJDIIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data394 Trail394",,,,"0lMB0000000RIFdMAO",,,,,"Q4Data394 Trail394","003B000000IXi7kIAD","POS",2021-08-03,"No","003B000000IXi7kIAD","Q4Data394 Trail394","NTO Insider","San Francisco","USA","003B000000IXi7kIAD","Q4Data394 Trail394","CA","Active","2.1-3 months","Individual",,,"IndivAiK_018","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-08-03,"0lyB0000000RJDJIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data394 Trail394",,,,"0lMB0000000RIFdMAO",,,,,"Q4Data394 Trail394","003B000000IXi7kIAD","POS",2021-08-03,"No","003B000000IXi7kIAD","Q4Data394 Trail394","NTO Insider","San Francisco","USA","003B000000IXi7kIAD","Q4Data394 Trail394","CA","Active","2.1-3 months","Individual",,,"IndivAiK_018","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-10-06,"0lyB0000000RJDKIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data395 Trail395",,,,"0lMB0000000RIFeMAO",,,,,"Q4Data395 Trail395","003B000000IXi7lIAD","CallCenter",2020-10-06,"No","003B000000IXi7lIAD","Q4Data395 Trail395","NTO Insider","New Jersey","USA","003B000000IXi7lIAD","Q4Data395 Trail395","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_019","0lpB0000000PBdwIAG",,,,"2020-07-05T00:00:00.000Z","2021-07-19T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-10-06,"0lyB0000000RJDLIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data395 Trail395",,,,"0lMB0000000RIFeMAO",,,,,"Q4Data395 Trail395","003B000000IXi7lIAD","CallCenter",2020-10-06,"No","003B000000IXi7lIAD","Q4Data395 Trail395","NTO Insider","New Jersey","USA","003B000000IXi7lIAD","Q4Data395 Trail395","NJ","Active","6.1-2 years","Individual",,,"IndivAiK_019","0lpB0000000PBdwIAG",,,,"2020-07-05T00:00:00.000Z","2021-07-19T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
