"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Detractor","26-35","Andres","Michigan","Call Center","Onboarding","Male","Capinetti",3,3,2,32
"Promoter","36-50","Silvain","California","Call Center","Onboarding","NA","Farnill",3,4,2,36
"Detractor","18-25","Lanette","Florida","Call Center","Onboarding","Female","Doswell",3,2,2,23
"Passive","36-50","Esteban","Texas","Call Center","Onboarding","Female","Olsson",3,4,2,40
"Promoter","18-25","Eran","California","Call Center","Onboarding","NA","Rist",3,2,2,23
"Detractor","26-35","Karena","Tennessee","Call Center","Onboarding","Male","Seeking",3,3,2,35
"Passive","0-17","Craggie","Florida","Call Center","Onboarding","Female","Poley",3,1,2,10
"Detractor","18-25","Delbert","Michigan","Call Center","Onboarding","NA","Huffa",3,2,2,20
"Passive","18-25","Ottilie","Kentucky","Store","Onboarding","Male","Astman",4,2,2,22
"Promoter","36-50","Kellie","California","Store","Onboarding","NA","Trillo",4,4,2,38
"Detractor","26-35","Tommie","Alaska","Store","Onboarding","Male","Cale",4,3,2,30
"Passive","NA","Savina","California","Store","Onboarding","Female","Park",4,5,2,39
"Promoter","0-17","Olenolin","Pennsylvania","Store","Onboarding","Male","Frankes",4,1,2,10
"Detractor","36-50","Milo","California","Store","Onboarding","Female","Vizard",4,4,2,43
"Promoter","26-35","Cookie","Florida","Store","Onboarding","NA","Filipson",4,3,2,30
"Passive","26-35","Royce","Pennsylvania","Store","Onboarding","Female","Starmer",4,3,2,29
"Detractor","18-25","Marthe","Mississippi","Store","Onboarding","Male","Shortcliffe",4,2,2,25
"Promoter","NA","Lissy","Virginia","Store","Onboarding","NA","Barkway",4,5,2,10
"Passive","18-25","Lynn","Nevada","Store","Onboarding","Male","Maud",4,2,2,24
"Detractor","0-17","Yulma","New York","Store","Onboarding","Female","Pender",4,1,2,16
"Promoter","36-50","Abbie","District of Columbia","Store","Onboarding","NA","Abrams",4,4,2,44
"Detractor","26-35","Vitoria","New York","Store","Onboarding","Female","Mudge",4,3,2,26
"Passive","0-17","Brennen","Idaho","Store","Onboarding","Male","Brinklow",4,1,2,10
"Detractor","26-35","Gertrudis","Minnesota","Store","Onboarding","NA","Keaves",4,3,2,32
"Promoter","18-25","Simone","Texas","Store","Onboarding","Female","McDowell",4,2,2,23
"Passive","36-50","Audi","Kentucky","Store","Onboarding","NA","Feron",4,4,2,37
"Detractor","18-25","Prentice","Illinois","Store","Onboarding","Male","Demschke",4,2,2,22
"Passive","18-25","Dru","Florida","Store","Onboarding","NA","Couchman",4,2,2,24
"Detractor","36-50","Ilene","Washington","Store","Onboarding","Female","Akester",4,4,2,47
"Promoter","18-25","Aaron","Ohio","Store","Onboarding","Male","Prestwich",4,2,2,23
"Promoter","36-50","Winifield","Arizona","Store","Onboarding","NA","Whopples",4,4,2,48
"Passive","18-25","Ricca","Texas","Store","Onboarding","Female","Boyford",4,2,2,20
"Detractor","26-35","Andras","Virginia","Store","Onboarding","Male","Wakeling",4,3,2,32
"Detractor","26-35","Flinn","Florida","Store","Onboarding","Female","Walder",4,3,2,26
"Passive","26-35","Bryce","Colorado","Chat","Onboarding","Male","Dubber",5,3,2,31
"Promoter","26-35","Claudianus","South Carolina","Chat","Onboarding","NA","Purver",5,3,2,34
"Detractor","18-25","Kellby","Louisiana","Chat","Onboarding","Female","Imloch",5,2,2,25
"Promoter","18-25","Guillermo","New York","Chat","Onboarding","NA","Zipsell",5,2,2,25
"Detractor","36-50","Billi","Pennsylvania","Chat","Onboarding","Male","Trank",5,4,2,45
"Passive","36-50","Sam","Texas","Chat","Onboarding","Male","Keirl",5,4,2,48
"Passive","18-25","Heywood","Utah","Chat","Onboarding","Female","Duggon",5,2,2,21
"Detractor","26-35","Asia","New York","Chat","Onboarding","NA","Ghent",5,3,2,30
"Promoter","36-50","Falkner","Illinois","Chat","Onboarding","Male","Loblie",5,4,2,39
"Detractor","26-35","Gerrie","District of Columbia","Chat","Onboarding","Female","Bolens",5,3,2,29
"Passive","NA","Grayce","Alabama","Chat","Onboarding","NA","Huikerby",5,5,2,28
"Promoter","26-35","Carlie","Pennsylvania","Email","Onboarding","Female","Marguerite",6,3,2,32
"Detractor","26-35","Heywood","Arizona","Email","Onboarding","Male","Eastlake",6,3,2,30
"Promoter","26-35","Micah","California","Email","Onboarding","NA","Hosby",6,3,2,35
"Passive","18-25","Griffin","North Carolina","Email","Onboarding","NA","Banister",6,2,2,20
"Detractor","18-25","Katherina","Tennessee","Email","Onboarding","Male","Spradbrow",6,2,2,25
"Passive","0-17","Prissie","District of Columbia","Email","Onboarding","Female","Giacobbo",6,1,2,17
"Promoter","0-17","Hilary","California","Email","Onboarding","NA","Spilling",6,1,2,10
"Detractor","36-50","Bendite","Colorado","Email","Onboarding","Female","Nabbs",6,4,2,38
"Promoter","36-50","Raeann","Kansas","Email","Onboarding","Male","Varren",6,4,2,40
"Passive","36-50","Lavinie","District of Columbia","Email","Onboarding","NA","Bote",6,4,2,44
"Detractor","18-25","Catriona","North Carolina","Email","Onboarding","Male","Redford",6,2,2,18
"Passive","26-35","Kitty","Wisconsin","Email","Onboarding","Female","Storr",6,3,2,27
"Promoter","18-25","Corey","Florida","Email","Onboarding","Male","Skeat",6,2,2,20
"Detractor","26-35","Cinda","North Carolina","Email","Onboarding","NA","Peever",6,3,2,30
"Detractor","26-35","Liesa","Michigan","Email","Onboarding","Female","Harkness",6,3,2,31
"Passive","18-25","Holt","South Carolina","Email","Onboarding","Female","De Pero",6,2,2,20
"Promoter","NA","Simone","Utah","Website","Claims","NA","Blodg",1,5,3,70
"Detractor","0-17","Helen","California","Website","Claims","Male","Reily",1,1,3,11
"Promoter","18-25","Earle","Indiana","Website","Claims","Male","Vedeshkin",1,2,3,21
"Passive","0-17","Cornelius","Oregon","Website","Claims","Female","Houndsom",1,1,3,13
"Detractor","36-50","Logan","New York","Website","Claims","NA","Wathey",1,4,3,37
"Passive","18-25","Lorene","Texas","Website","Claims","Male","McFeat",1,2,3,18
"Promoter","36-50","Joseph","Michigan","Website","Claims","NA","Adlard",1,4,3,41
"Detractor","18-25","Winny","New Jersey","Website","Claims","Female","Peachman",1,2,3,24
"Passive","26-35","Erroll","Washington","Website","Claims","NA","Conningham",1,3,3,33
"Detractor","NA","Cristabel","California","Website","Claims","Male","Flay",1,5,3,51
"Promoter","36-50","Flo","Texas","Website","Claims","Female","Ragg",1,4,3,48
"Passive","18-25","Oren","District of Columbia","Website","Claims","Male","Potkins",1,2,3,18
"Promoter","18-25","Randolph","Nevada","Website","Claims","Female","Silbermann",1,2,3,23
"Detractor","26-35","Danette","Georgia","Website","Claims","NA","Butchers",1,3,3,33
"Detractor","26-35","Liesa","Alabama","Website","Claims","NA","Rabidge",1,3,3,32
"Passive","36-50","Dionis","California","Website","Claims","Female","Nary",1,4,3,50
"Detractor","26-35","Bear","Florida","Website","Claims","Male","Dwyr",1,3,3,26
"Promoter","26-35","Merwyn","California","Website","Claims","Male","Boyd",1,3,3,32
"Passive","NA","Marjy","Illinois","Website","Claims","NA","Kinder",1,5,3,42
"Detractor","18-25","Kathe","Washington","Website","Claims","Female","Walsh",1,2,3,18
"Promoter","36-50","Faye","Mississippi","Website","Claims","Female","Rackstraw",1,4,3,47
"Detractor","26-35","Fianna","Oregon","Website","Claims","NA","Timmens",1,3,3,35
"Passive","26-35","Marci","Kansas","Website","Claims","Male","Girsch",1,3,3,26
"Promoter","26-35","Carlie","Texas","Website","Claims","Female","Polding",1,3,3,30
"Passive","36-50","Shani","Illinois","Website","Claims","Male","Everett",1,4,3,45
"Detractor","36-50","Saxon","Arizona","Website","Claims","NA","Alonso",1,4,3,50
"Detractor","18-25","Von","New Jersey","Website","Claims","Female","Fletcher",1,2,3,19
"Passive","0-17","Gar","California","Website","Claims","Male","Stode",1,1,3,12
"Promoter","18-25","Annadiana","Minnesota","Website","Claims","NA","Chidgey",1,2,3,25
"Detractor","26-35","Job","North Carolina","Website","Claims","Female","Baldinotti",1,3,3,33
"Promoter","26-35","Carr","Florida","Website","Claims","Male","Melvin",1,3,3,32
"Passive","NA","Annabal","North Carolina","Website","Claims","NA","Hentze",1,5,3,23
"Detractor","18-25","Pieter","Texas","Website","Claims","Male","Stoll",1,2,3,24
"Promoter","0-17","Ciel","Texas","Website","Claims","Female","Snartt",1,1,3,10
"Passive","18-25","Sonya","Missouri","Website","Claims","NA","Cuttle",1,2,3,23
"Detractor","26-35","Retha","District of Columbia","Website","Claims","Male","Hadcroft",1,3,3,30
"Promoter","26-35","Bevan","Vermont","Website","Claims","NA","MacNeish",1,3,3,27
"Detractor","36-50","Dulsea","Virginia","Website","Claims","Female","Mebes",1,4,3,49
"Passive","18-25","Salvatore","New York","Website","Claims","Female","Perham",1,2,3,20
"Detractor","26-35","Chadd","New York","Website","Claims","NA","Casado",1,3,3,35
"Passive","18-25","Estell","Ohio","Website","Claims","Male","Duly",1,2,3,25
"Promoter","36-50","Jilly","Kentucky","Website","Claims","NA","Carden",1,4,3,44
"Detractor","26-35","Cullin","Washington","Website","Claims","Female","Osborn",1,3,3,26
"Passive","0-17","Gilligan","Indiana","Website","Claims","Male","Kardos-Stowe",1,1,3,16
"Promoter","36-50","Barbabas","Hawaii","Website","Claims","Male","Goldine",1,4,3,43
"Detractor","18-25","Dedra","Pennsylvania","Website","Claims","NA","Sywell",1,2,3,19
"Promoter","18-25","Brendis","Maryland","Website","Claims","Female","Portlock",1,2,3,21
"Detractor","36-50","Gilberto","Ohio","Website","Claims","Male","Antonikov",1,4,3,46
"Passive","26-35","Atlanta","Minnesota","Website","Claims","NA","Mustarde",1,3,3,27
"Promoter","36-50","Celestyna","Michigan","Website","Claims","Female","Gaskoin",1,4,3,50
"Detractor","26-35","Murdoch","Hawaii","Website","Claims","Female","Jacquemot",1,3,3,33
"Passive","18-25","Henka","Florida","Website","Claims","Male","Emmitt",1,2,3,20
"Detractor","26-35","Derwin","Texas","Website","Claims","NA","Lamort",1,3,3,31
"Promoter","26-35","Dana","Tennessee","Website","Claims","Male","Goom",1,3,3,34
"Passive","36-50","Star","Washington","Website","Claims","NA","Fishbourne",1,4,3,43
"Detractor","18-25","Alvin","New York","Website","Claims","Female","Kennewell",1,2,3,18
"Passive","36-50","Vergil","North Carolina","Website","Claims","Female","Skouling",1,4,3,36
"Promoter","NA","Hailey","Ohio","Website","Claims","Male","Izzat",1,5,3,72
"Detractor","0-17","Janel","Louisiana","Website","Claims","NA","Truckett",1,1,3,10
"Passive","26-35","Karalee","Florida","Website","Claims","NA","Yakobovitz",1,3,3,35
"Detractor","36-50","Nona","Florida","Website","Claims","Male","Purdey",1,4,3,41
"Promoter","26-35","Bobbette","Ohio","Website","Claims","Female","MacCorkell",1,3,3,28
"Promoter","18-25","Husein","Arizona","Website","Claims","NA","Maile",1,2,3,21
"Detractor","18-25","Sybil","Florida","Website","Claims","Male","Dorgan",1,2,3,23
"Passive","NA","Gwyn","Montana","Website","Claims","Female","Dailly",1,5,3,13
"Detractor","26-35","Robbie","Virginia","Website","Claims","Male","Sleep",1,3,3,31
"Promoter","36-50","Kurt","California","Website","Claims","Female","Overstone",1,4,3,43
"Passive","0-17","Denise","Idaho","Website","Claims","NA","Peacey",1,1,3,10
"Detractor","26-35","Berkie","California","Website","Claims","Female","Fiennes",1,3,3,31
"Passive","18-25","Kienan","Arizona","Website","Claims","NA","Marven",1,2,3,18
"Promoter","0-17","Roscoe","District of Columbia","Website","Claims","Male","Biers",1,1,3,10
"Detractor","36-50","Ahmad","North Carolina","Website","Claims","Male","Saunier",1,4,3,40
"Passive","26-35","Giffer","Utah","Website","Claims","NA","Cunliffe",1,3,3,35
"Promoter","26-35","Timoteo","Michigan","Website","Claims","Female","Rykert",1,3,3,26
"Detractor","26-35","Welsh","Colorado","Website","Claims","Male","Mortel",1,3,3,30
"Passive","36-50","Chuck","Kentucky","Website","Claims","Female","Tweed",1,4,3,39
"Promoter","18-25","Arielle","California","Website","Claims","NA","Dunkirk",1,2,3,24
"Detractor","18-25","Maury","New Mexico","Website","Claims","NA","Doberer",1,2,3,19
"Detractor","18-25","Ursula","Maryland","Website","Claims","Male","Foxton",1,2,3,23
"Passive","18-25","Rosita","Rhode Island","Website","Claims","Female","Drohun",1,2,3,20
"Promoter","36-50","Angel","California","Website","Claims","Female","Tolson",1,4,3,50
"Detractor","26-35","Netta","California","Website","Claims","NA","Kmiec",1,3,3,30
"Promoter","18-25","Cherise","Wisconsin","Website","Claims","Male","Abbet",1,2,3,22
"Passive","18-25","Augustin","District of Columbia","Website","Claims","Male","Condliffe",1,2,3,19
"Detractor","NA","Merle","Arizona","Website","Claims","Female","Pairpoint",1,5,3,32
"Passive","0-17","Lenard","New York","Website","Claims","NA","Spykins",1,1,3,10
"Detractor","36-50","Lek","Pennsylvania","Website","Claims","Female","Edmondson",1,4,3,48
"Promoter","36-50","Salim","Georgia","Website","Claims","NA","Nosworthy",1,4,3,39
"Passive","36-50","Hyacintha","Michigan","Website","Claims","Male","Mc Giffin",1,4,3,50
"Detractor","18-25","Michele","West Virginia","Website","Claims","Female","Minci",1,2,3,20
"Promoter","18-25","Suzie","Texas","Website","Claims","Male","Smetoun",1,2,3,22
"Detractor","26-35","Joanne","Louisiana","Website","Claims","NA","Auchterlonie",1,3,3,32
"Promoter","26-35","Chantal","West Virginia","Website","Claims","NA","Shankle",1,3,3,29
"Passive","18-25","Grange","Nevada","Website","Claims","Female","Kenningham",1,2,3,21
"Detractor","0-17","Ola","New York","Website","Claims","Male","Hallawell",1,1,3,17
"Promoter","36-50","Zonda","Texas","Website","Claims","Female","Bleasby",1,4,3,40
"Detractor","26-35","Rodie","California","Website","Claims","NA","Kunkler",1,3,3,29
"Passive","26-35","Fae","Minnesota","Website","Claims","Male","Cann",1,3,3,28
"Passive","NA","Pavel","Ohio","Website","Claims","Female","Rissom",1,5,3,61
"Detractor","26-35","Sargent","Delaware","Website","Claims","Male","Zelake",1,3,3,28
"Promoter","26-35","Ric","District of Columbia","Website","Claims","NA","Stener",1,3,3,33
"Passive","18-25","Lorianna","New York","Website","Claims","NA","Kemish",1,2,3,20
"Detractor","36-50","Josephine","Massachusetts","Website","Claims","Female","Wheatland",1,4,3,46
"Promoter","18-25","Renelle","Michigan","Website","Claims","Male","Seers",1,2,3,24
"Passive","0-17","Emmalynn","Maryland","Website","Claims","NA","Haken",1,1,3,10
"Promoter","NA","Leeland","Maryland","Website","Claims","Female","Renison",1,5,3,32
"Detractor","18-25","Reggis","Washington","Website","Claims","Male","Paton",1,2,3,23
"Detractor","26-35","Alyce","Tennessee","Website","Claims","Male","McLarnon",1,3,3,29
"Passive","36-50","Owen","Indiana","Website","Claims","Female","Harrop",1,4,3,47
"Promoter","0-17","Sibbie","Alabama","Website","Claims","NA","Simonini",1,1,3,14
"Detractor","26-35","Reade","Washington","Website","Claims","Female","Heatley",1,3,3,29
"Passive","NA","Florrie","Georgia","Website","Claims","Male","Hurch",1,5,3,63
"Detractor","36-50","Iorgos","New Mexico","Website","Claims","NA","Pedrazzi",1,4,3,50
"Promoter","36-50","Emily","Texas","Website","Claims","Male","Bownes",1,4,3,41
"Passive","26-35","Melli","Illinois","Website","Claims","Female","Simnell",1,3,3,30
"Promoter","26-35","Coralyn","Illinois","Website","Claims","NA","Bauldry",1,3,3,29
"Detractor","26-35","Karalynn","Florida","Website","Claims","Male","Adnam",1,3,3,29
"Passive","18-25","Abner","Texas","Website","Claims","NA","Ruggen",1,2,3,24
"Detractor","18-25","Lorinda","Virginia","Website","Claims","Female","Yockley",1,2,3,23
"Promoter","36-50","Leshia","Texas","Website","Claims","NA","Leadbitter",1,4,3,46
"Detractor","18-25","Lucia","Arizona","App","Claims","Male","Harker",2,2,3,23
"Passive","36-50","Izzy","Oregon","App","Claims","Female","Toombs",2,4,3,49
"Promoter","18-25","Hubert","Ohio","App","Claims","Male","Conquest",2,2,3,19
"Detractor","26-35","Wendi","Colorado","App","Claims","Female","Tomkinson",2,3,3,33
"Passive","18-25","Amble","Michigan","App","Claims","NA","Ciciari",2,2,3,20
"Promoter","18-25","Erminia","Colorado","App","Claims","NA","Cockrill",2,2,3,18
"Detractor","36-50","Arleta","Texas","App","Claims","Female","Limbert",2,4,3,44
"Passive","0-17","Jordan","District of Columbia","App","Claims","Male","Mellonby",2,1,3,10
"Detractor","18-25","Merrielle","Virginia","App","Claims","Male","McGennis",2,2,3,24
"Promoter","26-35","Kimble","South Carolina","App","Claims","Female","Glisane",2,3,3,30
"Passive","18-25","Orville","Michigan","App","Claims","NA","Mairs",2,2,3,23
"Detractor","26-35","Hewet","Illinois","App","Claims","Male","Carr",2,3,3,35
"Promoter","36-50","Pearline","Maryland","App","Claims","NA","Brabban",2,4,3,38
"Passive","18-25","Brenda","Texas","App","Claims","Female","Hosby",2,2,3,25
"Detractor","26-35","Ajay","Kansas","App","Claims","Female","Carncross",2,3,3,30
"Detractor","26-35","Sabra","Texas","App","Claims","Male","Moehler",2,3,3,29
"Passive","26-35","Amalle","Michigan","App","Claims","NA","Piatkowski",2,3,3,27
"Detractor","18-25","Lotte","Texas","App","Claims","Female","Self",2,2,3,22
"Promoter","18-25","Lion","Georgia","App","Claims","NA","Tolworth",2,2,3,19
"Promoter","26-35","Ginger","Oregon","App","Claims","Male","Yashanov",2,3,3,26
"Passive","NA","Horatio","Pennsylvania","App","Claims","Male","Vodden",2,5,3,41
"Detractor","0-17","Klarika","Louisiana","App","Claims","Female","Sherbourne",2,1,3,13
"Promoter","36-50","Alene","Illinois","App","Claims","NA","Macari",2,4,3,46
"Detractor","36-50","Langston","Kentucky","App","Claims","Female","Fish",2,4,3,42
"Passive","0-17","Lotty","Virginia","App","Claims","NA","Klaff",2,1,3,13
"Promoter","NA","Gloriana","California","App","Claims","Male","Skerman",2,5,3,11
"Detractor","18-25","Kristy","Massachusetts","App","Claims","Female","Bramley",2,2,3,22
"Passive","26-35","Stafford","Maryland","App","Claims","NA","Pheby",2,3,3,31
"Detractor","26-35","Shelby","Ohio","App","Claims","Male","Hollows",2,3,3,27
"Passive","36-50","Edward","Florida","App","Claims","Female","Hatherley",2,4,3,46
"Detractor","36-50","Audry","Minnesota","App","Claims","NA","Kinneir",2,4,3,49
"Promoter","0-17","Annissa","Texas","App","Claims","Male","Tattoo",2,1,3,10
"Passive","18-25","Masha","Florida","App","Claims","Male","Kingzett",2,2,3,25
