"UserName","LastProcessedDate","Photo","Manager","CloseDate","Role","UserExternalId","QuotaAttainment","Quota","PipelineForecast","ClosedWonForecast","ClosedWon","CommitForecast"
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-04-06","Central CSR","W_User.7",60,200000,251840,200332,120199,160103
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-08-10","CEO","User.166",108,500000,567700,528276,570538,1034184
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-02-04","Customer Service Manager","User.029",40,400000,485245,507555,203022,317772
"Olivia Order","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37D/T","Wanda Wilson","2022-05-20","Central Sales","User.058",40,200000,231744,292265,116906,177800
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-06-26","Team Lead","User.044",55,200000,239798,252629,138946,224262
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2022-01-22","Central Sales","User.015",70,300000,338286,364206,254944,437766
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-07-13","Team Lead","User.057",80,300000,347872,327378,261902,462469
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-04-01","Customer Service Agent","User.032",40,300000,339725,408893,163557,250043
"Richard Hayden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","Michelle Chung","2022-12-11","West CSM","W_User.M.18",90,500000,623306,520047,468042,859557
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-05-16","Omega, Inc. Customer Executive","User.061",85,200000,238116,212087,180274,331817
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-11-08","West CSR","W_User.2",60,300000,332438,333852,200311,215209
"Alf Operations","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Y/T","Samantha Dispatcher","2022-01-10","VP of Customer Service","User.013",70,300000,353654,360707,252495,435891
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-03-18","Meridian Partners Partner User","User.034",60,500000,569397,549155,329493,357585
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-04-05","RVP Central","User.000",55,500000,571352,550318,302675,495137
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-08-02","Team Lead","User.057",105,200000,244181,199429,209400,382289
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-10-12","West CSR","W_User.3",95,500000,560853,499389,474420,875004
"Andrea Bowden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37e/T","Acme Dispatcher","2022-12-09","Displaytech Customer User","User.028",108,300000,376189,304030,328352,591899
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-08-22","Omega, Inc. Customer Executive","User.026",90,400000,467281,420848,378763,690363
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-06-18","Omega, Inc. Customer Manager","User.075",70,200000,234259,225893,158125,265600
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-09-10","Customer Service Agent","User.032",40,200000,237523,257745,103098,159981
"Sean Silver","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36W/T","Acme Dispatcher","2022-03-02","Pinnacle Partners Partner User","User.035",85,500000,615573,506745,430733,786150
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-06-28","VP of Customer Service","User.018",105,400000,510309,389997,409497,739292
"Ely East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36e/T","Dustin Good","2022-10-02","East Sales","User.020",80,300000,385712,324409,259527,455888
"Ted Data","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36t/T","Acme Dispatcher","2022-11-07","Director of Finance","User.006",95,400000,496848,411789,391200,711913
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-05-01","RVP East","User.012",60,500000,594971,518577,311146,403327
"Ricky East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36X/T","Dustin Good","2022-04-03","East Sales","User.019",108,400000,482261,404467,436824,803739
"Richard Hayden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","Michelle Chung","2022-05-21","West CSM","W_User.M.18",55,500000,597611,571773,314475,510972
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-07-12","Central CSR","W_User.6",90,500000,632341,501992,451793,829235
"Jennifer Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJJ/T","Michelle Chung","2022-08-21","West CSR","W_User.1",60,400000,454803,412957,247774,319776
"Jamie Green","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36U/T","Acme Dispatcher","2022-10-23","Summit Resellers Partner User","User.033",55,400000,504986,476324,261978,411939
"Bill West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36h/T","Acme Dispatcher","2022-01-20","West Sales","User.021",90,400000,448822,414938,373444,678910
"Sue Marketing","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37a/T","Acme Dispatcher","2022-02-06","VP of Marketing","User.017",60,400000,494835,450042,270025,314052
"Cindy Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36V/T","Wanda Wilson","2022-12-05","Central Sales","User.016",85,500000,573747,518626,440832,805356
"Sarah Phillips","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37w/T","Acme Dispatcher","2022-10-07","Acme Partners Partner Executive","User.053",80,400000,488454,446663,357330,627319
"Wanda Wilson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHS2/T",,"2022-04-24","CEO","User.001",70,500000,642238,602953,422067,706577
"Gabriel Anderson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHmv/T","Wanda Wilson","2022-05-11","Central CSM","W_User.M.20",85,400000,490224,441499,375274,671242
"Miguel Jensen","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIt/T","John Smith","2022-12-21","East CSR","W_User.13",55,400000,468462,495449,272497,447579
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-06-18","Omega, Inc. Customer Executive","User.061",105,200000,225086,196817,206658,372117
"Richard Elliott","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ3/T","John Smith","2022-08-20","East CSR","W_User.17",40,200000,240166,297828,119131,185359
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-03-09","CEO","User.166",95,200000,238830,207115,196759,357763
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-11-09","RVP West","User.011",55,400000,445987,451844,248514,406401
"Tim Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c377/T","Acme Dispatcher","2022-07-09","Customer Service Agent","User.031",60,200000,248106,202460,121476,141806
"William Martinez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIy/T","Ely East","2022-01-23","East CSR","W_User.16",85,400000,514436,426358,362404,644674
"Elliot Executive","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36b/T","Samantha Dispatcher","2022-02-08","VP of Sales","User.007",108,400000,499578,413119,446168,819424
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-10-03","West CSR","W_User.5",80,500000,619889,556728,445382,779776
"Mark Watson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Y/T",,"2022-04-16","CEO","User.102",40,500000,598123,722133,288853,458437
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-11-26","Advanced Communications Customer User","User.100",90,500000,555673,513969,462572,839298
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-09-23","Team Lead","User.044",60,500000,559458,519583,311750,358899
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-03-25","East CSR","W_User.14",95,200000,228088,204271,194057,357772
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2022-01-16","CEO","User.068",55,400000,450248,489600,269280,418790
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-06-15","Acme Partners Partner Manager","User.116",40,200000,233129,286208,114483,174463
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-10-20","West Sales","User.022",105,200000,254168,194510,204236,372800
"Courtney Bennett","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIZ/T","Wanda Wilson","2022-05-17","Central CSR","W_User.8",80,300000,376237,333601,266881,474628
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2022-02-22","Central Sales","User.015",70,300000,389558,327326,229128,392974
"Gordon Reeves","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36u/T","Acme Dispatcher","2022-12-13","Business Development Director","User.003",55,400000,447646,452245,248735,389848
"Steve Ishikawa","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37g/T","Acme Dispatcher","2022-08-26","Vand Enterprises, Inc. Customer User","User.036",85,200000,233872,210375,178819,326451
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-08-02","Central CSR","W_User.11",70,400000,482566,471830,330281,550339
"Olivia Order","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37D/T","Wanda Wilson","2022-08-10","Central Sales","User.058",40,300000,383095,443853,177541,269259
"Jay Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36m/T","Acme Dispatcher","2022-10-13","Customer Service Manager","User.030",60,400000,483176,402948,241769,292805
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-02-27","CEO","User.163",40,300000,337496,421313,168525,260823
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-04-09","Central CSR","W_User.7",60,300000,355778,311297,186778,241584
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-06-11","Director of Channel Sales","User.002",80,200000,249472,220445,176356,316385
"Karen Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIe/T","John Smith","2022-07-13","East CSR","W_User.12",108,500000,560801,527133,569304,1047150
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-01-18","Acme Partners Partner User","User.118",85,500000,643971,511072,434411,773439
"Vance Channel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36f/T","Acme Dispatcher","2022-05-15","Director of Channel Sales","User.037",95,200000,254216,206876,196532,354668
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-11-10","East CSM","W_User.M.19",60,300000,354939,338910,203346,252756
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-03-05","Customer Service Manager","User.029",105,500000,644011,492536,517163,947473
"Paul Partner","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36d/T","Chet Callaghan","2022-12-16","Acme Partners Partner Executive","User.059",108,500000,609837,529995,572395,1043897
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-09-06","Director of Human Resources","User.168",70,300000,377112,327101,228971,398600
"Andrea Admin","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36j/T","Acme Dispatcher","2022-10-23","Director of Human Resources","User.005",90,500000,588732,517962,466166,859088
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-05-06","AUser Customer Person Account","User.056",55,200000,259973,254413,139927,217256
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-12-27","Acme Partners Partner User","User.119",60,300000,343996,340867,204520,245702
"Xavier Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37G/T","Acme Dispatcher","2022-01-22","Acme Partners Partner User","User.117",80,200000,246840,216525,173220,309627
"Daryl Distributor","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38V/T","Acme Dispatcher","2022-09-08","Zenith Distributors Partner User","User.120",108,500000,630288,529675,572049,1053203
"James Wu","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37d/T","Acme Dispatcher","2022-07-30","Omega, Inc. Customer User","User.024",55,300000,349385,361089,198599,326418
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-03-04","Director of Engineering","User.023",90,200000,224396,201491,181342,334667
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-06-11","Central CSR","W_User.10",105,300000,356845,292203,306813,554110
"Jonathan Perkins","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIj/T","John Smith","2022-08-04","East CSR","W_User.15",40,500000,646575,727950,291180,454231
"Wes Chopra","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38W/T","Acme Dispatcher","2022-02-23","Green Fields Media Customer User","User.112",95,500000,593804,495009,470259,854202
"Neil Patel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37q/T","Acme Dispatcher","2022-11-04","Social Media Manager","User.065",60,500000,582219,546133,327680,394894
