"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-17","High","2019-04-30","San Francisco","Completed","-","Manager","Call","0011U00000KuFcuQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Email","20190829135125753975","Growth","Client Retention","Call","Carissa Deleon","Moderately Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-19","High","2018-06-06","Florida","Completed","-","Manager","Call","0011U00000KuFcwQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-19","Call","20190829135125753975","Growth","Onboarding","Call","Patience Bradley","Moderately Inexperienced","2019-08-29","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Discussion","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-23","High","2018-12-05","New York","Completed","-","Manager","Call","0011U00000KuFcxQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-23","Email","20190829135125753975","Balanced Growth","Service","Call","Vance Burnett","Moderately Inexperienced","2019-08-29","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-27","High","2018-12-28","Chicago","Completed","-","Manager","Call","0011U00000KuFcyQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-27","Meeting","20190829135125753975","Growth","Prospecting","Call","William Gilbert","Moderately Experienced","2019-08-29","Retired","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-07-31","High","2018-08-04","San Francisco","Completed","-","Manager","Call","0011U00000KuFczQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-31","Email","20190829135125753975","Growth","Prospecting","Call","Erica Wilkins","Inexperienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-07","High","2019-01-28","Chicago","Completed","-","Manager","Call","0011U00000KuFd0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Meeting","20190829135125753975","Balanced Growth","Service","Call","Farrah Holloway","Inexperienced","2019-08-29","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-07-31","High","2018-12-17","Florida","Completed","-","Manager","Call","0011U00000KuFd1QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-31","Call","20190829135125753975","Aggressive Growth","Onboarding","Call","Cailin Nieves","Inexperienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-28","High","2018-06-01","New York","Completed","-","Manager","Call","0011U00000KuFd3QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-28","Other","20190829135125753975","Growth","Client Retention","Call","Dominic Contreras","Inexperienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-04","High","2018-07-26","Florida","Completed","-","Manager","Call","0011U00000KuFd7QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-04","Meeting","20190829135125753975","Balanced Growth","Prospecting","Call","Kyra Davidson","Inexperienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-02","High","2019-04-13","Florida","Completed","-","Manager","Call","0011U00000KuFd9QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Call","20190829135125753975","Income","Service","Call","Stella Booth","Moderately Experienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-03","High","2018-04-08","San Francisco","Completed","-","Manager","Call","0011U00000KuFdAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-03","Email","20190829135125753975","Growth","Prospecting","Call","Lionel Watts","Inexperienced","2019-08-29","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-26","High","2019-06-15","San Francisco","Completed","-","Manager","Call","0011U00000KuFdCQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-26","Email","20190829135125753975","Income","Prospecting","Call","Kennedy Medina","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-27","High","2019-02-19","San Francisco","Completed","-","Manager","Call","0011U00000KuFdEQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Other","20190829135125753975","Growth","Onboarding","Call","Macon Bridges","Inexperienced","2019-08-29","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-17","High","2019-02-28","New York","Completed","-","Manager","Call","0011U00000KuFdHQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Call","20190829135125753975","Growth","Service","Call","Salvador Martinez","Moderately Inexperienced","2019-08-29","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Lunch Meeting","mark.garet@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-12","High","2019-03-13","Chicago","Completed","-","Manager","Call","0011U00000KuFdIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-12","Meeting","20190829135125753975","Aggressive Growth","Onboarding","Call","Nayda Emerson","Experienced","2019-08-29","Retired","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-20","High","2018-07-25","New York","Completed","-","Manager","Call","0011U00000KuFdJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-20","Meeting","20190829135125753975","Income","Onboarding","Call","Cynthia Juarez","Moderately Experienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-07-30","High","2019-07-06","Chicago","Completed","-","Manager","Call","0011U00000KuFdLQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-30","Meeting","20190829135125753975","Growth","Service","Call","Ryder Silva","Moderately Inexperienced","2019-08-29","Millennials","Allen Advisor","1. Less than 50k","Event","Lunch Meeting","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-28","High","2019-05-24","San Francisco","Completed","-","Manager","Call","0011U00000KuFdMQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-28","Meeting","20190829135125753975","Balanced Growth","Prospecting","Call","Alexis Brennan","Experienced","2019-08-29","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Lunch Meeting","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-07","High","2019-02-20","Florida","Completed","-","Manager","Call","0011U00000KuFdNQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-07","Other","20190829135125753975","Income","Prospecting","Call","Yetta Cohen","Inexperienced","2019-08-29","High Net Worth Families","Chelsea Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-16","High","2018-04-21","San Francisco","Completed","-","Manager","Call","0011U00000KuFdOQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Call","20190829135125753975","Growth","Prospecting","Call","Clementine Gentry","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-11","High","2018-05-24","San Francisco","Completed","-","Manager","Call","0011U00000KuFdQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-11","Email","20190829135125753975","Balanced Growth","Service","Call","Chantale Snider","Moderately Inexperienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-21","High","2018-10-31","New York","Completed","-","Manager","Call","0011U00000KuFdRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-21","Call","20190829135125753975","Income","Onboarding","Call","Noble Erickson","Experienced","2019-08-29","Millennials","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-25","High","2019-05-25","New York","Completed","-","Manager","Call","0011U00000KuFdSQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-25","Call","20190829135125753975","Growth","Onboarding","Call","Carol Key","Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-19","High","2019-03-18","Chicago","Completed","-","Manager","Call","0011U00000KuFdTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-19","Other","20190829135125753975","Balanced Growth","Onboarding","Call","Ivana Ramirez","Inexperienced","2019-08-29","Retired","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-28","High","2018-12-11","Florida","Completed","-","Manager","Call","0011U00000KuFdUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-28","Call","20190829135125753975","Aggressive Growth","Prospecting","Call","Kasper Bryant","Moderately Inexperienced","2019-08-29","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-06","High","2018-06-14","San Francisco","Completed","-","Manager","Call","0011U00000KuFdVQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-06","Call","20190829135125753975","Balanced Growth","Service","Call","Frances Serrano","Moderately Experienced","2019-08-29","Mass Market","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-09","High","2019-05-10","San Francisco","Completed","-","Manager","Call","0011U00000KuFdWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-09","Email","20190829135125753975","Income","Onboarding","Call","Evan Molina","Moderately Experienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-25","High","2019-08-19","New York","Completed","-","Manager","Call","0011U00000KuFdYQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-25","Call","20190829135125753975","Growth","Service","Call","Darius Velasquez","Moderately Experienced","2019-08-29","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-23","High","2018-06-16","New York","Completed","-","Manager","Call","0011U00000KuFdZQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-23","Email","20190829135125753975","Income","Service","Call","Callum Orr","Inexperienced","2019-08-29","Mass Market","Mark Garet","1. Less than 50k","Event","Send Birthday Gift","mark.garet@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-26","High","2018-07-05","Chicago","Completed","-","Manager","Call","0011U00000KuFddQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-26","Meeting","20190829135125753975","Growth","Prospecting","Call","Ezra Reeves","Moderately Inexperienced","2019-08-29","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-06","High","2018-09-25","New York","Completed","-","Manager","Call","0011U00000KuFdeQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-06","Call","20190829135125753975","Aggressive Growth","Service","Call","Judah Lyons","Moderately Experienced","2019-08-29","Millennials","Mark Garet","1. Less than 50k","Event","Summit","mark.garet@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-14","High","2018-11-03","New York","Completed","-","Manager","Call","0011U00000KuFdgQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","Call","20190829135125753975","Growth","Service","Call","Catherine Sutton","Moderately Experienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Lunch Meeting","mark.garet@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-21","High","2018-12-24","Florida","Completed","-","Manager","Call","0011U00000KuFdmQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Other","20190829135125753975","Balanced Growth","Onboarding","Call","Calvin Hays","Moderately Inexperienced","2019-08-29","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-06","High","2019-03-29","San Francisco","Completed","-","Manager","Call","0011U00000KuFdoQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-06","Meeting","20190829135125753975","Balanced Growth","Service","Call","Zia Ashley","Inexperienced","2019-08-29","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Lunch Meeting","sunil.dixit@example.com"
