"OWNERUNIQUEUSERNAME","OWNERID","PRIMARYCONTACTGENDER","OWNERSTATE","AGEBUCKET","SERVICEMODEL","INVESTMENTOBJECTIVES","CREATEDDATE","OWNERCITY","STATUS","MARKETINGSEGMENT","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","BALANCEBUCKET","BILLINGSTREET","OWNERSMALLPHOTOURL","ID","INVESTMENTEXPERIENCE","BILLINGCITY","ANALYTICSDEMO_BATCH_ID_C","BILLINGSTATE","CLIENTCATEGORYCUSTOM","LastProcessedDate","LASTINTERACTION","NEXTREVIEW","PRIMARYCONTACTEMAIL","OWNERNAME","NAME","BILLINGCOUNTRY","RATING","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","OWNEREMAIL","OWNERSHIP","YEARSTARTED","PRIMARYCONTACTAGE","DAYSSINCELASTINTERACTION","YEARSSINCECLIENT","PRIMARYCONTACTANNUALINCOME"
"Allen Advisor","0051U000005JQyrQAG","Male","IL","3. 30-49","Tier 3","Income","2018-12-08","Chicago","Active","High Net Worth Families","2011-08-03","Person Account","Manager","1. Less than 50k","9790 Jeremy Mall","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbTQAV","Inexperienced","New Dorothyton","20190823114923194298","CA","5 - Standard","2019-10-07","2019-06-13","2019-06-23","user-270@fsc-demo.com","Allen Advisor","Winter Todd","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1959,46,71,2013,230554
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 2","Income","2019-06-08","Florida","Active","Retired","2011-07-11","Person Account","Manager","1. Less than 50k","6878 Evans Locks","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbUQAV","Moderately Inexperienced","Jefferyside","20190823114923194298","CA","3 - Silver","2019-10-07","2019-06-23","2018-07-24","user-271@fsc-demo.com","Chelsea Advisor","Darius Mann","USA","Warm","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Public",1909,40,61,2012,77229
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 1","Balanced Growth","2018-05-03","Florida","Active","Affluent Professionals","2018-02-28","Person Account","Manager","2. Between 50k and 250k","97324 Fisher Plaza","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbVQAV","Moderately Inexperienced","North Sabrina","20190823114923194298","CA","2 - Gold","2019-10-07","2018-09-08","2018-08-15","user-272@fsc-demo.com","Chelsea Advisor","Beverly Sykes","USA","Cool","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1989,46,348,2018,92277
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 3","Balanced Growth","2019-04-21","Chicago","Active","Retired","2017-07-20","Person Account","Manager","1. Less than 50k","76478 Anthony Views","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbWQAV","Inexperienced","South Vincentton","20190823114923194298","NY","5 - Standard","2019-10-07","2019-05-01","2019-06-29","user-273@fsc-demo.com","Allen Advisor","Ishmael Riley","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1933,33,114,2018,182228
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 1","Growth","2018-07-08","San Francisco","Active","Millennials","2015-12-07","Individual","Manager","1. Less than 50k","73672 Davis Roads","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbXQAV","Experienced","Derrickbury","20190823114923194298","CA","3 - Silver","2019-10-07","2019-07-21","2019-04-07","user-274@fsc-demo.com","Brenda Banker","Molly Sullivan","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1944,53,32,2018,197139
"Mark Garet","0051U000005KhW6QAK","Male","NY","2. 18-29","Tier 3","Aggressive Growth","2018-11-28","New York","Active","High Net Worth Families","2011-01-24","Person Account","Manager","1. Less than 50k","04620 Perez Plains","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbYQAV","Moderately Inexperienced","Matthewshire","20190823114923194298","CA","2 - Gold","2019-10-07","2019-02-07","2018-05-12","user-275@fsc-demo.com","Mark Garet","Kermit Fuentes","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1990,23,197,2015,164586
"Mark Garet","0051U000005KhW6QAK","Male","NY","4. 50-69","Tier 1","Aggressive Growth","2018-09-04","New York","Onboarding","Millennials","2013-01-11","Person Account","Manager","2. Between 50k and 250k","371 Ochoa Meadows","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbZQAV","Moderately Inexperienced","Shepherdshire","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-07-31","2019-05-19","user-276@fsc-demo.com","Mark Garet","Jayme Stone","USA","Hot","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Other",1943,59,22,2016,159418
"Mark Garet","0051U000005KhW6QAK","Male","NY","3. 30-49","Tier 2","Growth","2018-10-22","New York","Active","High Net Worth Families","2015-05-16","Person Account","Manager","1. Less than 50k","828 Steven Route","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbaQAF","Experienced","Levyville","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-01-31","2018-10-16","user-277@fsc-demo.com","Mark Garet","Jana Russo","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1885,41,203,2019,212534
"Brenda Banker","0051U000005L4E9QAK","Male","CA","2. 18-29","Tier 2","Income","2018-09-09","San Francisco","Active","Millennials","2016-01-05","Individual","Manager","2. Between 50k and 250k","04035 Patton Green","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbbQAF","Inexperienced","Port Catherinebury","20190823114923194298","NY","2 - Gold","2019-10-07","2019-03-17","2018-12-16","user-278@fsc-demo.com","Brenda Banker","Garrison Conley","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1950,23,158,2018,190859
"Allen Advisor","0051U000005JQyrQAG","Male","IL","2. 18-29","Tier 3","Balanced Growth","2019-06-23","Chicago","Active","Retired","2011-02-17","Person Account","Manager","2. Between 50k and 250k","41654 Kristina Underpass","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbcQAF","Moderately Inexperienced","Port Alexiston","20190823114923194298","NY","2 - Gold","2019-10-07","2019-07-28","2019-01-31","user-279@fsc-demo.com","Allen Advisor","Gage Mendez","USA","Hot","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1899,23,25,2012,64268
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","5. > 69","Tier 1","Growth","2019-08-21","Florida","Active","Affluent Professionals","2016-03-24","Individual","Manager","2. Between 50k and 250k","7802 Ricardo Keys","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbdQAF","Moderately Inexperienced","Snyderside","20190823114923194298","NY","2 - Gold","2019-10-07","2019-08-21","2018-04-29","user-280@fsc-demo.com","Chelsea Advisor","Austin Johns","USA","Hot","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",2001,71,1,2016,223043
"Allen Advisor","0051U000005JQyrQAG","Male","IL","2. 18-29","Tier 2","Growth","2018-06-30","Chicago","Active","Mass Market","2015-03-12","Person Account","Manager","2. Between 50k and 250k","16601 Richardson Drive","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbeQAF","Moderately Inexperienced","Barrettborough","20190823114923194298","CA","3 - Silver","2019-10-07","2019-08-03","2018-11-25","user-281@fsc-demo.com","Allen Advisor","Lael Wilder","USA","Hot","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Public",1913,21,19,2015,221887
"Brenda Banker","0051U000005L4E9QAK","Female","CA","3. 30-49","Tier 3","Income","2018-05-22","San Francisco","Onboarding","Retired","2018-08-16","Household","Manager","1. Less than 50k","5229 Mark Land","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbfQAF","Inexperienced","Port Mary","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-04-24","2018-05-06","user-282@fsc-demo.com","Brenda Banker","Nevada Buchanan","USA","Warm","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",1913,34,120,2018,84090
"Mark Garet","0051U000005KhW6QAK","Female","NY","2. 18-29","Tier 1","Balanced Growth","2019-01-23","New York","Onboarding","Retired","2016-05-03","Person Account","Manager","2. Between 50k and 250k","3709 Owens Pass","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbgQAF","Inexperienced","North Julia","20190823114923194298","CA","3 - Silver","2019-10-07","2019-02-04","2018-12-12","user-283@fsc-demo.com","Mark Garet","Shaeleigh Perry","USA","Warm","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Public",1893,26,199,2017,141410
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 1","Income","2019-05-03","Chicago","Active","Retired","2018-08-28","Person Account","Manager","2. Between 50k and 250k","019 Kathleen Extension","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbhQAF","Inexperienced","Port Katrinamouth","20190823114923194298","CA","2 - Gold","2019-10-07","2019-08-03","2018-03-08","user-284@fsc-demo.com","Allen Advisor","Celeste Roberson","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Subsidiary",1961,39,19,2019,183341
"Allen Advisor","0051U000005JQyrQAG","Female","IL","5. > 69","Tier 1","Aggressive Growth","2018-08-11","Chicago","Active","Retired","2014-05-08","Individual","Manager","2. Between 50k and 250k","7285 Pena Springs","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbiQAF","Moderately Experienced","Dianeshire","20190823114923194298","NJ","5 - Standard","2019-10-07","2018-11-27","2018-06-12","user-285@fsc-demo.com","Allen Advisor","Simone Ward","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1966,72,268,2017,199957
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 1","Balanced Growth","2019-01-22","Chicago","Active","Retired","2015-04-04","Person Account","Manager","2. Between 50k and 250k","69220 John Dale","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbjQAF","Inexperienced","Lisabury","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-05-19","2019-08-05","user-286@fsc-demo.com","Allen Advisor","Chelsea Warren","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",2006,34,95,2017,236458
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 3","Aggressive Growth","2019-03-11","Chicago","Active","Retired","2010-08-29","Individual","Manager","1. Less than 50k","384 Virginia Forks","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbkQAF","Experienced","East Chelsea","20190823114923194298","CA","2 - Gold","2019-10-07","2019-04-03","2019-01-25","user-287@fsc-demo.com","Allen Advisor","Laith Dejesus","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1933,54,141,2018,166927
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 3","Aggressive Growth","2018-12-10","Chicago","Active","Retired","2015-09-15","Individual","Manager","1. Less than 50k","484 Rhonda Valleys","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFblQAF","Moderately Inexperienced","Racheltown","20190823114923194298","NY","3 - Silver","2019-10-07","2019-07-08","2019-01-26","user-288@fsc-demo.com","Allen Advisor","Nicholas Spears","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1947,31,46,2017,215680
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 1","Growth","2019-08-14","Florida","Active","Millennials","2016-04-15","Person Account","Manager","1. Less than 50k","773 Anderson Lights","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbmQAF","Moderately Experienced","Port Melissa","20190823114923194298","CA","5 - Standard","2019-10-07","2019-08-16","2018-10-16","user-289@fsc-demo.com","Chelsea Advisor","Dalton Norton","USA","Hot","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1883,34,7,2018,177895
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 3","Aggressive Growth","2019-06-29","San Francisco","Onboarding","Millennials","2013-03-19","Individual","Manager","1. Less than 50k","767 Bowman Point","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFbnQAF","Experienced","New Jesseside","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-08-07","2018-10-27","user-290@fsc-demo.com","Brenda Banker","Zephr Pace","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1891,66,16,2016,237551
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 1","Balanced Growth","2019-02-08","San Francisco","Active","Mass Market","2012-07-30","Individual","Manager","2. Between 50k and 250k","369 Dustin Hill","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFboQAF","Experienced","North Brandihaven","20190823114923194298","NJ","3 - Silver","2019-10-07","2019-08-08","2018-12-10","user-291@fsc-demo.com","Brenda Banker","Jonah Moss","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1931,50,14,2015,213325
"Allen Advisor","0051U000005JQyrQAG","Male","IL","3. 30-49","Tier 3","Income","2018-09-19","Chicago","Active","Mass Market","2010-03-05","Person Account","Manager","1. Less than 50k","8394 Johns Villages","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbpQAF","Experienced","East Amandatown","20190823114923194298","TX","3 - Silver","2019-10-07","2018-12-31","2019-04-06","user-292@fsc-demo.com","Allen Advisor","Tatiana Sexton","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Other",1966,44,234,2012,125055
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 2","Income","2019-03-02","Florida","Active","High Net Worth Families","2012-05-13","Person Account","Manager","2. Between 50k and 250k","867 Ayala Neck","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbqQAF","Inexperienced","Jonathanfurt","20190823114923194298","CA","3 - Silver","2019-10-07","2019-07-03","2018-12-17","user-293@fsc-demo.com","Chelsea Advisor","Lucius Albert","USA","Warm","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Subsidiary",2003,33,50,2014,239605
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","4. 50-69","Tier 2","Aggressive Growth","2019-07-20","Florida","Onboarding","Millennials","2013-06-04","Person Account","Manager","1. Less than 50k","882 Scott Canyon","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbrQAF","Experienced","Port Matthew","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-08-22","2018-07-13","user-294@fsc-demo.com","Chelsea Advisor","Lucius Blevins","USA","Hot","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1940,64,0,2013,193446
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","5. > 69","Tier 1","Balanced Growth","2019-04-19","Florida","Active","High Net Worth Families","2018-12-21","Person Account","Manager","1. Less than 50k","15635 Jamie Village","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbsQAF","Experienced","New Matthew","20190823114923194298","CA","5 - Standard","2019-10-07","2019-07-28","2018-09-04","user-295@fsc-demo.com","Chelsea Advisor","Wynter Reese","USA","Cool","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1950,75,25,2019,200423
"Mark Garet","0051U000005KhW6QAK","Female","NY","1. < 18","Tier 3","Aggressive Growth","2018-05-03","New York","Active","Affluent Professionals","2010-11-12","Individual","Manager","2. Between 50k and 250k","80413 Robert Way","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbtQAF","Moderately Inexperienced","West Nicholas","20190823114923194298","NY","2 - Gold","2019-10-07","2018-11-03","2018-08-16","user-296@fsc-demo.com","Mark Garet","Destiny Patrick","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Public",1969,17,292,2011,188811
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","5. > 69","Tier 2","Growth","2019-05-28","Florida","Active","Retired","2013-05-16","Person Account","Manager","2. Between 50k and 250k","4657 Amanda Neck","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFbuQAF","Moderately Inexperienced","Michaelberg","20190823114923194298","PA","3 - Silver","2019-10-07","2019-06-03","2018-08-20","user-297@fsc-demo.com","Chelsea Advisor","Byron Jefferson","USA","Hot","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Subsidiary",1918,72,80,2014,119643
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 1","Balanced Growth","2018-08-30","Chicago","Active","Millennials","2014-08-17","Person Account","Manager","2. Between 50k and 250k","698 Victoria Drive","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFbvQAF","Experienced","South Tanya","20190823114923194298","NY","5 - Standard","2019-10-07","2019-04-28","2019-05-03","user-298@fsc-demo.com","Allen Advisor","Dawn Lowery","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Public",1981,43,117,2016,174219
"Mark Garet","0051U000005KhW6QAK","Female","NY","2. 18-29","Tier 1","Aggressive Growth","2018-12-22","New York","Active","Retired","2016-11-23","Individual","Manager","1. Less than 50k","996 Murillo Islands","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbwQAF","Moderately Experienced","Melissachester","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-01-13","2018-05-14","user-299@fsc-demo.com","Mark Garet","Stewart Lancaster","USA","Hot","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Subsidiary",1966,20,222,2018,242150
"Mark Garet","0051U000005KhW6QAK","Male","NY","4. 50-69","Tier 1","Aggressive Growth","2018-10-11","New York","Active","Mass Market","2011-09-04","Person Account","Manager","1. Less than 50k","3388 Michael Point","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFbxQAF","Inexperienced","East Michaelmouth","20190823114923194298","CA","5 - Standard","2019-10-07","2019-06-09","2018-05-30","user-300@fsc-demo.com","Mark Garet","Noah Moran","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Private",1889,63,74,2018,136596
