"HOUSEHOLD","OWNERTITLE","OWNERUNIQUEUSERNAME","OWNERID","OWNERSTATE","HOUSEHOLDCREATEDDATE","ACCOUNTCLIENTCATEGORYCUSTOM","ACCOUNTRELATIONSHIPSTARTDATE","LASTMODIFIEDDATE","ACCOUNTSERVICEMODEL","HELDAWAY","ACCOUNTBILLINGCITY","OWNERPHONE","CREATEDDATE","OWNERCITY","RECORDTYPENAME","OWNERROLENAME","ACCOUNTID","HOUSEHOLDNAME","OWNERSMALLPHOTOURL","ID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","ACCOUNTNEXTREVIEW","LastProcessedDate","PRIMARYOWNER","ACCOUNTCREATEDDATE","ACCOUNTMARKETINGSEGMENT","OWNERNAME","NAME","ACCOUNTBALANCEBUCKET","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","ACCOUNTSTATUS","MANAGE","OWNEREMAIL","OWNERSHIP","DepositAndInvestmentBalanceAmount","LOANAMOUNT","BALANCEAMOUNT","INVESTMENTAMOUNT","ACCOUNTYEARSSINCECLIENT","ACCOUNTDAYSSINCELASTINTERACTION"
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-01-01","2 - Gold","2016-04-20","2019-08-22","Tier 3","false","East Davidmouth",,"2020-07-02","San Francisco","Mutual Fund Investment","Manager","0011U00000KuFYBQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYBQA3-121","6. Greater than 15Y","2019-02-07T11:50:45","4. 50-69","2.01908231740307E+019","Balanced Growth","Lynn Davidson","2019-06-17","2020-07-06","0051U000005L4E9QAK","2019-01-01","Affluent Professionals","Brenda Banker","Lynn Davidson Mutual Fund121","2. Between 50k and 250k","Mutual Fund","Female","CA","Active","true","sunil.dixit@example.com","Trust",397762,3315,295079,102683,2019,197
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-12-09","1 - Platinum","2010-11-09","2019-08-22","Tier 3","true","Lake Jamesborough",,"2020-07-04","San Francisco","Bank Account","Manager","0011U00000KuFYCQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYCQA3-122","6. Greater than 15Y","2019-04-30T21:30:48","4. 50-69","2.01908231740307E+019","Income","Evangeline Christian","2018-09-03","2020-07-06","0051U000005L4E9QAK","2018-12-09","High Net Worth Families","Brenda Banker","Evangeline Christian Cash Management Account122","1. Less than 50k","Cash Management Account","Female","CA","Active","false","sunil.dixit@example.com","Joint",544947,2988,336791,208156,2019,114
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-12-09","1 - Platinum","2010-11-09","2019-08-22","Tier 3","false","Lake Jamesborough",,"2020-07-04","San Francisco","Savings Account","Manager","0011U00000KuFYCQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYCQA3-123","6. Greater than 15Y","2019-04-30T21:30:48","4. 50-69","2.01908231740307E+019","Income","Evangeline Christian","2018-09-03","2020-07-06","0051U000005L4E9QAK","2018-12-09","High Net Worth Families","Brenda Banker","Evangeline Christian Savings123","1. Less than 50k","Savings","Female","CA","Active","true","sunil.dixit@example.com","Individual",646040,3816,381952,264088,2019,114
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-10-18","5 - Standard","2013-12-29","2019-08-22","Tier 2","true","Rodriguezview",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFYDQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYDQA3-124","6. Greater than 15Y","2019-07-22T07:08:33","4. 50-69","2.01908231740307E+019","Income","Ulysses Hale","2019-07-13","2020-07-06","0051U000005JQyrQAG","2018-10-18","High Net Worth Families","Allen Advisor","Ulysses Hale Brokerage124","2. Between 50k and 250k","Brokerage","Male","NY","Active","false","allen.advisor@example.com","Joint",545773,2707,372260,173513,2017,32
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-04-24","2 - Gold","2017-11-22","2019-08-21","Tier 3","false","West Teresa",,"2020-07-03","San Francisco","Investment Account","Manager","0011U00000KuFYEQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYEQA3-125","6. Greater than 15Y","2019-07-13T18:47:57","4. 50-69","2.01908231740307E+019","Growth","Reuben Roman","2018-08-20","2020-07-06","0051U000005L4E9QAK","2019-04-24","Affluent Professionals","Brenda Banker","Reuben Roman Managed Account125","2. Between 50k and 250k","Managed Account","Female","CA","Onboarding","true","sunil.dixit@example.com","Individual",539501,3694,346002,193499,2018,40
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-04-24","2 - Gold","2017-11-22","2019-08-23","Tier 3","true","West Teresa",,"2020-07-05","San Francisco","Investment Account","Manager","0011U00000KuFYEQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYEQA3-126","6. Greater than 15Y","2019-07-13T18:47:57","4. 50-69","2.01908231740307E+019","Growth","Reuben Roman","2018-08-20","2020-07-06","0051U000005L4E9QAK","2019-04-24","Affluent Professionals","Brenda Banker","Reuben Roman Managed Account126","2. Between 50k and 250k","Managed Account","Female","CA","Onboarding","false","sunil.dixit@example.com","Joint",499184,3275,384582,114602,2018,40
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-04-24","2 - Gold","2017-11-22","2019-08-21","Tier 3","false","West Teresa",,"2020-07-01","San Francisco","Investment Account","Manager","0011U00000KuFYEQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYEQA3-127","6. Greater than 15Y","2019-07-13T18:47:57","4. 50-69","2.01908231740307E+019","Growth","Reuben Roman","2018-08-20","2020-07-06","0051U000005L4E9QAK","2019-04-24","Affluent Professionals","Brenda Banker","Reuben Roman Mutual Fund127","2. Between 50k and 250k","Mutual Fund","Female","CA","Onboarding","true","sunil.dixit@example.com","Individual",469387,3076,309692,159695,2018,40
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-03","1 - Platinum","2014-06-16","2019-08-22","Tier 1","true","Huynhburgh",,"2020-07-03","San Francisco","Investment Account","Manager","0011U00000KuFYFQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYFQA3-128","6. Greater than 15Y","2019-01-23T20:01:03","5. > 69","2.01908231740307E+019","Income","Chloe Knox","2018-08-17","2020-07-06","0051U000005L4E9QAK","2018-08-03","Millennials","Brenda Banker","Chloe Knox Fixed Annuity128","1. Less than 50k","Fixed Annuity","Male","FL","Active","false","sunil.dixit@example.com","Joint",482780,3205,257249,225531,2018,211
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-03","1 - Platinum","2014-06-16","2019-08-20","Tier 1","true","Huynhburgh",,"2020-07-02","San Francisco","Investment Account","Manager","0011U00000KuFYFQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYFQA3-129","6. Greater than 15Y","2019-01-23T20:01:03","5. > 69","2.01908231740307E+019","Income","Chloe Knox","2018-08-17","2020-07-06","0051U000005L4E9QAK","2018-08-03","Millennials","Brenda Banker","Chloe Knox Brokerage129","1. Less than 50k","Brokerage","Male","FL","Active","false","sunil.dixit@example.com","Trust",498916,2715,302497,196419,2018,211
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-03","1 - Platinum","2014-06-16","2019-08-23","Tier 1","false","Huynhburgh",,"2020-07-05","San Francisco","Mutual Fund Investment","Manager","0011U00000KuFYFQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYFQA3-130","6. Greater than 15Y","2019-01-23T20:01:03","5. > 69","2.01908231740307E+019","Income","Chloe Knox","2018-08-17","2020-07-06","0051U000005L4E9QAK","2018-08-03","Millennials","Brenda Banker","Chloe Knox Mutual Fund130","1. Less than 50k","Mutual Fund","Male","FL","Active","true","sunil.dixit@example.com","Trust",472166,4179,294302,177864,2018,211
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-04-26","1 - Platinum","2018-12-11","2019-08-22","Tier 3","true","Gillland",,"2020-07-01","Chicago","Savings Account","Manager","0011U00000KuFYGQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYGQA3-131","6. Greater than 15Y","2019-03-29T07:57:40","3. 30-49","2.01908231740307E+019","Balanced Growth","Caleb Mccray","2019-02-12","2020-07-06","0051U000005JQyrQAG","2018-04-26","Affluent Professionals","Allen Advisor","Caleb Mccray Savings131","1. Less than 50k","Savings","Female","CA","Active","false","allen.advisor@example.com","Trust",522623,3008,298079,224544,2019,147
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-04-26","1 - Platinum","2018-12-11","2019-08-19","Tier 3","true","Gillland",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFYGQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYGQA3-132","6. Greater than 15Y","2019-03-29T07:57:40","3. 30-49","2.01908231740307E+019","Balanced Growth","Caleb Mccray","2019-02-12","2020-07-06","0051U000005JQyrQAG","2018-04-26","Affluent Professionals","Allen Advisor","Caleb Mccray Brokerage132","1. Less than 50k","Brokerage","Female","CA","Active","false","allen.advisor@example.com","Individual",570400,2876,359917,210483,2019,147
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-04-26","1 - Platinum","2018-12-11","2019-08-22","Tier 3","true","Gillland",,"2020-07-04","Chicago","Investment Account","Manager","0011U00000KuFYGQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYGQA3-133","6. Greater than 15Y","2019-03-29T07:57:40","3. 30-49","2.01908231740307E+019","Balanced Growth","Caleb Mccray","2019-02-12","2020-07-06","0051U000005JQyrQAG","2018-04-26","Affluent Professionals","Allen Advisor","Caleb Mccray Mutual Fund133","1. Less than 50k","Mutual Fund","Female","CA","Active","false","allen.advisor@example.com","Individual",592445,2587,326669,265776,2019,147
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-04-03","5 - Standard","2013-05-26","2019-08-22","Tier 3","false","Millerside",,"2020-07-02","Chicago","Investment Account","Manager","0011U00000KuFYHQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYHQA3-134","6. Greater than 15Y","2018-08-21T01:12:59","2. 18-29","2.01908231740307E+019","Aggressive Growth","Shelly Fowler","2018-08-04","2020-07-06","0051U000005JQyrQAG","2018-04-03","Mass Market","Allen Advisor","Shelly Fowler Brokerage134","2. Between 50k and 250k","Brokerage","Male","NY","Active","true","allen.advisor@example.com","Trust",488368,3598,291575,196793,2017,367
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-04-03","5 - Standard","2013-05-26","2019-08-23","Tier 3","false","Millerside",,"2020-07-05","Chicago","Mutual Fund Investment","Manager","0011U00000KuFYHQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYHQA3-135","6. Greater than 15Y","2018-08-21T01:12:59","2. 18-29","2.01908231740307E+019","Aggressive Growth","Shelly Fowler","2018-08-04","2020-07-06","0051U000005JQyrQAG","2018-04-03","Mass Market","Allen Advisor","Shelly Fowler Mutual Fund135","2. Between 50k and 250k","Mutual Fund","Male","NY","Active","true","allen.advisor@example.com","Joint",520033,3078,263248,256785,2017,367
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-04-03","5 - Standard","2013-05-26","2019-08-22","Tier 3","false","Millerside",,"2020-07-02","Chicago","Investment Account","Manager","0011U00000KuFYHQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYHQA3-136","6. Greater than 15Y","2018-08-21T01:12:59","2. 18-29","2.01908231740307E+019","Aggressive Growth","Shelly Fowler","2018-08-04","2020-07-06","0051U000005JQyrQAG","2018-04-03","Mass Market","Allen Advisor","Shelly Fowler Brokerage136","2. Between 50k and 250k","Brokerage","Male","NY","Active","true","allen.advisor@example.com","Individual",634727,3485,378880,255847,2017,367
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-12-28","1 - Platinum","2018-12-24","2019-08-23","Tier 1","true","Sharonton",,"2020-07-05","Chicago","Investment Account","Manager","0011U00000KuFYIQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYIQA3-137","6. Greater than 15Y","2019-01-12T07:20:44","5. > 69","2.01908231740307E+019","Aggressive Growth","Rigel Joyner","2018-10-02","2020-07-06","0051U000005JQyrQAG","2018-12-28","Millennials","Allen Advisor","Rigel Joyner Mutual Fund137","2. Between 50k and 250k","Mutual Fund","Female","NY","Onboarding","false","allen.advisor@example.com","Joint",382476,3565,263868,118608,2019,223
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-12-28","1 - Platinum","2018-12-24","2019-08-19","Tier 1","true","Sharonton",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFYIQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYIQA3-138","6. Greater than 15Y","2019-01-12T07:20:44","5. > 69","2.01908231740307E+019","Aggressive Growth","Rigel Joyner","2018-10-02","2020-07-06","0051U000005JQyrQAG","2018-12-28","Millennials","Allen Advisor","Rigel Joyner Fixed Annuity138","2. Between 50k and 250k","Fixed Annuity","Female","NY","Onboarding","false","allen.advisor@example.com","Joint",430120,2932,292968,137152,2019,223
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-12-28","1 - Platinum","2018-12-24","2019-08-19","Tier 1","false","Sharonton",,"2020-07-01","Chicago","Mutual Fund Investment","Manager","0011U00000KuFYIQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYIQA3-139","6. Greater than 15Y","2019-01-12T07:20:44","5. > 69","2.01908231740307E+019","Aggressive Growth","Rigel Joyner","2018-10-02","2020-07-06","0051U000005JQyrQAG","2018-12-28","Millennials","Allen Advisor","Rigel Joyner Mutual Fund139","2. Between 50k and 250k","Mutual Fund","Female","NY","Onboarding","true","allen.advisor@example.com","Individual",566290,4113,325337,240953,2019,223
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-04-22","2 - Gold","2019-08-07","2019-08-21","Tier 1","false","North Brittanyland",,"2020-07-02","San Francisco","Investment Account","Manager","0011U00000KuFYJQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYJQA3-140","6. Greater than 15Y","2019-05-06T01:55:24","3. 30-49","2.01908231740307E+019","Growth","Constance Henson","2019-08-10","2020-07-06","0051U000005L4E9QAK","2018-04-22","Affluent Professionals","Brenda Banker","Constance Henson Managed Account140","2. Between 50k and 250k","Managed Account","Female","NY","Active","true","sunil.dixit@example.com","Joint",533021,4485,309572,223449,2019,109
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-04-22","2 - Gold","2019-08-07","2019-08-21","Tier 1","false","North Brittanyland",,"2020-07-03","San Francisco","Investment Account","Manager","0011U00000KuFYJQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYJQA3-141","6. Greater than 15Y","2019-05-06T01:55:24","3. 30-49","2.01908231740307E+019","Growth","Constance Henson","2019-08-10","2020-07-06","0051U000005L4E9QAK","2018-04-22","Affluent Professionals","Brenda Banker","Constance Henson Brokerage141","2. Between 50k and 250k","Brokerage","Female","NY","Active","true","sunil.dixit@example.com","Joint",405235,2853,293803,111432,2019,109
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-04-22","2 - Gold","2019-08-07","2019-08-23","Tier 1","false","North Brittanyland",,"2020-07-05","San Francisco","Investment Account","Manager","0011U00000KuFYJQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYJQA3-142","6. Greater than 15Y","2019-05-06T01:55:24","3. 30-49","2.01908231740307E+019","Growth","Constance Henson","2019-08-10","2020-07-06","0051U000005L4E9QAK","2018-04-22","Affluent Professionals","Brenda Banker","Constance Henson Fixed Annuity142","2. Between 50k and 250k","Fixed Annuity","Female","NY","Active","true","sunil.dixit@example.com","Trust",464261,3560,294739,169522,2019,109
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-06-29","5 - Standard","2019-05-09","2019-08-22","Tier 1","true","Lake Amandamouth",,"2020-07-04","San Francisco","Savings Account","Manager","0011U00000KuFYKQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYKQA3-143","6. Greater than 15Y","2018-11-24T16:37:06","4. 50-69","2.01908231740307E+019","Aggressive Growth","Cathleen Mcconnell","2018-08-12","2020-07-06","0051U000005L4E9QAK","2018-06-29","Affluent Professionals","Brenda Banker","Cathleen Mcconnell Savings143","1. Less than 50k","Savings","Female","NY","Prospect","false","sunil.dixit@example.com","Joint",533543,4417,290370,243173,2019,272
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-06-29","5 - Standard","2019-05-09","2019-08-22","Tier 1","true","Lake Amandamouth",,"2020-07-04","San Francisco","Investment Account","Manager","0011U00000KuFYKQA3","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFYKQA3-144","6. Greater than 15Y","2018-11-24T16:37:06","4. 50-69","2.01908231740307E+019","Aggressive Growth","Cathleen Mcconnell","2018-08-12","2020-07-06","0051U000005L4E9QAK","2018-06-29","Affluent Professionals","Brenda Banker","Cathleen Mcconnell Fixed Annuity144","1. Less than 50k","Fixed Annuity","Female","NY","Prospect","false","sunil.dixit@example.com","Individual",589228,4211,377147,212081,2019,272
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-07-15","5 - Standard","2013-10-26","2019-08-21","Tier 1","false","Sandersstad",,"2020-07-03","Florida","Investment Account","Manager","0011U00000KuFYLQA3","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFYLQA3-145","6. Greater than 15Y","2019-07-15T06:03:42","2. 18-29","2.01908231740307E+019","Aggressive Growth","Bell Solis","2019-08-21","2020-07-06","0051U000005L6eJQAS","2019-07-15","Mass Market","Chelsea Advisor","Bell Solis Fixed Annuity145","1. Less than 50k","Fixed Annuity","Male","NY","Active","true","ryan.dobson@example.com","Individual",484383,3049,286842,197541,2015,39
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-05-30","1 - Platinum","2018-09-18","2019-08-23","Tier 1","false","North Marieport",,"2020-07-05","Chicago","Investment Account","Manager","0011U00000KuFYMQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFYMQA3-146","6. Greater than 15Y","2019-06-11T02:03:39","3. 30-49","2.01908231740307E+019","Aggressive Growth","Ainsley Cotton","2018-06-16","2020-07-06","0051U000005JQyrQAG","2019-05-30","Affluent Professionals","Allen Advisor","Ainsley Cotton Managed Account146","1. Less than 50k","Managed Account","Male","CA","Onboarding","true","allen.advisor@example.com","Individual",514734,2684,271456,243278,2019,73
,"NA","Mark Garet","0051U000005KhW6QAK","NY","2018-03-06","3 - Silver","2019-03-27","2019-08-22","Tier 1","false","New Allisonland",,"2020-07-04","New York","Investment Account","Manager","0011U00000KuFYNQA3",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFYNQA3-147","6. Greater than 15Y","2018-07-26T09:40:12","5. > 69","2.01908231740307E+019","Aggressive Growth","Raphael Snider","2018-05-01","2020-07-06","0051U000005KhW6QAK","2018-03-06","Millennials","Mark Garet","Raphael Snider Managed Account147","2. Between 50k and 250k","Managed Account","Female","IL","Active","true","mark.garet@example.com","Individual",603443,2760,383850,219593,2019,393
