"FINANCIALACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","TRANSACTIONDATE","ACCOUNTSERVICEMODEL","HELDAWAY","FINANCIALACCOUNTID","ACCOUNTOWNERNAME","TRANSACTIONTYPE","ACCOUNTID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","TRANSACTIONSTATUS","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACCOUNTBALANCEBUCKET","FEESTYPE","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","BALANCEAMOUNT","FEES","AMOUNT"
"Eagan Mejia Mutual Fund1870","3 - Silver","2019-03-06","Tier 3",True,"FinAcct.0011U00000KuFmMQAV-1870","Brenda Banker","Debit","0011U00000KuFmMQAV","6. Greater than 15Y","2018-11-10T07:11:57","4. 50-69","20190829100511427864","B","Growth","Eagan Mejia","2019-10-07","Affluent Professionals","1. Less than 50k","Debit Card Transaction Fees","Mutual Fund","Male","NY",0,1,500
"Eagan Mejia Brokerage1869","3 - Silver","2018-05-02","Tier 3",True,"FinAcct.0011U00000KuFmMQAV-1869","Brenda Banker","Credit","0011U00000KuFmMQAV","6. Greater than 15Y","2018-11-10T07:11:57","4. 50-69","20190829100511427864","A","Growth","Eagan Mejia","2019-10-07","Affluent Professionals","1. Less than 50k","Debit Card Transaction Fees","Brokerage","Male","NY",0,5,800
"Eagan Mejia Brokerage1869","3 - Silver","2019-01-09","Tier 3",True,"FinAcct.0011U00000KuFmMQAV-1869","Brenda Banker","Debit","0011U00000KuFmMQAV","6. Greater than 15Y","2018-11-10T07:11:57","4. 50-69","20190829100511427864","B","Growth","Eagan Mejia","2019-10-07","Affluent Professionals","1. Less than 50k","Card replacement Fees","Brokerage","Male","NY",0,3,500
"Eagan Mejia Brokerage1869","3 - Silver","2019-05-29","Tier 3",True,"FinAcct.0011U00000KuFmMQAV-1869","Brenda Banker","Debit","0011U00000KuFmMQAV","6. Greater than 15Y","2018-11-10T07:11:57","4. 50-69","20190829100511427864","B","Growth","Eagan Mejia","2019-10-07","Affluent Professionals","1. Less than 50k","Card replacement Fees","Brokerage","Male","NY",0,1,1000
"Mari Bright Managed Account1868","3 - Silver","2018-03-22","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Debit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","A","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Card replacement Fees","Managed Account","Male","CA",0,1,1000
"Mari Bright Managed Account1868","3 - Silver","2018-04-06","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Debit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","A","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Additional Checks Fees","Managed Account","Male","CA",0,3,500
"Mari Bright Managed Account1868","3 - Silver","2018-05-06","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","B","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Debit Card Transaction Fees","Managed Account","Male","CA",0,3,500
"Mari Bright Managed Account1868","3 - Silver","2018-05-21","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Debit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","A","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Checking Account Fees","Managed Account","Male","CA",0,5,1000
"Mari Bright Managed Account1868","3 - Silver","2018-06-05","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","B","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Debit Card Transaction Fees","Managed Account","Male","CA",0,5,800
"Mari Bright Managed Account1868","3 - Silver","2018-09-18","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","B","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","ATM Fees","Managed Account","Male","CA",0,5,800
"Mari Bright Managed Account1868","3 - Silver","2019-01-16","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","A","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Cashier's Check Fees","Managed Account","Male","CA",0,1,800
"Mari Bright Managed Account1868","3 - Silver","2019-04-16","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","A","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Checking Account Fees","Managed Account","Male","CA",0,1,1000
"Mari Bright Managed Account1868","3 - Silver","2019-07-15","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1868","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","B","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","ATM Fees","Managed Account","Male","CA",0,5,800
"Mari Bright Savings1867","3 - Silver","2018-03-22","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1867","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","A","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Additional Checks Fees","Savings","Male","CA",0,5,800
"Mari Bright Savings1867","3 - Silver","2018-05-06","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1867","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","B","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","Additional Checks Fees","Savings","Male","CA",0,5,800
"Mari Bright Savings1867","3 - Silver","2019-05-16","Tier 1",False,"FinAcct.0011U00000KuFmLQAV-1867","Mark Garet","Credit","0011U00000KuFmLQAV","6. Greater than 15Y","2019-03-29T01:18:33","4. 50-69","20190829100511427864","B","Growth","Mari Bright","2019-10-07","Affluent Professionals","2. Between 50k and 250k","ATM Fees","Savings","Male","CA",0,3,500
"Dacey Riley Savings1865","1 - Platinum","2018-05-30","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1865","Mark Garet","Debit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Savings","Male","CA",0,1,100
"Dacey Riley Savings1865","1 - Platinum","2018-06-27","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1865","Mark Garet","Credit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","A","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","Debit Card Transaction Fees","Savings","Male","CA",0,3,800
"Dacey Riley Savings1865","1 - Platinum","2018-09-19","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1865","Mark Garet","Credit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","A","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Savings","Male","CA",0,5,100
"Dacey Riley Savings1865","1 - Platinum","2018-10-17","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1865","Mark Garet","Debit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees","Savings","Male","CA",0,1,1000
"Dacey Riley Savings1865","1 - Platinum","2019-01-09","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1865","Mark Garet","Credit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","Debit Card Transaction Fees","Savings","Male","CA",0,3,500
"Dacey Riley Savings1865","1 - Platinum","2019-05-29","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1865","Mark Garet","Credit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","Cashier's Check Fees","Savings","Male","CA",0,3,800
"Dacey Riley Savings1865","1 - Platinum","2019-07-24","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1865","Mark Garet","Debit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Savings","Male","CA",0,3,1000
"Dacey Riley Mutual Fund1864","1 - Platinum","2018-09-19","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1864","Mark Garet","Debit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","A","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Male","CA",0,1,100
"Dacey Riley Mutual Fund1864","1 - Platinum","2019-06-26","Tier 1",True,"FinAcct.0011U00000KuFmKQAV-1864","Mark Garet","Credit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","Debit Card Transaction Fees","Mutual Fund","Male","CA",0,3,800
"Dacey Riley Managed Account1863","1 - Platinum","2018-05-21","Tier 1",False,"FinAcct.0011U00000KuFmKQAV-1863","Mark Garet","Debit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","A","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","Debit Card Transaction Fees","Managed Account","Male","CA",0,1,500
"Dacey Riley Managed Account1863","1 - Platinum","2018-09-18","Tier 1",False,"FinAcct.0011U00000KuFmKQAV-1863","Mark Garet","Credit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Male","CA",0,1,1000
"Dacey Riley Managed Account1863","1 - Platinum","2019-03-17","Tier 1",False,"FinAcct.0011U00000KuFmKQAV-1863","Mark Garet","Debit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Male","CA",0,1,800
"Dacey Riley Managed Account1863","1 - Platinum","2019-04-01","Tier 1",False,"FinAcct.0011U00000KuFmKQAV-1863","Mark Garet","Credit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","B","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Male","CA",0,3,800
"Dacey Riley Managed Account1863","1 - Platinum","2019-06-30","Tier 1",False,"FinAcct.0011U00000KuFmKQAV-1863","Mark Garet","Debit","0011U00000KuFmKQAV","6. Greater than 15Y","2018-08-07T00:44:49","5. > 69","20190829100511427864","A","Growth","Dacey Riley","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees","Managed Account","Male","CA",0,3,800
"Blossom Cole Checking1862","5 - Standard","2018-06-27","Tier 1",True,"FinAcct.0011U00000KuFmJQAV-1862","Brenda Banker","Debit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","B","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Checking","Female","NY",0,5,100
"Blossom Cole Checking1862","5 - Standard","2018-12-12","Tier 1",True,"FinAcct.0011U00000KuFmJQAV-1862","Brenda Banker","Debit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","B","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Checking","Female","NY",0,3,500
"Blossom Cole Checking1862","5 - Standard","2019-07-24","Tier 1",True,"FinAcct.0011U00000KuFmJQAV-1862","Brenda Banker","Debit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","B","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Checking","Female","NY",0,3,1000
"Blossom Cole Managed Account1861","5 - Standard","2018-05-06","Tier 1",False,"FinAcct.0011U00000KuFmJQAV-1861","Brenda Banker","Debit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","A","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Managed Account","Female","NY",0,1,1000
"Blossom Cole Managed Account1861","5 - Standard","2018-11-17","Tier 1",False,"FinAcct.0011U00000KuFmJQAV-1861","Brenda Banker","Credit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","B","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Managed Account","Female","NY",0,1,500
"Blossom Cole Managed Account1861","5 - Standard","2018-12-02","Tier 1",False,"FinAcct.0011U00000KuFmJQAV-1861","Brenda Banker","Credit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","B","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Managed Account","Female","NY",0,1,800
"Blossom Cole Managed Account1861","5 - Standard","2019-03-17","Tier 1",False,"FinAcct.0011U00000KuFmJQAV-1861","Brenda Banker","Credit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","B","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Managed Account","Female","NY",0,1,800
"Blossom Cole Managed Account1861","5 - Standard","2019-04-01","Tier 1",False,"FinAcct.0011U00000KuFmJQAV-1861","Brenda Banker","Debit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","A","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Female","NY",0,3,800
"Blossom Cole Managed Account1861","5 - Standard","2019-07-30","Tier 1",False,"FinAcct.0011U00000KuFmJQAV-1861","Brenda Banker","Debit","0011U00000KuFmJQAV","6. Greater than 15Y","2019-07-07T08:20:31","2. 18-29","20190829100511427864","B","Aggressive Growth","Blossom Cole","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Managed Account","Female","NY",0,5,100
"Cally Slater Managed Account1860","5 - Standard","2018-05-30","Tier 2",True,"FinAcct.0011U00000KuFmIQAV-1860","Allen Advisor","Credit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","B","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees","Managed Account","Female","NY",0,3,500
"Cally Slater Managed Account1860","5 - Standard","2019-03-06","Tier 2",True,"FinAcct.0011U00000KuFmIQAV-1860","Allen Advisor","Credit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","A","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","Debit Card Transaction Fees","Managed Account","Female","NY",0,1,500
"Cally Slater Managed Account1860","5 - Standard","2019-07-24","Tier 2",True,"FinAcct.0011U00000KuFmIQAV-1860","Allen Advisor","Credit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","B","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","Checking Account Fees","Managed Account","Female","NY",0,1,100
"Cally Slater Savings1859","5 - Standard","2018-04-06","Tier 2",False,"FinAcct.0011U00000KuFmIQAV-1859","Allen Advisor","Credit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","B","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees(Out of network)","Savings","Female","NY",0,1,500
"Cally Slater Savings1859","5 - Standard","2018-08-19","Tier 2",False,"FinAcct.0011U00000KuFmIQAV-1859","Allen Advisor","Debit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","A","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees","Savings","Female","NY",0,5,500
"Cally Slater Savings1859","5 - Standard","2018-11-02","Tier 2",False,"FinAcct.0011U00000KuFmIQAV-1859","Allen Advisor","Debit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","A","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","Debit Card Transaction Fees","Savings","Female","NY",0,3,100
"Cally Slater Savings1859","5 - Standard","2018-11-17","Tier 2",False,"FinAcct.0011U00000KuFmIQAV-1859","Allen Advisor","Credit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","B","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","Cashier's Check Fees","Savings","Female","NY",0,5,800
"Cally Slater Savings1859","5 - Standard","2019-04-01","Tier 2",False,"FinAcct.0011U00000KuFmIQAV-1859","Allen Advisor","Credit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","B","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees","Savings","Female","NY",0,3,500
"Cally Slater Savings1859","5 - Standard","2019-05-01","Tier 2",False,"FinAcct.0011U00000KuFmIQAV-1859","Allen Advisor","Credit","0011U00000KuFmIQAV","6. Greater than 15Y","2019-05-17T07:29:31","4. 50-69","20190829100511427864","A","Balanced Growth","Cally Slater","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees(Out of network)","Savings","Female","NY",0,3,500
"Robert Case Managed Account1858","5 - Standard","2018-03-22","Tier 1",False,"FinAcct.0011U00000KuFmHQAV-1858","Allen Advisor","Debit","0011U00000KuFmHQAV","6. Greater than 15Y","2018-10-02T21:04:17","3. 30-49","20190829100511427864","B","Growth","Robert Case","2019-10-07","High Net Worth Families","1. Less than 50k","Card replacement Fees","Managed Account","Female","CA",0,3,100
"Robert Case Managed Account1858","5 - Standard","2018-06-20","Tier 1",False,"FinAcct.0011U00000KuFmHQAV-1858","Allen Advisor","Debit","0011U00000KuFmHQAV","6. Greater than 15Y","2018-10-02T21:04:17","3. 30-49","20190829100511427864","B","Growth","Robert Case","2019-10-07","High Net Worth Families","1. Less than 50k","ATM Fees(Out of network)","Managed Account","Female","CA",0,1,100
"Robert Case Managed Account1858","5 - Standard","2019-04-16","Tier 1",False,"FinAcct.0011U00000KuFmHQAV-1858","Allen Advisor","Debit","0011U00000KuFmHQAV","6. Greater than 15Y","2018-10-02T21:04:17","3. 30-49","20190829100511427864","A","Growth","Robert Case","2019-10-07","High Net Worth Families","1. Less than 50k","Checking Account Fees","Managed Account","Female","CA",0,1,1000
"Robert Case Managed Account1858","5 - Standard","2019-05-16","Tier 1",False,"FinAcct.0011U00000KuFmHQAV-1858","Allen Advisor","Debit","0011U00000KuFmHQAV","6. Greater than 15Y","2018-10-02T21:04:17","3. 30-49","20190829100511427864","A","Growth","Robert Case","2019-10-07","High Net Worth Families","1. Less than 50k","Debit Card Transaction Fees","Managed Account","Female","CA",0,5,1000
