"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL","DueDays"
"Mark Garet","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-07-03","High","2020-06-28","New York","In progress","-","Manager","Call","0011U00000KuFcQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-26","Meeting","2.01908291351258E+019","Growth","Client Retention","Call","Alika Sims","Inexperienced","2020-07-06","Retired","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com",311
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-11","High","2019-10-14","San Francisco","In progress","-","Manager","Call","0011U00000KuFcRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-04","Email","2.01908291351258E+019","Balanced Growth","Service","Call","Eric Casey","Moderately Inexperienced","2020-07-06","Millennials","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com",333
"Mark Garet","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-24","High","2019-01-14","New York","Completed","-","Manager","Call","0011U00000KuFcSQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Call","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Claudia Davenport","Inexperienced","2020-07-06","Millennials","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com",320
"Chelsea Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2020-06-11","High","2020-06-09","Chicago","Completed","-","Manager","Call","0011U00000KuFcTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-04","Call","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Sophia Gibson","Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Lunch Meeting","allen.advisor@example.com",333
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-18","High","2019-06-19","San Francisco","Not Started","-","Manager","Call","0011U00000KuFcVQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-11","Call","2.01908291351258E+019","Growth","Onboarding","Call","Bernard Brewer","Experienced","2020-07-06","Millennials","Brenda Banker","1. Less than 50k","Event","Lunch Meeting","sunil.dixit@example.com",326
"Mark Garet","true","0051U000005JQyrQAG","Household","Customer","IL","2020-07-01","High","2019-02-26","Chicago","Event","-","Manager","Call","0011U00000KuFcXQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-24","Email","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Rae Norris","Experienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Discussion","allen.advisor@example.com",313
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-07-05","High","2020-06-27","New York","Event","-","Manager","Call","0011U00000KuFcZQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-28","Meeting","2.01908291351258E+019","Balanced Growth","Client Retention","Call","Anjolie Bass","Inexperienced","2020-07-06","Mass Market","Mark Garet","2. Between 50k and 250k","Event","Lunch Meeting","mark.garet@example.com",309
"Brenda Banker","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-12","High","2019-09-12","Florida","Completed","-","Manager","Call","0011U00000KuFcbQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-05","Call","2.01908291351258E+019","Growth","Onboarding","Call","Bertha Ramos","Experienced","2020-07-06","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com",332
"Mark Garet","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-28","High","2019-04-21","Florida","In progress","-","Manager","Call","0011U00000KuFcfQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Call","2.01908291351258E+019","Income","Onboarding","Call","Cheyenne Farmer","Experienced","2020-07-06","High Net Worth Families","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com",316
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-23","High","2019-06-02","San Francisco","Event","-","Manager","Call","0011U00000KuFcgQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Email","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Lillith Macdonald","Inexperienced","2020-07-06","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",321
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-29","High","2019-10-19","Florida","Completed","-","Manager","Call","0011U00000KuFchQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-22","Meeting","2.01908291351258E+019","Income","Service","Call","Tana Blackwell","Moderately Experienced","2020-07-06","Millennials","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com",315
"Allen Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-27","High","2020-03-10","San Francisco","Not Started","-","Manager","Call","0011U00000KuFciQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-20","Meeting","2.01908291351258E+019","Income","Client Retention","Call","Eve Gallagher","Moderately Experienced","2020-07-06","Retired","Brenda Banker","1. Less than 50k","Event","Lunch Meeting","sunil.dixit@example.com",317
"Brenda Banker","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-12","High","2019-10-31","Florida","Not Started","-","Manager","Call","0011U00000KuFckQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-05","Meeting","2.01908291351258E+019","Income","Service","Call","Vaughan Marquez","Moderately Inexperienced","2020-07-06","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","ryan.dobson@example.com",332
"Mark Garet","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-06-27","High","2019-09-01","New York","Event","-","Manager","Call","0011U00000KuFclQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-20","Call","2.01908291351258E+019","Aggressive Growth","Service","Call","Oleg Dillon","Moderately Experienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Discussion","mark.garet@example.com",317
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-15","High","2019-10-05","Chicago","Completed","-","Manager","Call","0011U00000KuFcmQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-08","Email","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Beatrice Jensen","Moderately Experienced","2020-07-06","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","allen.advisor@example.com",329
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-09","High","2019-09-06","Chicago","In progress","-","Manager","Call","0011U00000KuFcoQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-02","Email","2.01908291351258E+019","Balanced Growth","Service","Call","Caesar Tran","Inexperienced","2020-07-06","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com",335
"Allen Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-07","High","2019-10-30","San Francisco","Completed","-","Manager","Call","0011U00000KuFcpQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-31","Call","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Jada Cervantes","Moderately Experienced","2020-07-06","Retired","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",337
"Allen Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-07-01","High","2019-04-19","Chicago","Not Started","-","Manager","Call","0011U00000KuFcqQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-24","Meeting","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Hasad Roberson","Inexperienced","2020-07-06","Retired","Allen Advisor","2. Between 50k and 250k","Event","Lunch Meeting","allen.advisor@example.com",313
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-24","High","2020-03-07","San Francisco","Event","-","Manager","Call","0011U00000KuFcuQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Email","2.01908291351258E+019","Growth","Client Retention","Call","Carissa Deleon","Moderately Inexperienced","2020-07-06","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com",320
"Mark Garet","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-26","High","2019-04-14","Florida","Not Started","-","Manager","Call","0011U00000KuFcwQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-19","Call","2.01908291351258E+019","Growth","Onboarding","Call","Patience Bradley","Moderately Inexperienced","2020-07-06","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Discussion","ryan.dobson@example.com",318
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-30","High","2019-10-13","New York","In progress","-","Manager","Call","0011U00000KuFcxQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-23","Email","2.01908291351258E+019","Balanced Growth","Service","Call","Vance Burnett","Moderately Inexperienced","2020-07-06","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Quarterly Earnings Summary","mark.garet@example.com",314
"Mark Garet","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-07-04","High","2019-11-05","Chicago","Completed","-","Manager","Call","0011U00000KuFcyQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-27","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","William Gilbert","Moderately Experienced","2020-07-06","Retired","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com",310
"Allen Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2020-06-07","High","2019-06-12","San Francisco","Event","-","Manager","Call","0011U00000KuFczQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-31","Email","2.01908291351258E+019","Growth","Prospecting","Call","Erica Wilkins","Inexperienced","2020-07-06","Millennials","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",337
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-14","High","2019-12-06","Chicago","Event","-","Manager","Call","0011U00000KuFd0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Meeting","2.01908291351258E+019","Balanced Growth","Service","Call","Farrah Holloway","Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com",330
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-07","High","2019-10-25","Florida","In progress","-","Manager","Call","0011U00000KuFd1QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-31","Call","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Cailin Nieves","Inexperienced","2020-07-06","Retired","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com",337
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2020-07-05","High","2019-04-09","New York","Not Started","-","Manager","Call","0011U00000KuFd3QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-28","Other","2.01908291351258E+019","Growth","Client Retention","Call","Dominic Contreras","Inexperienced","2020-07-06","Retired","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com",309
"Allen Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-11","High","2019-06-03","Florida","In progress","-","Manager","Call","0011U00000KuFd7QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-04","Meeting","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Kyra Davidson","Inexperienced","2020-07-06","Retired","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com",333
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-09","High","2020-02-19","Florida","Not Started","-","Manager","Call","0011U00000KuFd9QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Call","2.01908291351258E+019","Income","Service","Call","Stella Booth","Moderately Experienced","2020-07-06","Retired","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com",335
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-10","High","2019-02-14","San Francisco","Completed","-","Manager","Call","0011U00000KuFdAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-03","Email","2.01908291351258E+019","Growth","Prospecting","Call","Lionel Watts","Inexperienced","2020-07-06","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",334
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-07-03","High","2020-04-22","San Francisco","Not Started","-","Manager","Call","0011U00000KuFdCQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-26","Email","2.01908291351258E+019","Income","Prospecting","Call","Kennedy Medina","Experienced","2020-07-06","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com",311
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-07-04","High","2019-12-28","San Francisco","In progress","-","Manager","Call","0011U00000KuFdEQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Other","2.01908291351258E+019","Growth","Onboarding","Call","Macon Bridges","Inexperienced","2020-07-06","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com",310
"Mark Garet","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-06-24","High","2020-01-06","New York","Not Started","-","Manager","Call","0011U00000KuFdHQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Call","2.01908291351258E+019","Growth","Service","Call","Salvador Martinez","Moderately Inexperienced","2020-07-06","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Lunch Meeting","mark.garet@example.com",320
"Allen Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-06-19","High","2020-01-19","Chicago","Completed","-","Manager","Call","0011U00000KuFdIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-12","Meeting","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Nayda Emerson","Experienced","2020-07-06","Retired","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com",325
"Brenda Banker","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-06-27","High","2019-06-02","New York","Event","-","Manager","Call","0011U00000KuFdJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-20","Meeting","2.01908291351258E+019","Income","Onboarding","Call","Cynthia Juarez","Moderately Experienced","2020-07-06","Retired","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com",317
